run_id,condition,run_tag,status,timestamp,completed_at,rounds,agent_turns,agent_tool_calls,agent_tool_messages,memory_updates,total_messages,input_tokens,output_tokens,total_tokens,runtime_seconds,final_candidate,decision_method,correct_candidate,decision_correct,mean_pairwise_memory_similarity,min_pairwise_memory_similarity,max_pairwise_memory_similarity,memory_similarity_method,embedding_model,metadata_file,votes_candidate_a,votes_candidate_b,votes_candidate_c,votes_candidate_d,similarity_agent_1_agent_2,similarity_agent_1_agent_3,similarity_agent_2_agent_3
high_20260506_181837_010,high,transparency_experiment,completed,20260506_214902,2026-05-06T21:51:04+0200,2,6,0,0,18,6,82925,33990,116915,122.6512,Candidate C,consensus,Candidate C,1,0.809112,0.756246,0.908231,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_20260506_181837_010/metadata.json,0,0,3,0,0.756246,0.76286,0.908231
high_20260506_181837_011,high,transparency_experiment,completed,20260506_215108,2026-05-06T21:52:54+0200,2,6,0,0,18,6,81438,29269,110707,106.0455,Candidate B,consensus,Candidate C,0,0.828194,0.779124,0.86635,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_20260506_181837_011/metadata.json,0,3,0,0,0.779124,0.839109,0.86635
high_20260506_181837_012,high,transparency_experiment,completed,20260506_215257,2026-05-06T21:55:34+0200,3,9,0,0,27,9,146665,44149,190814,157.285,Candidate C,consensus,Candidate C,1,0.904396,0.887068,0.916227,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_20260506_181837_012/metadata.json,0,0,3,0,0.909894,0.916227,0.887068
high_20260506_181837_013,high,transparency_experiment,completed,20260506_215537,2026-05-06T22:00:10+0200,5,15,0,0,45,15,307727,73596,381323,272.2607,Candidate C,consensus,Candidate C,1,0.923928,0.919767,0.931159,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_20260506_181837_013/metadata.json,0,0,3,0,0.931159,0.919767,0.920859
high_20260506_181837_014,high,transparency_experiment,completed,20260506_220013,2026-05-06T22:04:51+0200,5,15,0,0,45,15,315080,71849,386929,278.0937,Candidate B,max_round_majority_vote,Candidate C,0,0.896127,0.882467,0.920574,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_20260506_181837_014/metadata.json,1,2,0,0,0.885341,0.920574,0.882467
high_20260506_181837_015,high,transparency_experiment,completed,20260506_220454,2026-05-06T22:06:41+0200,2,6,1,2,18,8,88146,31420,119566,107.2238,Candidate C,consensus,Candidate C,1,0.781728,0.701804,0.863743,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_20260506_181837_015/metadata.json,0,0,3,0,0.779638,0.701804,0.863743
high_20260506_181837_016,high,transparency_experiment,completed,20260506_220644,2026-05-06T22:09:45+0200,3,9,1,2,27,11,164314,50967,215281,181.1958,Candidate B,consensus,Candidate C,0,0.826331,0.817435,0.836013,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_20260506_181837_016/metadata.json,0,3,0,0,0.817435,0.836013,0.825545
high_20260506_181837_017,high,transparency_experiment,completed,20260506_220948,2026-05-06T22:11:41+0200,2,6,1,2,18,8,86105,32211,118316,112.6259,Candidate C,consensus,Candidate C,1,0.908715,0.892436,0.930884,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_20260506_181837_017/metadata.json,0,0,3,0,0.902825,0.892436,0.930884
high_20260506_181837_018,high,transparency_experiment,completed,20260506_221144,2026-05-06T22:13:21+0200,2,6,0,0,18,6,79330,30321,109651,96.5538,Candidate B,consensus,Candidate C,0,0.893898,0.874188,0.916593,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_20260506_181837_018/metadata.json,0,3,0,0,0.916593,0.874188,0.890913
high_20260506_181837_019,high,transparency_experiment,completed,20260506_221324,2026-05-06T22:15:08+0200,2,6,0,0,18,6,80930,32587,113517,104.676,Candidate C,consensus,Candidate C,1,0.886888,0.867669,0.922179,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_20260506_181837_019/metadata.json,0,0,3,0,0.867669,0.922179,0.870817
high_20260506_181837_020,high,transparency_experiment,completed,20260506_221511,2026-05-06T22:16:56+0200,2,6,2,4,18,10,99580,29447,129027,105.0265,Candidate A,consensus,Candidate C,0,0.917852,0.89996,0.934737,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_20260506_181837_020/metadata.json,3,0,0,0,0.89996,0.918858,0.934737
high_20260506_181837_021,high,transparency_experiment,completed,20260506_221700,2026-05-06T22:18:34+0200,2,6,2,4,18,10,92781,28091,120872,94.4041,Candidate B,consensus,Candidate C,0,0.85029,0.823569,0.87861,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_20260506_181837_021/metadata.json,0,3,0,0,0.84869,0.823569,0.87861
high_20260506_181837_022,high,transparency_experiment,completed,20260506_221838,2026-05-06T22:21:54+0200,4,12,0,0,36,12,222154,59084,281238,195.9614,Candidate B,consensus,Candidate C,0,0.900256,0.87997,0.921,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_20260506_181837_022/metadata.json,0,3,0,0,0.87997,0.921,0.899798
high_20260506_181837_023,high,transparency_experiment,completed,20260506_222157,2026-05-06T22:27:01+0200,5,15,2,4,45,19,365895,83908,449803,303.8243,Candidate C,consensus,Candidate C,1,0.914338,0.899675,0.936874,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_20260506_181837_023/metadata.json,0,0,3,0,0.906466,0.899675,0.936874
high_20260506_181837_024,high,transparency_experiment,completed,20260506_222703,2026-05-06T22:29:58+0200,3,9,2,4,27,13,167310,48240,215550,175.0082,Candidate C,consensus,Candidate C,1,0.874966,0.86768,0.879411,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_20260506_181837_024/metadata.json,0,0,3,0,0.879411,0.877807,0.86768
high_20260506_181837_025,high,transparency_experiment,completed,20260506_223002,2026-05-06T22:31:57+0200,2,6,0,0,18,6,79468,33905,113373,115.6674,Candidate C,consensus,Candidate C,1,0.816009,0.768628,0.899896,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_20260506_181837_025/metadata.json,0,0,3,0,0.768628,0.779503,0.899896
high_20260506_181837_026,high,transparency_experiment,completed,20260506_223200,2026-05-06T22:33:33+0200,2,6,0,0,18,6,77300,26929,104229,93.2661,Candidate C,consensus,Candidate C,1,0.903401,0.889408,0.924238,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_20260506_181837_026/metadata.json,0,0,3,0,0.896558,0.924238,0.889408
high_20260506_181837_027,high,transparency_experiment,completed,20260506_223337,2026-05-06T22:35:20+0200,2,6,1,2,18,8,87307,29925,117232,102.7443,Candidate C,consensus,Candidate C,1,0.837067,0.780902,0.885035,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_20260506_181837_027/metadata.json,0,0,3,0,0.845263,0.780902,0.885035
high_20260506_181837_028,high,transparency_experiment,completed,20260506_223522,2026-05-06T22:37:46+0200,3,9,0,0,27,9,143839,42923,186762,143.798,Candidate C,consensus,Candidate C,1,0.831019,0.796864,0.89708,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_20260506_181837_028/metadata.json,0,0,3,0,0.799112,0.89708,0.796864
high_20260506_181837_029,high,transparency_experiment,completed,20260506_223749,2026-05-06T22:39:19+0200,2,6,0,0,18,6,76700,29783,106483,89.5039,Candidate C,consensus,Candidate C,1,0.809771,0.740217,0.934439,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_20260506_181837_029/metadata.json,0,0,3,0,0.740217,0.934439,0.754656
high_20260506_181837_030,high,transparency_experiment,completed,20260506_223922,2026-05-06T22:41:00+0200,2,6,0,0,18,6,77537,28443,105980,98.5284,Candidate B,consensus,Candidate C,0,0.832464,0.8184,0.843533,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_20260506_181837_030/metadata.json,0,3,0,0,0.843533,0.83546,0.8184
