run_id,condition,smm_mode,explicit_smm_memory,run_tag,status,timestamp,completed_at,rounds,agent_turns,agent_tool_calls,agent_tool_messages,memory_updates,total_messages,input_tokens,output_tokens,total_tokens,runtime_seconds,final_candidate,decision_method,correct_candidate,decision_correct,mean_pairwise_memory_similarity,min_pairwise_memory_similarity,max_pairwise_memory_similarity,mean_gold_standard_alignment,min_gold_standard_alignment,max_gold_standard_alignment,context_alignment,memory_similarity_method,gold_standard_alignment_method,embedding_model,metadata_file,votes_candidate_a,votes_candidate_b,votes_candidate_c,votes_candidate_d,gold_alignment_agent_1,gold_alignment_agent_2,gold_alignment_agent_3,gold_check_agent_1_a_risks,gold_check_agent_1_b_risks,gold_check_agent_1_c_attention,gold_check_agent_1_c_calmness,gold_check_agent_1_c_crew_fit,gold_check_agent_1_c_reliability,gold_check_agent_1_d_risks,gold_check_agent_1_favorite_is_c,gold_check_agent_2_a_risks,gold_check_agent_2_b_risks,gold_check_agent_2_c_attention,gold_check_agent_2_c_calmness,gold_check_agent_2_c_crew_fit,gold_check_agent_2_c_reliability,gold_check_agent_2_d_risks,gold_check_agent_2_favorite_is_c,gold_check_agent_3_a_risks,gold_check_agent_3_b_risks,gold_check_agent_3_c_attention,gold_check_agent_3_c_calmness,gold_check_agent_3_c_crew_fit,gold_check_agent_3_c_reliability,gold_check_agent_3_d_risks,gold_check_agent_3_favorite_is_c,similarity_agent_1_agent_2,similarity_agent_1_agent_3,similarity_agent_2_agent_3
low_treatment_20260509_224515_023,low,treatment,True,transparency_experiment,completed,20260510_000623,2026-05-10T00:09:33+0200,5,15,0,0,45,15,113497,47531,161028,190.0317,Candidate B,max_round_majority_vote,Candidate C,0,0.791481,0.731333,0.887689,0.333333,0.125,0.75,0.263827,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260509_224515_023/metadata.json,1,2,0,0,0.75,0.125,0.125,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.731333,0.887689,0.755422
low_treatment_20260509_224515_024,low,treatment,True,transparency_experiment,completed,20260510_000936,2026-05-10T00:13:19+0200,5,15,0,0,45,15,118426,51639,170065,222.5714,Candidate A,max_round_majority_vote,Candidate C,0,0.77818,0.719523,0.81441,0.25,0.0,0.625,0.194545,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260509_224515_024/metadata.json,2,1,0,0,0.125,0.625,0.0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.719523,0.800608,0.81441
low_treatment_20260509_224515_025,low,treatment,True,transparency_experiment,completed,20260510_001322,2026-05-10T00:16:49+0200,5,15,0,0,45,15,112138,46371,158509,207.6457,,max_round_no_majority,Candidate C,0,0.916131,0.911761,0.921571,0.625,0.5,0.75,0.572582,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260509_224515_025/metadata.json,0,1,1,1,0.625,0.5,0.75,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0.921571,0.911761,0.915061
low_treatment_20260509_224515_026,low,treatment,True,transparency_experiment,completed,20260510_001652,2026-05-10T00:21:50+0200,5,15,0,0,45,15,115357,51123,166480,297.7965,,max_round_no_majority,Candidate C,0,0.912266,0.905924,0.915971,0.5,0.375,0.625,0.456133,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260509_224515_026/metadata.json,1,1,1,0,0.625,0.5,0.375,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0.915971,0.905924,0.914903
low_treatment_20260509_224515_027,low,treatment,True,transparency_experiment,completed,20260510_002153,2026-05-10T00:27:11+0200,5,15,0,0,45,15,111548,47229,158777,317.2358,,max_round_no_majority,Candidate C,0,0.911775,0.901889,0.926142,0.583333,0.25,0.875,0.531868,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260509_224515_027/metadata.json,1,1,1,0,0.625,0.25,0.875,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0.926142,0.907293,0.901889
low_treatment_20260509_224515_028,low,treatment,True,transparency_experiment,completed,20260510_002713,2026-05-10T00:31:37+0200,5,15,0,0,45,15,112734,52089,164823,264.1269,Candidate A,max_round_majority_vote,Candidate C,0,0.803567,0.752153,0.903141,0.25,0.25,0.25,0.200892,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260509_224515_028/metadata.json,2,1,0,0,0.25,0.25,0.25,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.755408,0.752153,0.903141
low_treatment_20260509_224515_029,low,treatment,True,transparency_experiment,completed,20260510_003140,2026-05-10T00:36:45+0200,5,15,0,0,45,15,112975,51456,164431,304.8265,,max_round_no_majority,Candidate C,0,0.90473,0.889822,0.913064,0.833333,0.625,1.0,0.753941,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260509_224515_029/metadata.json,0,1,1,1,1.0,0.625,0.875,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0.913064,0.911304,0.889822
low_treatment_20260509_224515_030,low,treatment,True,transparency_experiment,completed,20260510_003648,2026-05-10T00:41:19+0200,5,15,0,0,45,15,109802,47599,157401,270.486,,max_round_no_majority,Candidate C,0,0.910015,0.897956,0.919684,0.625,0.375,0.875,0.568759,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260509_224515_030/metadata.json,1,1,0,1,0.875,0.625,0.375,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0.919684,0.912406,0.897956
moderate_baseline_20260509_224515_001,moderate,baseline,False,transparency_experiment,completed,20260510_052131,2026-05-10T05:24:18+0200,5,15,0,0,0,15,33133,14200,47333,167.067,Candidate B,max_round_majority_vote,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260509_224515_001/metadata.json,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260509_224515_002,moderate,baseline,False,transparency_experiment,completed,20260510_052421,2026-05-10T05:27:00+0200,5,15,0,0,0,15,33149,14960,48109,158.6968,Candidate D,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260509_224515_002/metadata.json,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260509_224515_003,moderate,baseline,False,transparency_experiment,completed,20260510_052703,2026-05-10T05:28:49+0200,4,12,0,0,0,12,24517,11260,35777,106.7979,Candidate C,consensus,Candidate C,1,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260509_224515_003/metadata.json,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260509_224515_004,moderate,baseline,False,transparency_experiment,completed,20260510_052853,2026-05-10T05:31:13+0200,5,15,0,0,0,15,33178,12952,46130,140.6693,Candidate D,max_round_majority_vote,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260509_224515_004/metadata.json,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260509_224515_005,moderate,baseline,False,transparency_experiment,completed,20260510_053117,2026-05-10T05:33:27+0200,5,15,0,0,0,15,33569,13374,46943,130.3446,,max_round_no_majority,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260509_224515_005/metadata.json,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260509_224515_006,moderate,baseline,False,transparency_experiment,completed,20260510_053330,2026-05-10T05:36:30+0200,5,15,0,0,0,15,33077,14614,47691,179.8563,Candidate C,consensus,Candidate C,1,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260509_224515_006/metadata.json,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260509_224515_007,moderate,baseline,False,transparency_experiment,completed,20260510_053633,2026-05-10T05:39:28+0200,5,15,0,0,0,15,33731,13283,47014,175.1179,Candidate A,max_round_majority_vote,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260509_224515_007/metadata.json,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260509_224515_008,moderate,baseline,False,transparency_experiment,completed,20260510_053931,2026-05-10T05:42:00+0200,5,15,0,0,0,15,34419,14242,48661,148.4187,Candidate C,consensus,Candidate C,1,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260509_224515_008/metadata.json,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260509_224515_009,moderate,baseline,False,transparency_experiment,completed,20260510_054203,2026-05-10T05:44:16+0200,5,15,0,0,0,15,33639,12339,45978,133.0544,Candidate A,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260509_224515_009/metadata.json,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260509_224515_010,moderate,baseline,False,transparency_experiment,completed,20260510_054419,2026-05-10T05:46:16+0200,5,15,0,0,0,15,33434,11484,44918,117.2696,Candidate B,max_round_majority_vote,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260509_224515_010/metadata.json,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260509_224515_011,moderate,baseline,False,transparency_experiment,completed,20260510_054619,2026-05-10T05:49:03+0200,5,15,0,0,0,15,34051,15293,49344,164.6581,Candidate D,max_round_majority_vote,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260509_224515_011/metadata.json,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260509_224515_012,moderate,baseline,False,transparency_experiment,completed,20260510_054906,2026-05-10T05:50:01+0200,2,6,0,0,0,6,10312,4645,14957,54.995,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260509_224515_012/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260509_224515_013,moderate,baseline,False,transparency_experiment,completed,20260510_055004,2026-05-10T05:52:45+0200,5,15,0,0,0,15,34223,12442,46665,160.784,Candidate D,max_round_majority_vote,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260509_224515_013/metadata.json,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260509_224515_014,moderate,baseline,False,transparency_experiment,completed,20260510_055248,2026-05-10T05:54:51+0200,5,15,0,0,0,15,33550,11736,45286,122.9228,Candidate B,max_round_majority_vote,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260509_224515_014/metadata.json,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260509_224515_015,moderate,baseline,False,transparency_experiment,completed,20260510_055454,2026-05-10T05:56:52+0200,4,12,2,4,0,16,35835,11911,47746,117.6219,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260509_224515_015/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260509_224515_016,moderate,baseline,False,transparency_experiment,completed,20260510_055655,2026-05-10T05:59:13+0200,5,15,0,0,0,15,33208,13413,46621,138.6401,,max_round_no_majority,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260509_224515_016/metadata.json,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260509_224515_017,moderate,baseline,False,transparency_experiment,completed,20260510_055916,2026-05-10T06:01:34+0200,5,15,0,0,0,15,33243,12508,45751,138.1564,Candidate B,max_round_majority_vote,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260509_224515_017/metadata.json,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260509_224515_018,moderate,baseline,False,transparency_experiment,completed,20260510_060138,2026-05-10T06:03:45+0200,5,15,0,0,0,15,33955,13636,47591,127.4654,Candidate C,max_round_majority_vote,Candidate C,1,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260509_224515_018/metadata.json,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260509_224515_019,moderate,baseline,False,transparency_experiment,completed,20260510_060348,2026-05-10T06:06:09+0200,5,15,0,0,0,15,33059,12794,45853,141.5139,Candidate B,max_round_majority_vote,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260509_224515_019/metadata.json,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260509_224515_020,moderate,baseline,False,transparency_experiment,completed,20260510_060613,2026-05-10T06:09:06+0200,5,15,0,0,0,15,34181,12766,46947,173.2164,Candidate A,max_round_majority_vote,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260509_224515_020/metadata.json,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260509_224515_021,moderate,baseline,False,transparency_experiment,completed,20260510_060909,2026-05-10T06:11:06+0200,5,15,0,0,0,15,33094,11572,44666,117.4968,Candidate B,max_round_majority_vote,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260509_224515_021/metadata.json,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260509_224515_022,moderate,baseline,False,transparency_experiment,completed,20260510_061109,2026-05-10T06:13:06+0200,5,14,0,0,0,14,31591,12421,44012,116.509,Candidate B,max_round_majority_vote,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260509_224515_022/metadata.json,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260509_224515_023,moderate,baseline,False,transparency_experiment,completed,20260510_061309,2026-05-10T06:15:04+0200,5,15,0,0,0,15,32725,11853,44578,114.8776,Candidate B,max_round_majority_vote,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260509_224515_023/metadata.json,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260509_224515_024,moderate,baseline,False,transparency_experiment,completed,20260510_061507,2026-05-10T06:17:00+0200,5,15,0,0,0,15,33323,11213,44536,112.8483,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260509_224515_024/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260509_224515_025,moderate,baseline,False,transparency_experiment,completed,20260510_061702,2026-05-10T06:19:22+0200,5,15,0,0,0,15,32553,14436,46989,139.6708,Candidate C,consensus,Candidate C,1,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260509_224515_025/metadata.json,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260509_224515_026,moderate,baseline,False,transparency_experiment,completed,20260510_061925,2026-05-10T06:21:34+0200,5,15,1,2,0,17,38545,11430,49975,128.2003,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260509_224515_026/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260509_224515_027,moderate,baseline,False,transparency_experiment,completed,20260510_062136,2026-05-10T06:24:20+0200,5,15,0,0,0,15,32085,12787,44872,163.3712,Candidate A,max_round_majority_vote,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260509_224515_027/metadata.json,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260509_224515_028,moderate,baseline,False,transparency_experiment,completed,20260510_062423,2026-05-10T06:26:32+0200,5,15,0,0,0,15,33421,12300,45721,129.5007,Candidate B,max_round_majority_vote,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260509_224515_028/metadata.json,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260509_224515_029,moderate,baseline,False,transparency_experiment,completed,20260510_062635,2026-05-10T06:28:48+0200,5,15,0,0,0,15,34049,13063,47112,133.4368,Candidate B,max_round_majority_vote,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260509_224515_029/metadata.json,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260509_224515_030,moderate,baseline,False,transparency_experiment,completed,20260510_062851,2026-05-10T06:30:59+0200,5,15,0,0,0,15,32654,12108,44762,127.6593,Candidate B,max_round_majority_vote,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260509_224515_030/metadata.json,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_treatment_20260509_224515_001,moderate,treatment,True,transparency_experiment,completed,20260510_004122,2026-05-10T00:47:25+0200,5,15,0,0,45,15,154550,59022,213572,362.704,Candidate B,max_round_majority_vote,Candidate C,0,0.743304,0.652755,0.910922,0.375,0.125,0.75,0.278739,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260509_224515_001/metadata.json,1,2,0,0,0.75,0.125,0.25,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.666234,0.910922,0.652755
moderate_treatment_20260509_224515_002,moderate,treatment,True,transparency_experiment,completed,20260510_004728,2026-05-10T00:53:24+0200,5,14,2,4,45,18,168692,57582,226274,356.1311,Candidate B,max_round_majority_vote,Candidate C,0,0.808554,0.753208,0.896724,0.458333,0.25,0.875,0.370587,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260509_224515_002/metadata.json,1,2,0,0,0.875,0.25,0.25,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.775729,0.896724,0.753208
moderate_treatment_20260509_224515_003,moderate,treatment,True,transparency_experiment,completed,20260510_005327,2026-05-10T00:57:57+0200,5,15,0,0,45,15,148625,56229,204854,270.1579,Candidate C,max_round_majority_vote,Candidate C,1,0.790762,0.724529,0.871577,0.875,0.875,0.875,0.691917,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260509_224515_003/metadata.json,0,1,2,0,0.875,0.875,0.875,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.871577,0.776179,0.724529
moderate_treatment_20260509_224515_004,moderate,treatment,True,transparency_experiment,completed,20260510_005800,2026-05-10T01:00:02+0200,2,6,0,0,18,6,51218,25451,76669,122.0719,Candidate C,consensus,Candidate C,1,0.892712,0.871596,0.916944,0.541667,0.375,0.625,0.483553,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260509_224515_004/metadata.json,0,0,3,0,0.625,0.375,0.625,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0.889597,0.916944,0.871596
moderate_treatment_20260509_224515_005,moderate,treatment,True,transparency_experiment,completed,20260510_010005,2026-05-10T01:04:37+0200,5,15,0,0,45,15,151233,55626,206859,271.7149,,max_round_no_majority,Candidate C,0,0.780886,0.719907,0.878464,0.291667,0.0,0.5,0.227759,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260509_224515_005/metadata.json,1,1,0,1,0.5,0.375,0.0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.878464,0.719907,0.744288
moderate_treatment_20260509_224515_006,moderate,treatment,True,transparency_experiment,completed,20260510_010440,2026-05-10T01:09:43+0200,5,15,0,0,45,15,163421,65031,228452,303.277,Candidate B,max_round_majority_vote,Candidate C,0,0.907598,0.89682,0.919406,0.666667,0.25,0.875,0.605066,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260509_224515_006/metadata.json,1,2,0,0,0.875,0.25,0.875,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0.919406,0.906567,0.89682
moderate_treatment_20260509_224515_007,moderate,treatment,True,transparency_experiment,completed,20260510_010946,2026-05-10T01:15:23+0200,5,15,1,2,45,17,165204,62502,227706,337.445,Candidate A,max_round_majority_vote,Candidate C,0,0.789352,0.720358,0.91404,0.25,0.25,0.25,0.197338,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260509_224515_007/metadata.json,2,1,0,0,0.25,0.25,0.25,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.733657,0.91404,0.720358
moderate_treatment_20260509_224515_008,moderate,treatment,True,transparency_experiment,completed,20260510_011526,2026-05-10T01:19:39+0200,5,15,0,0,45,15,151799,52530,204329,252.9142,Candidate D,max_round_majority_vote,Candidate C,0,0.83715,0.822123,0.847981,0.25,0.25,0.25,0.209287,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260509_224515_008/metadata.json,0,1,0,2,0.25,0.25,0.25,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.841345,0.822123,0.847981
moderate_treatment_20260509_224515_009,moderate,treatment,True,transparency_experiment,completed,20260510_011943,2026-05-10T01:24:02+0200,5,14,0,0,45,14,147443,56294,203737,259.2065,Candidate C,max_round_majority_vote,Candidate C,1,0.759097,0.701954,0.809647,0.708333,0.625,0.75,0.537693,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260509_224515_009/metadata.json,0,1,2,0,0.75,0.625,0.75,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0.701954,0.765691,0.809647
moderate_treatment_20260509_224515_010,moderate,treatment,True,transparency_experiment,completed,20260510_012405,2026-05-10T01:29:16+0200,5,15,0,0,45,15,156744,57985,214729,310.7341,Candidate B,max_round_majority_vote,Candidate C,0,0.79919,0.748626,0.890937,0.916667,0.875,1.0,0.732591,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260509_224515_010/metadata.json,0,2,1,0,1.0,0.875,0.875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0.748626,0.758006,0.890937
moderate_treatment_20260509_224515_011,moderate,treatment,True,transparency_experiment,completed,20260510_012919,2026-05-10T01:34:18+0200,5,15,0,0,45,15,158015,57440,215455,298.9444,Candidate B,max_round_majority_vote,Candidate C,0,0.845179,0.812951,0.907457,0.375,0.25,0.625,0.316942,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260509_224515_011/metadata.json,1,2,0,0,0.625,0.25,0.25,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.812951,0.907457,0.815129
moderate_treatment_20260509_224515_012,moderate,treatment,True,transparency_experiment,completed,20260510_013421,2026-05-10T01:38:40+0200,5,15,0,0,45,15,156685,58128,214813,258.9249,,max_round_no_majority,Candidate C,0,0.789591,0.717271,0.90102,0.666667,0.5,0.875,0.526394,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260509_224515_012/metadata.json,1,1,0,1,0.625,0.5,0.875,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0.717271,0.90102,0.750481
moderate_treatment_20260509_224515_013,moderate,treatment,True,transparency_experiment,completed,20260510_013843,2026-05-10T01:44:01+0200,5,15,1,2,45,17,171132,65079,236211,318.0299,Candidate C,max_round_majority_vote,Candidate C,1,0.905986,0.893521,0.917579,0.75,0.625,0.875,0.679489,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260509_224515_013/metadata.json,0,1,2,0,0.625,0.75,0.875,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0.906859,0.893521,0.917579
moderate_treatment_20260509_224515_014,moderate,treatment,True,transparency_experiment,completed,20260510_014404,2026-05-10T01:45:50+0200,2,6,1,2,18,8,57173,22959,80132,106.4183,Candidate C,consensus,Candidate C,1,0.807253,0.72723,0.908866,0.666667,0.5,0.875,0.538169,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260509_224515_014/metadata.json,0,0,3,0,0.875,0.5,0.625,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0.72723,0.785662,0.908866
moderate_treatment_20260509_224515_015,moderate,treatment,True,transparency_experiment,completed,20260510_014553,2026-05-10T01:50:27+0200,5,15,0,0,45,15,155235,56528,211763,274.663,Candidate A,max_round_majority_vote,Candidate C,0,0.83059,0.782322,0.861574,0.25,0.25,0.25,0.207648,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260509_224515_015/metadata.json,2,1,0,0,0.25,0.25,0.25,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.782322,0.861574,0.847874
