run_id,context_transparency_condition,smm_mode,speaker_order_seed,status,timestamp,completed_at,rounds,agent_turns,agent_tool_calls,agent_tool_messages,memory_updates,total_messages,input_tokens,output_tokens,total_tokens,tokens_per_correct_decision,runtime_seconds,final_candidate,decision_method,correct_candidate,decision_correct,mean_pairwise_memory_similarity,min_pairwise_memory_similarity,max_pairwise_memory_similarity,smm_similarity,smm_evidence_share,smm_quality,smm_quality_method,metadata_file,votes_candidate_a,votes_candidate_b,votes_candidate_c,votes_candidate_d,similarity_emily_brooks_james_carter,similarity_emily_brooks_sarah_mitchell,similarity_james_carter_sarah_mitchell
low_treatment_20260602_165012_060,low,treatment,low_treatment_20260602_165012_060,completed,20260603_002524,2026-06-03T00:34:10+0200,5,15,12,24,45,39,193184,94525,287709,322704.23,525.4066,Candidate C,max_round_majority_vote,Candidate C,1,0.946501,0.940662,0.952963,0.946501,0.444444,0.420667,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_060/metadata.json,0,1,2,0,0.952963,0.940662,0.945879
low_treatment_20260602_165012_061,low,treatment,low_treatment_20260602_165012_061,completed,20260603_003413,2026-06-03T00:41:47+0200,5,15,4,8,45,23,154153,83935,238088,322704.23,453.9888,Candidate C,max_round_majority_vote,Candidate C,1,0.934721,0.924609,0.940717,0.934721,0.444444,0.415431,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_061/metadata.json,0,1,2,0,0.924609,0.938838,0.940717
low_treatment_20260602_165012_062,low,treatment,low_treatment_20260602_165012_062,completed,20260603_004150,2026-06-03T00:48:18+0200,4,12,10,20,36,32,152466,69021,221487,322704.23,388.5548,Candidate C,consensus,Candidate C,1,0.946934,0.939241,0.951463,0.946934,0.388889,0.368252,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_062/metadata.json,0,0,3,0,0.939241,0.951463,0.950098
low_treatment_20260602_165012_063,low,treatment,low_treatment_20260602_165012_063,completed,20260603_004821,2026-06-03T00:56:36+0200,5,15,13,26,45,41,192415,89377,281792,322704.23,494.3917,Candidate C,max_round_majority_vote,Candidate C,1,0.933172,0.926942,0.944934,0.933172,0.388889,0.3629,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_063/metadata.json,0,1,2,0,0.927641,0.944934,0.926942
low_treatment_20260602_165012_064,low,treatment,low_treatment_20260602_165012_064,completed,20260603_005639,2026-06-03T01:05:23+0200,5,15,12,24,45,39,188673,93272,281945,322704.23,524.0879,Candidate C,consensus,Candidate C,1,0.925083,0.904187,0.949661,0.925083,0.388889,0.359755,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_064/metadata.json,0,0,3,0,0.921402,0.949661,0.904187
low_treatment_20260602_165012_065,low,treatment,low_treatment_20260602_165012_065,completed,20260603_010526,2026-06-03T01:13:52+0200,5,15,12,24,45,39,191683,88354,280037,322704.23,506.2236,Candidate D,max_round_majority_vote,Candidate C,0,0.935413,0.925457,0.945033,0.935413,0.388889,0.363772,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_065/metadata.json,0,1,0,2,0.925457,0.935748,0.945033
low_treatment_20260602_165012_066,low,treatment,low_treatment_20260602_165012_066,completed,20260603_011355,2026-06-03T01:26:01+0200,2,6,5,10,18,16,208094,82781,290875,322704.23,725.7594,Candidate C,consensus,Candidate C,1,0.921161,0.901925,0.939472,0.921161,0.388889,0.358229,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_066/metadata.json,0,0,3,0,0.922086,0.901925,0.939472
low_treatment_20260602_165012_067,low,treatment,low_treatment_20260602_165012_067,completed,20260603_012604,2026-06-03T01:31:49+0200,3,9,10,20,27,29,126200,61354,187554,322704.23,344.684,Candidate C,consensus,Candidate C,1,0.926811,0.90823,0.948773,0.926811,0.333333,0.308937,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_067/metadata.json,0,0,3,0,0.90823,0.923431,0.948773
low_treatment_20260602_165012_068,low,treatment,low_treatment_20260602_165012_068,completed,20260603_013152,2026-06-03T01:35:09+0200,2,6,5,10,18,16,74601,34686,109287,322704.23,197.2049,Candidate C,consensus,Candidate C,1,0.88483,0.853002,0.929688,0.88483,0.333333,0.294943,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_068/metadata.json,0,0,3,0,0.871799,0.929688,0.853002
low_treatment_20260602_165012_069,low,treatment,low_treatment_20260602_165012_069,completed,20260603_013512,2026-06-03T01:43:51+0200,5,15,10,20,45,35,184308,94643,278951,322704.23,518.4249,,max_round_no_majority,Candidate C,0,0.945793,0.94362,0.94789,0.945793,0.388889,0.367808,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_069/metadata.json,1,0,1,1,0.94587,0.94362,0.94789
low_treatment_20260602_165012_070,low,treatment,low_treatment_20260602_165012_070,completed,20260603_014354,2026-06-03T01:51:46+0200,5,15,8,16,45,31,173072,85883,258955,322704.23,472.0351,,max_round_no_majority,Candidate C,0,0.927627,0.910346,0.93901,0.927627,0.388889,0.360744,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_070/metadata.json,1,0,1,1,0.93901,0.933525,0.910346
low_treatment_20260602_165012_071,low,treatment,low_treatment_20260602_165012_071,completed,20260603_015149,2026-06-03T02:00:33+0200,5,15,13,26,45,41,193746,94320,288066,322704.23,523.8256,Candidate C,max_round_majority_vote,Candidate C,1,0.937108,0.926474,0.944662,0.937108,0.444444,0.416492,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_071/metadata.json,0,0,2,1,0.926474,0.940187,0.944662
low_treatment_20260602_165012_072,low,treatment,low_treatment_20260602_165012_072,completed,20260603_020036,2026-06-03T02:05:39+0200,3,9,6,12,27,21,107605,54841,162446,322704.23,303.4326,Candidate C,consensus,Candidate C,1,0.944352,0.939304,0.947087,0.944352,0.444444,0.419712,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_072/metadata.json,0,0,3,0,0.947087,0.946664,0.939304
low_treatment_20260602_165012_073,low,treatment,low_treatment_20260602_165012_073,completed,20260603_020542,2026-06-03T02:11:04+0200,3,9,7,14,27,23,112475,57825,170300,322704.23,321.3242,Candidate C,consensus,Candidate C,1,0.918651,0.917541,0.920128,0.918651,0.444444,0.408289,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_073/metadata.json,0,0,3,0,0.918285,0.917541,0.920128
low_treatment_20260602_165012_074,low,treatment,low_treatment_20260602_165012_074,completed,20260603_021107,2026-06-03T02:16:20+0200,3,9,9,18,27,27,118926,55282,174208,322704.23,312.9459,Candidate C,consensus,Candidate C,1,0.945854,0.94465,0.948112,0.945854,0.388889,0.367832,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_074/metadata.json,0,0,3,0,0.944799,0.948112,0.94465
low_treatment_20260602_165012_075,low,treatment,low_treatment_20260602_165012_075,completed,20260603_021623,2026-06-03T02:25:12+0200,5,15,13,26,45,41,190444,94185,284629,322704.23,528.912,Candidate C,consensus,Candidate C,1,0.945844,0.942857,0.949014,0.945844,0.444444,0.420375,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_075/metadata.json,0,0,3,0,0.949014,0.942857,0.945662
low_treatment_20260602_165012_076,low,treatment,low_treatment_20260602_165012_076,completed,20260603_022515,2026-06-03T02:33:57+0200,5,15,11,22,45,37,186921,93108,280029,322704.23,522.5819,Candidate D,max_round_majority_vote,Candidate C,0,0.935772,0.925925,0.945491,0.935772,0.444444,0.415898,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_076/metadata.json,0,0,1,2,0.945491,0.935901,0.925925
low_treatment_20260602_165012_077,low,treatment,low_treatment_20260602_165012_077,completed,20260603_023400,2026-06-03T02:42:49+0200,5,15,14,28,45,43,199461,93964,293425,322704.23,528.5869,Candidate C,max_round_majority_vote,Candidate C,1,0.934606,0.924273,0.948711,0.934606,0.388889,0.363458,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_077/metadata.json,0,1,2,0,0.948711,0.930834,0.924273
low_treatment_20260602_165012_078,low,treatment,low_treatment_20260602_165012_078,completed,20260603_024252,2026-06-03T02:52:14+0200,5,15,13,26,45,41,199815,97898,297713,322704.23,561.7401,Candidate D,max_round_majority_vote,Candidate C,0,0.924703,0.920054,0.932071,0.924703,0.444444,0.410979,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_078/metadata.json,0,1,0,2,0.921983,0.932071,0.920054
low_treatment_20260602_165012_079,low,treatment,low_treatment_20260602_165012_079,completed,20260603_025217,2026-06-03T02:55:50+0200,2,6,5,10,18,16,76767,37591,114358,322704.23,213.2198,Candidate C,consensus,Candidate C,1,0.926082,0.916375,0.94167,0.926082,0.333333,0.308694,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_079/metadata.json,0,0,3,0,0.920202,0.916375,0.94167
low_treatment_20260602_165012_080,low,treatment,low_treatment_20260602_165012_080,completed,20260603_025553,2026-06-03T02:59:14+0200,2,6,6,12,18,18,80641,35692,116333,322704.23,201.2664,Candidate C,consensus,Candidate C,1,0.916897,0.910821,0.925482,0.916897,0.388889,0.356571,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_080/metadata.json,0,0,3,0,0.925482,0.914387,0.910821
low_treatment_20260602_165012_081,low,treatment,low_treatment_20260602_165012_081,completed,20260603_025917,2026-06-03T03:08:18+0200,5,15,13,26,45,41,199071,96418,295489,322704.23,540.9109,Candidate C,max_round_majority_vote,Candidate C,1,0.913082,0.891085,0.938999,0.913082,0.388889,0.355088,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_081/metadata.json,0,1,2,0,0.909162,0.938999,0.891085
low_treatment_20260602_165012_082,low,treatment,low_treatment_20260602_165012_082,completed,20260603_030821,2026-06-03T03:16:27+0200,5,15,5,10,45,25,157495,90595,248090,322704.23,485.9812,Candidate C,max_round_majority_vote,Candidate C,1,0.921026,0.918526,0.924088,0.921026,0.388889,0.358177,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_082/metadata.json,0,1,2,0,0.918526,0.924088,0.920465
low_treatment_20260602_165012_083,low,treatment,low_treatment_20260602_165012_083,completed,20260603_031630,2026-06-03T03:24:24+0200,5,15,9,18,45,33,175584,85624,261208,322704.23,474.271,Candidate A,max_round_majority_vote,Candidate C,0,0.934414,0.926466,0.948517,0.934414,0.388889,0.363383,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_083/metadata.json,2,1,0,0,0.948517,0.92826,0.926466
low_treatment_20260602_165012_084,low,treatment,low_treatment_20260602_165012_084,completed,20260603_032427,2026-06-03T03:29:03+0200,3,9,3,6,27,15,93571,50915,144486,322704.23,275.7456,Candidate C,consensus,Candidate C,1,0.924668,0.921091,0.929168,0.924668,0.388889,0.359593,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_084/metadata.json,0,0,3,0,0.921091,0.929168,0.923744
low_treatment_20260602_165012_085,low,treatment,low_treatment_20260602_165012_085,completed,20260603_032906,2026-06-03T03:36:06+0200,4,12,8,16,36,28,143022,74610,217632,322704.23,419.315,Candidate C,consensus,Candidate C,1,0.934215,0.929584,0.943205,0.934215,0.444444,0.415206,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_085/metadata.json,0,0,3,0,0.929857,0.929584,0.943205
low_treatment_20260602_165012_086,low,treatment,low_treatment_20260602_165012_086,completed,20260603_033609,2026-06-03T03:39:49+0200,2,6,7,14,18,20,82657,39103,121760,322704.23,220.1412,Candidate C,consensus,Candidate C,1,0.929541,0.914306,0.937694,0.929541,0.444444,0.413129,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_086/metadata.json,0,0,3,0,0.914306,0.937694,0.936622
low_treatment_20260602_165012_087,low,treatment,low_treatment_20260602_165012_087,completed,20260603_033952,2026-06-03T03:48:35+0200,5,15,13,26,45,41,197895,93698,291593,322704.23,523.1107,,max_round_no_majority,Candidate C,0,0.940768,0.935052,0.949231,0.940768,0.444444,0.418119,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_087/metadata.json,0,1,1,1,0.949231,0.938021,0.935052
low_treatment_20260602_165012_088,low,treatment,low_treatment_20260602_165012_088,completed,20260603_034838,2026-06-03T03:56:57+0200,5,15,7,14,45,29,165396,91974,257370,322704.23,499.5063,Candidate C,max_round_majority_vote,Candidate C,1,0.94505,0.936761,0.954152,0.94505,0.444444,0.420022,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_088/metadata.json,0,1,2,0,0.944238,0.954152,0.936761
low_treatment_20260602_165012_089,low,treatment,low_treatment_20260602_165012_089,completed,20260603_035700,2026-06-03T04:02:51+0200,3,9,11,22,27,31,128445,60672,189117,322704.23,350.4718,Candidate C,consensus,Candidate C,1,0.952109,0.945244,0.956368,0.952109,0.388889,0.370265,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_089/metadata.json,0,0,3,0,0.954716,0.945244,0.956368
low_treatment_20260602_165012_090,low,treatment,low_treatment_20260602_165012_090,completed,20260603_040254,2026-06-03T04:06:39+0200,2,6,6,12,18,18,79869,39827,119696,322704.23,225.6393,Candidate C,consensus,Candidate C,1,0.93169,0.922874,0.939918,0.93169,0.388889,0.362324,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_090/metadata.json,0,0,3,0,0.922874,0.939918,0.932277
low_treatment_20260602_165012_091,low,treatment,low_treatment_20260602_165012_091,completed,20260603_040642,2026-06-03T04:15:49+0200,5,15,17,34,45,49,209379,97231,306610,322704.23,547.2761,Candidate C,max_round_majority_vote,Candidate C,1,0.945026,0.929844,0.954771,0.945026,0.388889,0.36751,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_091/metadata.json,0,1,2,0,0.929844,0.950464,0.954771
low_treatment_20260602_165012_092,low,treatment,low_treatment_20260602_165012_092,completed,20260603_041552,2026-06-03T04:20:36+0200,3,9,6,12,27,21,105326,50847,156173,322704.23,283.5098,Candidate C,consensus,Candidate C,1,0.948764,0.942908,0.955745,0.948764,0.444444,0.421672,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_092/metadata.json,0,0,3,0,0.942908,0.955745,0.94764
low_treatment_20260602_165012_093,low,treatment,low_treatment_20260602_165012_093,completed,20260603_042039,2026-06-03T04:26:20+0200,3,9,10,20,27,29,126327,60414,186741,322704.23,341.6817,Candidate C,consensus,Candidate C,1,0.917558,0.911408,0.920756,0.917558,0.388889,0.356828,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_093/metadata.json,0,0,3,0,0.911408,0.920511,0.920756
low_treatment_20260602_165012_094,low,treatment,low_treatment_20260602_165012_094,completed,20260603_042623,2026-06-03T04:34:19+0200,5,15,6,12,45,27,162549,87224,249773,322704.23,475.621,Candidate C,max_round_majority_vote,Candidate C,1,0.928346,0.909106,0.944204,0.928346,0.333333,0.309448,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_094/metadata.json,0,1,2,0,0.909106,0.944204,0.931729
low_treatment_20260602_165012_095,low,treatment,low_treatment_20260602_165012_095,completed,20260603_043422,2026-06-03T04:43:45+0200,5,15,13,26,45,41,199593,102250,301843,322704.23,563.1404,Candidate C,max_round_majority_vote,Candidate C,1,0.91041,0.897308,0.934312,0.91041,0.388889,0.354048,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_095/metadata.json,0,0,2,1,0.899609,0.897308,0.934312
low_treatment_20260602_165012_096,low,treatment,low_treatment_20260602_165012_096,completed,20260603_044349,2026-06-03T04:52:45+0200,5,15,12,24,45,39,190807,95850,286657,322704.23,536.1187,Candidate C,consensus,Candidate C,1,0.920739,0.905808,0.937871,0.920739,0.388889,0.358065,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_096/metadata.json,0,0,3,0,0.905808,0.918538,0.937871
low_treatment_20260602_165012_097,low,treatment,low_treatment_20260602_165012_097,completed,20260603_045248,2026-06-03T05:02:06+0200,5,15,15,30,45,45,196689,98322,295011,322704.23,558.0437,Candidate A,max_round_majority_vote,Candidate C,0,0.94612,0.934087,0.959759,0.94612,0.444444,0.420497,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_097/metadata.json,2,1,0,0,0.934087,0.959759,0.944514
low_treatment_20260602_165012_098,low,treatment,low_treatment_20260602_165012_098,completed,20260603_050209,2026-06-03T05:08:17+0200,4,12,2,4,36,16,115058,67374,182432,322704.23,367.999,Candidate B,consensus,Candidate C,0,0.934643,0.924509,0.943572,0.934643,0.333333,0.311547,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_098/metadata.json,0,3,0,0,0.924509,0.935849,0.943572
low_treatment_20260602_165012_099,low,treatment,low_treatment_20260602_165012_099,completed,20260603_050820,2026-06-03T05:17:08+0200,5,15,12,24,45,39,190462,94782,285244,322704.23,528.3159,Candidate C,max_round_majority_vote,Candidate C,1,0.920391,0.910515,0.934168,0.920391,0.333333,0.306797,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_099/metadata.json,0,1,2,0,0.910515,0.934168,0.916489
low_treatment_20260602_165012_100,low,treatment,low_treatment_20260602_165012_100,completed,20260603_051711,2026-06-03T05:25:54+0200,5,15,6,12,45,27,166001,95047,261048,322704.23,522.336,Candidate C,max_round_majority_vote,Candidate C,1,0.934411,0.93161,0.93681,0.934411,0.333333,0.31147,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260602_165012_100/metadata.json,0,1,2,0,0.93681,0.93161,0.934814
moderate_baseline_20260602_165012_001,moderate,baseline,moderate_baseline_20260602_165012_001,completed,20260604_101147,2026-06-04T10:12:24+0200,2,6,1,2,0,8,20450,4183,24633,71820.13,37.1752,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260602_165012_001/metadata.json,0,3,0,0,,,
moderate_baseline_20260602_165012_002,moderate,baseline,moderate_baseline_20260602_165012_002,completed,20260604_101228,2026-06-04T10:13:03+0200,2,6,1,2,0,8,20352,4159,24511,71820.13,35.2153,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260602_165012_002/metadata.json,0,3,0,0,,,
moderate_baseline_20260602_165012_003,moderate,baseline,moderate_baseline_20260602_165012_003,completed,20260604_101306,2026-06-04T10:13:49+0200,2,6,1,2,0,8,20149,5245,25394,71820.13,43.687,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260602_165012_003/metadata.json,0,3,0,0,,,
moderate_baseline_20260602_165012_004,moderate,baseline,moderate_baseline_20260602_165012_004,completed,20260604_101352,2026-06-04T10:15:04+0200,3,9,2,4,0,13,35227,8547,43774,71820.13,71.9782,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260602_165012_004/metadata.json,0,0,3,0,,,
moderate_baseline_20260602_165012_005,moderate,baseline,moderate_baseline_20260602_165012_005,completed,20260604_101507,2026-06-04T10:15:50+0200,2,6,2,4,0,10,24546,5113,29659,71820.13,42.9855,Candidate D,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260602_165012_005/metadata.json,0,0,0,3,,,
moderate_baseline_20260602_165012_006,moderate,baseline,moderate_baseline_20260602_165012_006,completed,20260604_101553,2026-06-04T10:16:34+0200,2,6,2,4,0,10,22695,4939,27634,71820.13,41.2102,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260602_165012_006/metadata.json,0,0,3,0,,,
moderate_baseline_20260602_165012_007,moderate,baseline,moderate_baseline_20260602_165012_007,completed,20260604_101637,2026-06-04T10:17:22+0200,2,6,0,0,0,6,15720,5453,21173,71820.13,44.9723,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260602_165012_007/metadata.json,0,3,0,0,,,
moderate_baseline_20260602_165012_008,moderate,baseline,moderate_baseline_20260602_165012_008,completed,20260604_101725,2026-06-04T10:18:17+0200,2,6,2,4,0,10,24984,6203,31187,71820.13,51.7112,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260602_165012_008/metadata.json,0,0,3,0,,,
moderate_baseline_20260602_165012_009,moderate,baseline,moderate_baseline_20260602_165012_009,completed,20260604_101820,2026-06-04T10:19:48+0200,3,9,3,6,0,15,40850,10778,51628,71820.13,88.7671,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260602_165012_009/metadata.json,0,3,0,0,,,
moderate_baseline_20260602_165012_010,moderate,baseline,moderate_baseline_20260602_165012_010,completed,20260604_101951,2026-06-04T10:20:48+0200,2,6,2,4,0,10,25242,6782,32024,71820.13,56.3336,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260602_165012_010/metadata.json,0,0,3,0,,,
moderate_baseline_20260602_165012_011,moderate,baseline,moderate_baseline_20260602_165012_011,completed,20260604_102051,2026-06-04T10:21:28+0200,2,6,1,2,0,8,18949,4482,23431,71820.13,37.5719,Candidate D,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260602_165012_011/metadata.json,0,0,0,3,,,
moderate_baseline_20260602_165012_012,moderate,baseline,moderate_baseline_20260602_165012_012,completed,20260604_102131,2026-06-04T10:23:17+0200,5,15,1,2,0,17,61517,12169,73686,71820.13,105.8163,Candidate B,max_round_majority_vote,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260602_165012_012/metadata.json,0,2,1,0,,,
moderate_baseline_20260602_165012_013,moderate,baseline,moderate_baseline_20260602_165012_013,completed,20260604_102321,2026-06-04T10:24:24+0200,2,6,4,8,0,14,33963,7445,41408,71820.13,63.0342,Candidate D,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260602_165012_013/metadata.json,0,0,0,3,,,
moderate_baseline_20260602_165012_014,moderate,baseline,moderate_baseline_20260602_165012_014,completed,20260604_102427,2026-06-04T10:25:25+0200,3,9,1,2,0,11,32478,6810,39288,71820.13,57.704,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260602_165012_014/metadata.json,0,0,3,0,,,
moderate_baseline_20260602_165012_015,moderate,baseline,moderate_baseline_20260602_165012_015,completed,20260604_102528,2026-06-04T10:26:18+0200,2,6,2,4,0,10,24690,6021,30711,71820.13,50.244,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260602_165012_015/metadata.json,0,3,0,0,,,
moderate_baseline_20260602_165012_016,moderate,baseline,moderate_baseline_20260602_165012_016,completed,20260604_102622,2026-06-04T10:26:59+0200,2,6,0,0,0,6,15402,4462,19864,71820.13,37.363,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260602_165012_016/metadata.json,0,3,0,0,,,
moderate_baseline_20260602_165012_017,moderate,baseline,moderate_baseline_20260602_165012_017,completed,20260604_102702,2026-06-04T10:27:45+0200,2,6,1,2,0,8,19893,5033,24926,71820.13,42.1751,Candidate A,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260602_165012_017/metadata.json,3,0,0,0,,,
moderate_baseline_20260602_165012_018,moderate,baseline,moderate_baseline_20260602_165012_018,completed,20260604_102748,2026-06-04T10:28:34+0200,2,6,1,2,0,8,20251,5646,25897,71820.13,46.7888,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260602_165012_018/metadata.json,0,0,3,0,,,
moderate_baseline_20260602_165012_019,moderate,baseline,moderate_baseline_20260602_165012_019,completed,20260604_102837,2026-06-04T10:29:23+0200,2,6,2,4,0,10,25329,5324,30653,71820.13,45.9374,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260602_165012_019/metadata.json,0,3,0,0,,,
moderate_baseline_20260602_165012_020,moderate,baseline,moderate_baseline_20260602_165012_020,completed,20260604_102927,2026-06-04T10:30:18+0200,2,6,3,6,0,12,29972,6092,36064,71820.13,50.9702,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260602_165012_020/metadata.json,0,3,0,0,,,
moderate_baseline_20260602_165012_021,moderate,baseline,moderate_baseline_20260602_165012_021,completed,20260604_103021,2026-06-04T10:31:01+0200,2,6,0,0,0,6,16170,4811,20981,71820.13,39.834,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260602_165012_021/metadata.json,0,3,0,0,,,
moderate_baseline_20260602_165012_022,moderate,baseline,moderate_baseline_20260602_165012_022,completed,20260604_103103,2026-06-04T10:31:47+0200,2,6,0,0,0,6,15355,5271,20626,71820.13,43.5469,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260602_165012_022/metadata.json,0,3,0,0,,,
moderate_baseline_20260602_165012_023,moderate,baseline,moderate_baseline_20260602_165012_023,completed,20260604_103150,2026-06-04T10:32:29+0200,2,6,1,2,0,8,18896,4619,23515,71820.13,39.022,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260602_165012_023/metadata.json,0,0,3,0,,,
moderate_baseline_20260602_165012_024,moderate,baseline,moderate_baseline_20260602_165012_024,completed,20260604_103232,2026-06-04T10:33:21+0200,2,6,2,4,0,10,24711,5897,30608,71820.13,48.7762,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260602_165012_024/metadata.json,0,0,3,0,,,
moderate_baseline_20260602_165012_025,moderate,baseline,moderate_baseline_20260602_165012_025,completed,20260604_103324,2026-06-04T10:34:00+0200,2,6,1,2,0,8,20726,4285,25011,71820.13,36.6068,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260602_165012_025/metadata.json,0,3,0,0,,,
moderate_baseline_20260602_165012_026,moderate,baseline,moderate_baseline_20260602_165012_026,completed,20260604_103403,2026-06-04T10:34:41+0200,2,6,0,0,0,6,15905,4538,20443,71820.13,37.6831,Candidate D,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260602_165012_026/metadata.json,0,0,0,3,,,
