run_id,condition,smm_mode,explicit_smm_memory,run_tag,status,timestamp,completed_at,rounds,agent_turns,agent_tool_calls,agent_tool_messages,memory_updates,total_messages,input_tokens,output_tokens,total_tokens,runtime_seconds,final_candidate,decision_method,correct_candidate,decision_correct,mean_pairwise_memory_similarity,min_pairwise_memory_similarity,max_pairwise_memory_similarity,memory_similarity_method,embedding_model,metadata_file,votes_candidate_a,votes_candidate_b,votes_candidate_c,votes_candidate_d,similarity_agent_1_agent_2,similarity_agent_1_agent_3,similarity_agent_2_agent_3
moderate_baseline_20260508_080303_016,moderate,baseline,False,transparency_experiment,completed,20260508_122857,2026-05-08T12:29:57+0200,3,9,0,0,0,9,17220,7092,24312,59.1231,Candidate D,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_080303_016/metadata.json,0,0,0,3,,,
moderate_baseline_20260508_080303_017,moderate,baseline,False,transparency_experiment,completed,20260508_122959,2026-05-08T12:31:59+0200,5,14,0,0,0,14,33723,11692,45415,119.321,Candidate B,max_round_majority_vote,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_080303_017/metadata.json,0,2,0,1,,,
moderate_baseline_20260508_080303_018,moderate,baseline,False,transparency_experiment,completed,20260508_123202,2026-05-08T12:33:58+0200,5,15,0,0,0,15,33574,12322,45896,115.7855,Candidate C,max_round_majority_vote,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_080303_018/metadata.json,0,1,2,0,,,
moderate_baseline_20260508_080303_019,moderate,baseline,False,transparency_experiment,completed,20260508_123401,2026-05-08T12:36:17+0200,5,15,0,0,0,15,34201,14874,49075,136.2695,Candidate C,max_round_majority_vote,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_080303_019/metadata.json,0,1,2,0,,,
moderate_baseline_20260508_080303_020,moderate,baseline,False,transparency_experiment,completed,20260508_123620,2026-05-08T12:38:29+0200,5,15,0,0,0,15,33406,13504,46910,128.5522,,max_round_no_majority,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_080303_020/metadata.json,0,1,1,1,,,
moderate_baseline_20260508_080303_021,moderate,baseline,False,transparency_experiment,completed,20260508_123832,2026-05-08T12:40:08+0200,4,12,0,0,0,12,25035,9688,34723,96.0405,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_080303_021/metadata.json,0,0,3,0,,,
moderate_baseline_20260508_080303_022,moderate,baseline,False,transparency_experiment,completed,20260508_124011,2026-05-08T12:42:18+0200,5,15,0,0,0,15,33049,12957,46006,127.9028,Candidate A,max_round_majority_vote,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_080303_022/metadata.json,2,1,0,0,,,
moderate_baseline_20260508_080303_023,moderate,baseline,False,transparency_experiment,completed,20260508_124222,2026-05-08T12:44:26+0200,5,15,0,0,0,15,32827,12838,45665,124.7339,,max_round_no_majority,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_080303_023/metadata.json,1,1,0,1,,,
moderate_baseline_20260508_080303_024,moderate,baseline,False,transparency_experiment,completed,20260508_124429,2026-05-08T12:46:10+0200,4,12,0,0,0,12,24581,10850,35431,100.9878,Candidate D,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_080303_024/metadata.json,0,0,0,3,,,
moderate_baseline_20260508_080303_025,moderate,baseline,False,transparency_experiment,completed,20260508_124613,2026-05-08T12:47:24+0200,3,9,0,0,0,9,17291,7863,25154,70.3366,Candidate B,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_080303_025/metadata.json,0,3,0,0,,,
moderate_baseline_20260508_080303_026,moderate,baseline,False,transparency_experiment,completed,20260508_124726,2026-05-08T12:49:46+0200,5,15,0,0,0,15,33909,15638,49547,139.7871,Candidate B,max_round_majority_vote,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_080303_026/metadata.json,1,2,0,0,,,
moderate_baseline_20260508_080303_027,moderate,baseline,False,transparency_experiment,completed,20260508_124949,2026-05-08T12:51:09+0200,5,15,0,0,0,15,32787,9515,42302,79.6131,Candidate B,max_round_majority_vote,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_080303_027/metadata.json,0,2,0,1,,,
moderate_baseline_20260508_080303_028,moderate,baseline,False,transparency_experiment,completed,20260508_125112,2026-05-08T12:53:13+0200,5,15,0,0,0,15,33614,13521,47135,121.6983,,max_round_no_majority,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_080303_028/metadata.json,1,1,1,0,,,
moderate_baseline_20260508_080303_029,moderate,baseline,False,transparency_experiment,completed,20260508_125316,2026-05-08T12:55:01+0200,3,9,0,0,0,9,16990,7829,24819,105.0714,Candidate B,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_080303_029/metadata.json,0,3,0,0,,,
moderate_baseline_20260508_080303_030,moderate,baseline,False,transparency_experiment,completed,20260508_125504,2026-05-08T12:57:14+0200,5,15,0,0,0,15,34493,13171,47664,129.8492,,max_round_no_majority,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_080303_030/metadata.json,0,1,1,1,,,
moderate_treatment_20260508_080303_001,moderate,treatment,True,transparency_experiment,completed,20260508_092518,2026-05-08T09:27:31+0200,2,5,0,0,18,5,47350,24235,71585,133.2751,Candidate C,consensus,Candidate C,1,0.895492,0.880792,0.916757,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_080303_001/metadata.json,0,0,3,0,0.880792,0.916757,0.888927
moderate_treatment_20260508_080303_002,moderate,treatment,True,transparency_experiment,completed,20260508_092734,2026-05-08T09:31:53+0200,5,15,0,0,45,15,150190,50587,200777,259.4476,Candidate B,max_round_majority_vote,Candidate C,0,0.836863,0.782731,0.878047,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_080303_002/metadata.json,1,2,0,0,0.782731,0.849811,0.878047
moderate_treatment_20260508_080303_003,moderate,treatment,True,transparency_experiment,completed,20260508_093156,2026-05-08T09:33:45+0200,3,9,0,0,27,9,79054,33731,112785,108.5652,Candidate C,consensus,Candidate C,1,0.775253,0.710317,0.819875,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_080303_003/metadata.json,0,0,3,0,0.819875,0.710317,0.795566
moderate_treatment_20260508_080303_004,moderate,treatment,True,transparency_experiment,completed,20260508_093348,2026-05-08T09:36:31+0200,5,15,0,0,45,15,152879,54554,207433,163.5915,,max_round_no_majority,Candidate C,0,0.817594,0.784902,0.872261,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_080303_004/metadata.json,1,1,0,1,0.784902,0.795618,0.872261
moderate_treatment_20260508_080303_005,moderate,treatment,True,transparency_experiment,completed,20260508_093634,2026-05-08T09:39:06+0200,5,15,1,2,45,17,158636,53052,211688,151.2397,Candidate A,max_round_majority_vote,Candidate C,0,0.881153,0.866505,0.907302,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_080303_005/metadata.json,2,1,0,0,0.869651,0.866505,0.907302
moderate_treatment_20260508_080303_006,moderate,treatment,True,transparency_experiment,completed,20260508_093909,2026-05-08T09:42:02+0200,5,15,0,0,45,15,155792,56636,212428,173.4805,Candidate A,max_round_majority_vote,Candidate C,0,0.845155,0.819637,0.870688,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_080303_006/metadata.json,2,1,0,0,0.819637,0.870688,0.845141
moderate_treatment_20260508_080303_007,moderate,treatment,True,transparency_experiment,completed,20260508_094205,2026-05-08T09:44:55+0200,5,15,1,2,45,17,162432,58080,220512,170.2285,Candidate B,max_round_majority_vote,Candidate C,0,0.801705,0.748324,0.897188,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_080303_007/metadata.json,1,2,0,0,0.759602,0.897188,0.748324
moderate_treatment_20260508_080303_008,moderate,treatment,True,transparency_experiment,completed,20260508_094459,2026-05-08T09:47:17+0200,5,15,0,0,45,15,154281,53318,207599,137.9563,Candidate B,max_round_majority_vote,Candidate C,0,0.812849,0.76538,0.898144,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_080303_008/metadata.json,0,2,1,0,0.898144,0.76538,0.775023
moderate_treatment_20260508_080303_009,moderate,treatment,True,transparency_experiment,completed,20260508_094720,2026-05-08T09:48:19+0200,2,6,0,0,18,6,49361,23093,72454,59.6912,Candidate C,consensus,Candidate C,1,0.922316,0.908651,0.935189,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_080303_009/metadata.json,0,0,3,0,0.935189,0.908651,0.923108
moderate_treatment_20260508_080303_010,moderate,treatment,True,transparency_experiment,completed,20260508_094823,2026-05-08T09:51:01+0200,5,15,1,2,45,17,166604,57438,224042,158.3412,Candidate B,max_round_majority_vote,Candidate C,0,0.827595,0.779498,0.919155,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_080303_010/metadata.json,0,2,1,0,0.784132,0.919155,0.779498
moderate_treatment_20260508_080303_011,moderate,treatment,True,transparency_experiment,completed,20260508_095104,2026-05-08T09:52:17+0200,2,6,0,0,18,6,50541,24395,74936,72.3707,Candidate B,consensus,Candidate C,0,0.896729,0.884767,0.906174,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_080303_011/metadata.json,0,3,0,0,0.906174,0.899245,0.884767
moderate_treatment_20260508_080303_012,moderate,treatment,True,transparency_experiment,completed,20260508_095220,2026-05-08T09:54:03+0200,3,9,0,0,27,9,81617,38443,120060,103.8658,Candidate C,consensus,Candidate C,1,0.822626,0.783288,0.861613,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_080303_012/metadata.json,0,0,3,0,0.861613,0.783288,0.822976
moderate_treatment_20260508_080303_013,moderate,treatment,True,transparency_experiment,completed,20260508_095407,2026-05-08T09:55:28+0200,2,6,1,2,18,8,58668,26121,84789,81.0551,Candidate B,consensus,Candidate C,0,0.915041,0.912474,0.917835,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_080303_013/metadata.json,0,3,0,0,0.917835,0.914814,0.912474
moderate_treatment_20260508_080303_014,moderate,treatment,True,transparency_experiment,completed,20260508_095530,2026-05-08T09:58:28+0200,5,15,1,2,45,17,185570,61051,246621,177.9188,Candidate A,max_round_majority_vote,Candidate C,0,0.896774,0.86013,0.928772,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_080303_014/metadata.json,2,0,0,1,0.901419,0.928772,0.86013
moderate_treatment_20260508_080303_015,moderate,treatment,True,transparency_experiment,completed,20260508_095831,2026-05-08T09:59:35+0200,2,6,0,0,18,6,49132,21544,70676,63.6382,Candidate C,consensus,Candidate C,1,0.882287,0.857825,0.928308,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_080303_015/metadata.json,0,0,3,0,0.857825,0.928308,0.860729
moderate_treatment_20260508_080303_016,moderate,treatment,True,transparency_experiment,completed,20260508_095938,2026-05-08T10:02:58+0200,5,15,2,4,45,19,172263,58689,230952,200.3163,,max_round_no_majority,Candidate C,0,0.892444,0.875521,0.908534,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_080303_016/metadata.json,1,1,1,0,0.875521,0.908534,0.893276
moderate_treatment_20260508_080303_017,moderate,treatment,True,transparency_experiment,completed,20260508_100301,2026-05-08T10:04:08+0200,2,6,0,0,18,6,49115,22742,71857,66.8648,Candidate C,consensus,Candidate C,1,0.797832,0.719594,0.921951,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_080303_017/metadata.json,0,0,3,0,0.751951,0.719594,0.921951
moderate_treatment_20260508_080303_018,moderate,treatment,True,transparency_experiment,completed,20260508_100411,2026-05-08T10:07:06+0200,5,15,0,0,45,15,154221,54520,208741,174.6802,Candidate A,max_round_majority_vote,Candidate C,0,0.893411,0.876744,0.911207,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_080303_018/metadata.json,2,1,0,0,0.911207,0.892282,0.876744
moderate_treatment_20260508_080303_019,moderate,treatment,True,transparency_experiment,completed,20260508_100709,2026-05-08T10:08:25+0200,2,6,0,0,18,6,50458,23479,73937,75.8135,Candidate C,consensus,Candidate C,1,0.850044,0.809105,0.900311,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_080303_019/metadata.json,0,0,3,0,0.809105,0.900311,0.840716
moderate_treatment_20260508_080303_020,moderate,treatment,True,transparency_experiment,completed,20260508_100828,2026-05-08T10:11:28+0200,5,15,0,0,45,15,151060,53232,204292,179.8369,,max_round_no_majority,Candidate C,0,0.803273,0.736332,0.843628,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_080303_020/metadata.json,1,1,0,1,0.736332,0.843628,0.829859
moderate_treatment_20260508_080303_021,moderate,treatment,True,transparency_experiment,completed,20260508_101131,2026-05-08T10:12:57+0200,2,6,0,0,18,6,52425,26498,78923,85.2385,Candidate C,consensus,Candidate C,1,0.845684,0.79197,0.948422,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_080303_021/metadata.json,0,0,3,0,0.79666,0.948422,0.79197
moderate_treatment_20260508_080303_022,moderate,treatment,True,transparency_experiment,completed,20260508_101259,2026-05-08T10:16:03+0200,5,15,0,0,45,15,153138,58656,211794,183.5722,Candidate A,max_round_majority_vote,Candidate C,0,0.803586,0.740756,0.926735,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_080303_022/metadata.json,2,1,0,0,0.926735,0.740756,0.743266
moderate_treatment_20260508_080303_023,moderate,treatment,True,transparency_experiment,completed,20260508_101606,2026-05-08T10:18:18+0200,3,9,0,0,27,9,83172,39118,122290,131.5208,Candidate C,consensus,Candidate C,1,0.791524,0.730539,0.890716,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_080303_023/metadata.json,0,0,3,0,0.890716,0.753316,0.730539
moderate_treatment_20260508_080303_024,moderate,treatment,True,transparency_experiment,completed,20260508_101821,2026-05-08T10:19:43+0200,2,6,1,2,18,8,77840,26026,103866,82.1777,Candidate A,consensus,Candidate C,0,0.841396,0.796894,0.921048,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_080303_024/metadata.json,3,0,0,0,0.806246,0.921048,0.796894
moderate_treatment_20260508_080303_025,moderate,treatment,True,transparency_experiment,completed,20260508_101946,2026-05-08T10:22:39+0200,2,6,0,0,18,6,55146,27534,82680,173.4301,Candidate C,consensus,Candidate C,1,0.921546,0.920599,0.922542,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_080303_025/metadata.json,0,0,3,0,0.922542,0.921498,0.920599
moderate_treatment_20260508_080303_026,moderate,treatment,True,transparency_experiment,completed,20260508_102242,2026-05-08T10:25:34+0200,5,15,0,0,45,15,159871,57851,217722,171.4475,Candidate B,max_round_majority_vote,Candidate C,0,0.904547,0.879727,0.918779,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_080303_026/metadata.json,1,2,0,0,0.915135,0.918779,0.879727
moderate_treatment_20260508_080303_027,moderate,treatment,True,transparency_experiment,completed,20260508_102537,2026-05-08T10:26:43+0200,2,6,0,0,18,6,50121,22452,72573,66.8004,Candidate C,consensus,Candidate C,1,0.898329,0.867418,0.918807,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_080303_027/metadata.json,0,0,3,0,0.908761,0.918807,0.867418
moderate_treatment_20260508_080303_028,moderate,treatment,True,transparency_experiment,completed,20260508_102647,2026-05-08T10:28:05+0200,2,6,0,0,18,6,53601,27983,81584,78.8514,Candidate C,consensus,Candidate C,1,0.90354,0.876315,0.931555,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_080303_028/metadata.json,0,0,3,0,0.931555,0.902749,0.876315
moderate_treatment_20260508_080303_029,moderate,treatment,True,transparency_experiment,completed,20260508_102808,2026-05-08T10:29:24+0200,2,6,0,0,18,6,49866,23169,73035,76.0748,Candidate C,consensus,Candidate C,1,0.78097,0.726418,0.877393,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_080303_029/metadata.json,0,0,3,0,0.726418,0.7391,0.877393
moderate_treatment_20260508_080303_030,moderate,treatment,True,transparency_experiment,completed,20260508_102928,2026-05-08T10:32:29+0200,5,15,0,0,45,15,157466,58286,215752,181.6319,,max_round_no_majority,Candidate C,0,0.796199,0.7438,0.856442,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_080303_030/metadata.json,1,1,0,1,0.856442,0.7438,0.788356
high_baseline_20260508_080303_001,high,baseline,False,transparency_experiment,completed,20260508_125717,2026-05-08T12:58:24+0200,2,6,2,4,0,10,28637,7197,35834,67.563,Candidate B,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_080303_001/metadata.json,0,3,0,0,,,
high_baseline_20260508_080303_002,high,baseline,False,transparency_experiment,completed,20260508_125827,2026-05-08T12:59:54+0200,2,6,1,2,0,8,21951,9644,31595,86.6403,Candidate B,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_080303_002/metadata.json,0,3,0,0,,,
high_baseline_20260508_080303_003,high,baseline,False,transparency_experiment,completed,20260508_125957,2026-05-08T13:00:57+0200,2,6,1,2,0,8,22060,6620,28680,59.9751,Candidate B,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_080303_003/metadata.json,0,3,0,0,,,
high_baseline_20260508_080303_004,high,baseline,False,transparency_experiment,completed,20260508_130059,2026-05-08T13:04:14+0200,5,15,2,4,0,19,95285,18642,113927,194.3443,Candidate B,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_080303_004/metadata.json,0,3,0,0,,,
high_baseline_20260508_080303_005,high,baseline,False,transparency_experiment,completed,20260508_130417,2026-05-08T13:05:11+0200,2,6,0,0,0,6,16852,6644,23496,54.683,Candidate A,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_080303_005/metadata.json,3,0,0,0,,,
high_baseline_20260508_080303_006,high,baseline,False,transparency_experiment,completed,20260508_130514,2026-05-08T13:06:18+0200,2,6,0,0,0,6,15958,6989,22947,63.3696,Candidate B,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_080303_006/metadata.json,0,3,0,0,,,
high_baseline_20260508_080303_007,high,baseline,False,transparency_experiment,completed,20260508_130621,2026-05-08T13:08:11+0200,3,9,0,0,0,9,31723,11556,43279,110.7865,Candidate D,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_080303_007/metadata.json,0,0,0,3,,,
high_baseline_20260508_080303_008,high,baseline,False,transparency_experiment,completed,20260508_130814,2026-05-08T13:09:12+0200,2,6,0,0,0,6,15707,5704,21411,57.7404,Candidate B,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_080303_008/metadata.json,0,3,0,0,,,
high_baseline_20260508_080303_009,high,baseline,False,transparency_experiment,completed,20260508_130915,2026-05-08T13:10:36+0200,3,9,0,0,0,9,29767,8973,38740,81.3329,Candidate B,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_080303_009/metadata.json,0,3,0,0,,,
high_baseline_20260508_080303_010,high,baseline,False,transparency_experiment,completed,20260508_131040,2026-05-08T13:13:36+0200,5,15,1,2,0,17,76544,21220,97764,176.2837,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_080303_010/metadata.json,0,0,3,0,,,
high_baseline_20260508_080303_011,high,baseline,False,transparency_experiment,completed,20260508_131339,2026-05-08T13:16:48+0200,5,15,0,0,0,15,71395,20895,92290,189.7505,Candidate D,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_080303_011/metadata.json,0,0,0,3,,,
high_baseline_20260508_080303_012,high,baseline,False,transparency_experiment,completed,20260508_131652,2026-05-08T13:17:56+0200,2,6,0,0,0,6,16225,6134,22359,64.4396,Candidate D,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_080303_012/metadata.json,0,0,0,3,,,
high_baseline_20260508_080303_013,high,baseline,False,transparency_experiment,completed,20260508_131759,2026-05-08T13:21:42+0200,5,15,3,6,0,21,90760,22215,112975,223.2041,Candidate C,max_round_majority_vote,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_080303_013/metadata.json,0,1,2,0,,,
high_baseline_20260508_080303_014,high,baseline,False,transparency_experiment,completed,20260508_132146,2026-05-08T13:22:56+0200,2,6,0,0,0,6,16249,7642,23891,70.1173,Candidate A,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_080303_014/metadata.json,3,0,0,0,,,
high_baseline_20260508_080303_015,high,baseline,False,transparency_experiment,completed,20260508_132259,2026-05-08T13:24:06+0200,2,6,0,0,0,6,17066,6077,23143,66.8185,Candidate B,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_080303_015/metadata.json,0,3,0,0,,,
high_baseline_20260508_080303_016,high,baseline,False,transparency_experiment,completed,20260508_132409,2026-05-08T13:27:16+0200,5,15,1,2,0,17,79721,18732,98453,187.6828,Candidate C,max_round_majority_vote,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_080303_016/metadata.json,0,1,2,0,,,
high_baseline_20260508_080303_017,high,baseline,False,transparency_experiment,completed,20260508_132719,2026-05-08T13:29:59+0200,5,15,2,4,0,19,84037,17992,102029,159.1339,Candidate B,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_080303_017/metadata.json,0,3,0,0,,,
high_baseline_20260508_080303_018,high,baseline,False,transparency_experiment,completed,20260508_133002,2026-05-08T13:32:40+0200,5,15,2,4,0,19,81645,16475,98120,158.3696,Candidate B,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_080303_018/metadata.json,0,3,0,0,,,
high_baseline_20260508_080303_019,high,baseline,False,transparency_experiment,completed,20260508_133243,2026-05-08T13:33:51+0200,2,6,2,4,0,10,26895,6713,33608,67.7775,Candidate A,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_080303_019/metadata.json,3,0,0,0,,,
high_baseline_20260508_080303_020,high,baseline,False,transparency_experiment,completed,20260508_133354,2026-05-08T13:36:00+0200,3,9,4,8,0,17,61029,13095,74124,126.0618,Candidate B,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_080303_020/metadata.json,0,3,0,0,,,
high_baseline_20260508_080303_021,high,baseline,False,transparency_experiment,completed,20260508_133603,2026-05-08T13:37:35+0200,3,9,0,0,0,9,30744,10222,40966,91.7903,Candidate D,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_080303_021/metadata.json,0,0,0,3,,,
high_baseline_20260508_080303_022,high,baseline,False,transparency_experiment,completed,20260508_133738,2026-05-08T13:38:47+0200,2,6,0,0,0,6,16297,7671,23968,69.2666,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_080303_022/metadata.json,0,0,3,0,,,
high_baseline_20260508_080303_023,high,baseline,False,transparency_experiment,completed,20260508_133850,2026-05-08T13:40:12+0200,2,6,1,2,0,8,22016,7667,29683,81.9628,Candidate A,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_080303_023/metadata.json,3,0,0,0,,,
high_baseline_20260508_080303_024,high,baseline,False,transparency_experiment,completed,20260508_134014,2026-05-08T13:41:15+0200,2,6,0,0,0,6,15875,5627,21502,60.9699,Candidate A,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_080303_024/metadata.json,3,0,0,0,,,
high_baseline_20260508_080303_025,high,baseline,False,transparency_experiment,completed,20260508_134119,2026-05-08T13:43:03+0200,3,9,1,2,0,11,40667,12225,52892,104.3472,Candidate B,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_080303_025/metadata.json,0,3,0,0,,,
high_baseline_20260508_080303_026,high,baseline,False,transparency_experiment,completed,20260508_134306,2026-05-08T13:44:10+0200,2,6,0,0,0,6,16026,7588,23614,64.3702,Candidate A,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_080303_026/metadata.json,3,0,0,0,,,
high_baseline_20260508_080303_027,high,baseline,False,transparency_experiment,completed,20260508_134414,2026-05-08T13:45:57+0200,3,9,1,2,0,11,37746,10365,48111,103.8665,Candidate B,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_080303_027/metadata.json,0,3,0,0,,,
high_baseline_20260508_080303_028,high,baseline,False,transparency_experiment,completed,20260508_134601,2026-05-08T13:48:38+0200,4,12,0,0,0,12,48680,15332,64012,157.1608,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_080303_028/metadata.json,0,0,3,0,,,
high_baseline_20260508_080303_029,high,baseline,False,transparency_experiment,completed,20260508_134841,2026-05-08T13:51:22+0200,5,15,1,2,0,17,74229,15448,89677,161.2315,Candidate A,max_round_majority_vote,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_080303_029/metadata.json,2,1,0,0,,,
high_baseline_20260508_080303_030,high,baseline,False,transparency_experiment,completed,20260508_135125,2026-05-08T13:53:05+0200,3,9,2,4,0,13,41951,9825,51776,99.6759,Candidate B,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_080303_030/metadata.json,0,3,0,0,,,
