run_id,condition,context_transparency_condition,input_history_scope,input_thought_history,smm_memory_scope,thought_history_items,smm_mode,explicit_smm_memory,run_tag,speaker_order_seed,status,timestamp,completed_at,rounds,agent_turns,agent_tool_calls,agent_tool_messages,memory_updates,total_messages,input_tokens,output_tokens,total_tokens,runtime_seconds,final_candidate,decision_method,correct_candidate,decision_correct,mean_pairwise_memory_similarity,min_pairwise_memory_similarity,max_pairwise_memory_similarity,memory_similarity_method,embedding_model,metadata_file,votes_candidate_a,votes_candidate_b,votes_candidate_c,votes_candidate_d,similarity_agent_1_agent_2,similarity_agent_1_agent_3,similarity_agent_2_agent_3
moderate_treatment_20260525_120520_002,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260525_120520_002,completed,20260525_165707,2026-05-25T17:03:00+0200,2,6,5,10,17,16,117391,64424,181815,352.5399,Candidate C,consensus,Candidate C,1,0.954043,0.951874,0.957601,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260525_120520_002/metadata.json,0,0,3,0,0.951874,0.952654,0.957601
moderate_treatment_20260525_120520_003,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260525_120520_003,completed,20260525_170303,2026-05-25T17:08:47+0200,2,6,6,12,17,18,125315,61232,186547,343.7747,Candidate C,consensus,Candidate C,1,0.939282,0.929699,0.955201,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260525_120520_003/metadata.json,0,0,3,0,0.932945,0.929699,0.955201
moderate_treatment_20260525_120520_004,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260525_120520_004,completed,20260525_170850,2026-05-25T17:14:57+0200,2,6,3,6,17,12,103850,67721,171571,367.4676,Candidate C,consensus,Candidate C,1,0.918398,0.893215,0.947894,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260525_120520_004/metadata.json,0,0,3,0,0.893215,0.914085,0.947894
moderate_treatment_20260525_120520_005,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260525_120520_005,completed,20260525_171500,2026-05-25T17:20:49+0200,2,6,6,12,18,18,123825,62810,186635,348.502,Candidate C,consensus,Candidate C,1,0.945277,0.943978,0.946833,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260525_120520_005/metadata.json,0,0,3,0,0.943978,0.946833,0.945021
moderate_treatment_20260525_120520_006,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260525_120520_006,completed,20260525_172052,2026-05-25T17:29:29+0200,3,9,7,14,26,23,209760,93805,303565,517.1137,Candidate C,consensus,Candidate C,1,0.942077,0.93179,0.951295,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260525_120520_006/metadata.json,0,0,3,0,0.943146,0.951295,0.93179
moderate_treatment_20260525_120520_007,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260525_120520_007,completed,20260525_172933,2026-05-25T17:35:14+0200,2,6,5,10,18,16,106019,63225,169244,341.5392,Candidate C,consensus,Candidate C,1,0.946809,0.943817,0.951527,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260525_120520_007/metadata.json,0,0,3,0,0.945083,0.943817,0.951527
moderate_treatment_20260525_120520_008,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260525_120520_008,completed,20260525_173517,2026-05-25T17:48:33+0200,4,12,6,12,36,24,260642,148878,409520,795.6804,Candidate C,consensus,Candidate C,1,0.939438,0.928188,0.954287,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260525_120520_008/metadata.json,0,0,3,0,0.928188,0.954287,0.935839
moderate_treatment_20260525_120520_009,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260525_120520_009,completed,20260525_174836,2026-05-25T17:55:17+0200,2,6,5,10,17,16,123748,71755,195503,400.8454,Candidate C,consensus,Candidate C,1,0.942184,0.933094,0.956139,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260525_120520_009/metadata.json,0,0,3,0,0.956139,0.933094,0.937319
moderate_treatment_20260525_120520_010,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260525_120520_010,completed,20260525_175520,2026-05-25T18:01:13+0200,2,6,4,8,17,14,105989,66940,172929,352.7226,Candidate C,consensus,Candidate C,1,0.945652,0.941036,0.948759,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260525_120520_010/metadata.json,0,0,3,0,0.947161,0.941036,0.948759
moderate_treatment_20260525_120520_011,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260525_120520_011,completed,20260525_180116,2026-05-25T18:06:38+0200,2,6,4,8,18,14,103755,61066,164821,322.4744,Candidate C,consensus,Candidate C,1,0.951679,0.946155,0.959399,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260525_120520_011/metadata.json,0,0,3,0,0.959399,0.946155,0.949484
moderate_treatment_20260525_120520_012,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260525_120520_012,completed,20260525_180642,2026-05-25T18:13:02+0200,2,6,2,4,17,10,93213,69892,163105,379.9256,Candidate C,consensus,Candidate C,1,0.952436,0.947769,0.955745,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260525_120520_012/metadata.json,0,0,3,0,0.947769,0.955745,0.953794
moderate_treatment_20260525_120520_013,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260525_120520_013,completed,20260525_181304,2026-05-25T18:19:01+0200,2,6,4,8,18,14,107832,65861,173693,356.7091,Candidate C,consensus,Candidate C,1,0.963189,0.959682,0.967149,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260525_120520_013/metadata.json,0,0,3,0,0.967149,0.962736,0.959682
moderate_treatment_20260525_120520_014,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260525_120520_014,completed,20260525_181905,2026-05-25T18:24:22+0200,2,6,5,10,18,16,110038,57657,167695,317.022,Candidate C,consensus,Candidate C,1,0.959234,0.958003,0.960775,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260525_120520_014/metadata.json,0,0,3,0,0.960775,0.958924,0.958003
moderate_treatment_20260525_120520_015,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260525_120520_015,completed,20260525_182425,2026-05-25T18:37:00+0200,4,12,5,10,34,22,252071,142612,394683,754.6672,Candidate C,consensus,Candidate C,1,0.95184,0.937216,0.962329,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260525_120520_015/metadata.json,0,0,3,0,0.962329,0.955976,0.937216
moderate_treatment_20260525_120520_016,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260525_120520_016,completed,20260525_183703,2026-05-25T18:43:08+0200,2,6,3,6,18,12,103611,68468,172079,365.1339,Candidate C,consensus,Candidate C,1,0.94652,0.94436,0.948588,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260525_120520_016/metadata.json,0,0,3,0,0.94436,0.948588,0.946611
moderate_treatment_20260525_120520_017,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260525_120520_017,completed,20260525_184312,2026-05-25T18:49:33+0200,2,6,5,10,18,16,121609,68657,190266,380.6771,Candidate C,consensus,Candidate C,1,0.945125,0.940863,0.952439,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260525_120520_017/metadata.json,0,0,3,0,0.940863,0.942074,0.952439
moderate_treatment_20260525_120520_018,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260525_120520_018,completed,20260525_184936,2026-05-25T18:59:27+0200,3,9,4,8,27,17,172616,105006,277622,591.545,Candidate C,consensus,Candidate C,1,0.950405,0.947564,0.953318,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260525_120520_018/metadata.json,0,0,3,0,0.953318,0.947564,0.950332
moderate_treatment_20260525_120520_019,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260525_120520_019,completed,20260525_185931,2026-05-25T19:09:03+0200,3,8,6,12,26,20,182804,106879,289683,572.2491,Candidate A,consensus,Candidate C,0,0.95829,0.954097,0.964028,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260525_120520_019/metadata.json,3,0,0,0,0.956744,0.954097,0.964028
moderate_treatment_20260525_120520_020,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260525_120520_020,completed,20260525_190906,2026-05-25T19:14:53+0200,2,6,6,12,17,18,122283,63059,185342,346.806,Candidate C,consensus,Candidate C,1,0.964777,0.963767,0.966572,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260525_120520_020/metadata.json,0,0,3,0,0.966572,0.963767,0.963992
moderate_treatment_20260525_120520_021,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260525_120520_021,completed,20260525_191456,2026-05-25T19:24:24+0200,3,9,5,10,26,19,169192,98574,267766,567.9474,Candidate C,consensus,Candidate C,1,0.951908,0.950157,0.95323,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260525_120520_021/metadata.json,0,0,3,0,0.950157,0.95323,0.952338
moderate_treatment_20260525_120520_022,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260525_120520_022,completed,20260525_192427,2026-05-25T19:39:29+0200,3,9,5,10,26,19,207727,130428,338155,901.5954,Candidate C,consensus,Candidate C,1,0.952912,0.947264,0.958222,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260525_120520_022/metadata.json,0,0,3,0,0.95325,0.947264,0.958222
moderate_treatment_20260525_120520_023,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260525_120520_023,completed,20260525_193932,2026-05-25T19:45:34+0200,2,6,5,10,16,16,115435,65369,180804,361.8029,Candidate B,consensus,Candidate C,0,0.958385,0.952556,0.966387,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260525_120520_023/metadata.json,0,3,0,0,0.966387,0.956212,0.952556
moderate_treatment_20260525_120520_024,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260525_120520_024,completed,20260525_194537,2026-05-25T19:50:52+0200,2,6,4,8,16,14,104403,58045,162448,314.4849,Candidate C,consensus,Candidate C,1,0.95735,0.95506,0.958977,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260525_120520_024/metadata.json,0,0,3,0,0.958014,0.95506,0.958977
moderate_treatment_20260525_120520_025,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260525_120520_025,completed,20260525_195055,2026-05-25T19:59:36+0200,3,9,5,10,27,19,181810,95206,277016,520.7303,Candidate C,consensus,Candidate C,1,0.955736,0.950007,0.959487,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260525_120520_025/metadata.json,0,0,3,0,0.959487,0.957715,0.950007
moderate_treatment_20260525_120520_026,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260525_120520_026,completed,20260525_195939,2026-05-25T20:05:09+0200,2,6,2,4,17,10,93606,62442,156048,330.4041,Candidate C,consensus,Candidate C,1,0.947924,0.945613,0.94952,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260525_120520_026/metadata.json,0,0,3,0,0.948638,0.94952,0.945613
moderate_treatment_20260525_120520_027,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260525_120520_027,completed,20260525_200512,2026-05-25T20:10:55+0200,2,6,4,8,17,14,108206,63113,171319,342.2068,Candidate C,consensus,Candidate C,1,0.947756,0.944241,0.949965,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260525_120520_027/metadata.json,0,0,3,0,0.949965,0.949062,0.944241
moderate_treatment_20260525_120520_028,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260525_120520_028,completed,20260525_201058,2026-05-25T20:16:13+0200,2,6,3,6,17,12,100088,57631,157719,315.2072,Candidate C,consensus,Candidate C,1,0.947036,0.939885,0.952504,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260525_120520_028/metadata.json,0,0,3,0,0.952504,0.94872,0.939885
moderate_treatment_20260525_120520_029,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260525_120520_029,completed,20260525_201616,2026-05-25T20:21:59+0200,2,6,5,10,18,16,115802,63478,179280,342.9954,Candidate C,consensus,Candidate C,1,0.945925,0.940152,0.952628,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260525_120520_029/metadata.json,0,0,3,0,0.952628,0.940152,0.944995
moderate_treatment_20260525_120520_030,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260525_120520_030,completed,20260525_202202,2026-05-25T20:27:44+0200,2,6,3,6,17,12,97767,64444,162211,341.3508,Candidate C,consensus,Candidate C,1,0.933261,0.922572,0.94391,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260525_120520_030/metadata.json,0,0,3,0,0.922572,0.9333,0.94391
high_treatment_20260525_120520_001,high,high,full_history,True,full_meeting,7,treatment,True,transparency_experiment,high_treatment_20260525_120520_001,completed,20260525_202747,2026-05-25T20:33:45+0200,2,6,1,2,18,8,129022,65441,194463,357.5743,Candidate C,consensus,Candidate C,1,0.956985,0.950847,0.962891,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260525_120520_001/metadata.json,0,0,3,0,0.957217,0.962891,0.950847
high_treatment_20260525_120520_002,high,high,full_history,True,full_meeting,7,treatment,True,transparency_experiment,high_treatment_20260525_120520_002,completed,20260525_203348,2026-05-25T20:39:55+0200,2,6,2,4,18,10,127929,65408,193337,366.8551,Candidate C,consensus,Candidate C,1,0.939673,0.931867,0.952842,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260525_120520_002/metadata.json,0,0,3,0,0.931867,0.934309,0.952842
high_treatment_20260525_120520_003,high,high,full_history,True,full_meeting,10,treatment,True,transparency_experiment,high_treatment_20260525_120520_003,completed,20260525_203958,2026-05-25T20:48:13+0200,3,9,1,2,27,11,192109,90572,282681,494.9777,Candidate C,consensus,Candidate C,1,0.936191,0.933246,0.941005,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260525_120520_003/metadata.json,0,0,3,0,0.934321,0.941005,0.933246
high_treatment_20260525_120520_004,high,high,full_history,True,full_meeting,10,treatment,True,transparency_experiment,high_treatment_20260525_120520_004,completed,20260525_204816,2026-05-25T20:54:35+0200,2,6,4,8,18,14,171524,65135,236659,378.8771,Candidate B,consensus,Candidate C,0,0.954118,0.950725,0.955834,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260525_120520_004/metadata.json,0,3,0,0,0.955834,0.950725,0.955795
high_treatment_20260525_120520_005,high,high,full_history,True,full_meeting,7,treatment,True,transparency_experiment,high_treatment_20260525_120520_005,completed,20260525_205438,2026-05-25T21:00:24+0200,2,6,1,2,18,8,128555,62796,191351,345.9962,Candidate C,consensus,Candidate C,1,0.948839,0.942755,0.95578,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260525_120520_005/metadata.json,0,0,3,0,0.95578,0.942755,0.947982
high_treatment_20260525_120520_006,high,high,full_history,True,full_meeting,9,treatment,True,transparency_experiment,high_treatment_20260525_120520_006,completed,20260525_210027,2026-05-25T21:07:04+0200,2,6,4,8,18,14,147274,67347,214621,396.5172,Candidate B,consensus,Candidate C,0,0.952757,0.950893,0.955107,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260525_120520_006/metadata.json,0,3,0,0,0.952271,0.950893,0.955107
high_treatment_20260525_120520_007,high,high,full_history,True,full_meeting,8,treatment,True,transparency_experiment,high_treatment_20260525_120520_007,completed,20260525_210707,2026-05-25T21:14:14+0200,2,6,3,6,18,12,145404,76235,221639,426.8359,Candidate C,consensus,Candidate C,1,0.941444,0.919278,0.9657,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260525_120520_007/metadata.json,0,0,3,0,0.9657,0.939353,0.919278
high_treatment_20260525_120520_008,high,high,full_history,True,full_meeting,8,treatment,True,transparency_experiment,high_treatment_20260525_120520_008,completed,20260525_211417,2026-05-25T21:20:32+0200,2,6,2,4,18,10,128963,68855,197818,374.9216,Candidate B,consensus,Candidate C,0,0.948105,0.936753,0.957363,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260525_120520_008/metadata.json,0,3,0,0,0.957363,0.936753,0.9502
high_treatment_20260525_120520_009,high,high,full_history,True,full_meeting,7,treatment,True,transparency_experiment,high_treatment_20260525_120520_009,completed,20260525_212035,2026-05-25T21:27:12+0200,2,6,1,2,18,8,131270,72207,203477,397.2935,Candidate C,consensus,Candidate C,1,0.942628,0.934806,0.95662,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260525_120520_009/metadata.json,0,0,3,0,0.95662,0.934806,0.936457
high_treatment_20260525_120520_010,high,high,full_history,True,full_meeting,12,treatment,True,transparency_experiment,high_treatment_20260525_120520_010,completed,20260525_212716,2026-05-25T21:35:27+0200,2,6,6,12,18,18,176990,88064,265054,491.4613,Candidate C,consensus,Candidate C,1,0.945288,0.938073,0.951664,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260525_120520_010/metadata.json,0,0,3,0,0.938073,0.951664,0.946128
high_treatment_20260525_120520_011,high,high,full_history,True,full_meeting,6,treatment,True,transparency_experiment,high_treatment_20260525_120520_011,completed,20260525_213530,2026-05-25T21:40:47+0200,2,6,1,2,18,8,110268,57417,167685,316.6649,Candidate B,consensus,Candidate C,0,0.945008,0.942968,0.947411,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260525_120520_011/metadata.json,0,3,0,0,0.942968,0.947411,0.944645
high_treatment_20260525_120520_012,high,high,full_history,True,full_meeting,10,treatment,True,transparency_experiment,high_treatment_20260525_120520_012,completed,20260525_214050,2026-05-25T21:51:57+0200,3,9,1,2,26,11,219110,120744,339854,666.2013,Candidate C,consensus,Candidate C,1,0.96363,0.959818,0.969809,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260525_120520_012/metadata.json,0,0,3,0,0.969809,0.961264,0.959818
high_treatment_20260525_120520_013,high,high,full_history,True,full_meeting,9,treatment,True,transparency_experiment,high_treatment_20260525_120520_013,completed,20260525_215200,2026-05-25T21:58:27+0200,2,6,3,6,18,12,147071,68894,215965,387.4216,Candidate C,consensus,Candidate C,1,0.948893,0.936703,0.960656,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260525_120520_013/metadata.json,0,0,3,0,0.936703,0.94932,0.960656
high_treatment_20260525_120520_014,high,high,full_history,True,full_meeting,8,treatment,True,transparency_experiment,high_treatment_20260525_120520_014,completed,20260525_215830,2026-05-25T22:04:43+0200,2,6,2,4,17,10,140157,67094,207251,372.7861,Candidate A,consensus,Candidate C,0,0.957824,0.951783,0.961152,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260525_120520_014/metadata.json,3,0,0,0,0.960536,0.951783,0.961152
high_treatment_20260525_120520_015,high,high,full_history,True,full_meeting,7,treatment,True,transparency_experiment,high_treatment_20260525_120520_015,completed,20260525_220446,2026-05-25T22:10:47+0200,2,6,1,2,17,8,125643,66761,192404,360.5192,Candidate C,consensus,Candidate C,1,0.937542,0.921008,0.948232,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260525_120520_015/metadata.json,0,0,3,0,0.943385,0.948232,0.921008
high_treatment_20260525_120520_016,high,high,full_history,True,full_meeting,9,treatment,True,transparency_experiment,high_treatment_20260525_120520_016,completed,20260525_221050,2026-05-25T22:16:45+0200,2,6,3,6,18,12,140029,63469,203498,354.6205,Candidate B,consensus,Candidate C,0,0.95335,0.949994,0.957617,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260525_120520_016/metadata.json,0,3,0,0,0.957617,0.952438,0.949994
high_treatment_20260525_120520_017,high,high,full_history,True,full_meeting,7,treatment,True,transparency_experiment,high_treatment_20260525_120520_017,completed,20260525_221648,2026-05-25T22:23:36+0200,2,6,1,2,18,8,138088,74384,212472,407.8518,Candidate D,consensus,Candidate C,0,0.955482,0.947493,0.968608,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260525_120520_017/metadata.json,0,0,0,3,0.950345,0.947493,0.968608
high_treatment_20260525_120520_018,high,high,full_history,True,full_meeting,11,treatment,True,transparency_experiment,high_treatment_20260525_120520_018,completed,20260525_222339,2026-05-25T22:33:17+0200,3,9,2,4,27,13,240867,103873,344740,578.0829,Candidate C,consensus,Candidate C,1,0.939228,0.926184,0.951229,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260525_120520_018/metadata.json,0,0,3,0,0.926184,0.940272,0.951229
high_treatment_20260525_120520_019,high,high,full_history,True,full_meeting,7,treatment,True,transparency_experiment,high_treatment_20260525_120520_019,completed,20260525_223320,2026-05-25T22:39:20+0200,2,6,1,2,18,8,156802,62010,218812,359.8797,Candidate C,consensus,Candidate C,1,0.939079,0.921927,0.950524,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260525_120520_019/metadata.json,0,0,3,0,0.950524,0.944787,0.921927
high_treatment_20260525_120520_020,high,high,full_history,True,full_meeting,12,treatment,True,transparency_experiment,high_treatment_20260525_120520_020,completed,20260525_223924,2026-05-25T22:47:24+0200,2,6,6,12,18,18,169080,85440,254520,480.4531,Candidate C,consensus,Candidate C,1,0.946247,0.943694,0.949541,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260525_120520_020/metadata.json,0,0,3,0,0.943694,0.949541,0.945506
high_treatment_20260525_120520_021,high,high,full_history,True,full_meeting,7,treatment,True,transparency_experiment,high_treatment_20260525_120520_021,completed,20260525_224727,2026-05-25T22:52:30+0200,2,6,1,2,18,8,106553,56000,162553,303.0459,Candidate B,consensus,Candidate C,0,0.918746,0.91396,0.92288,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260525_120520_021/metadata.json,0,3,0,0,0.92288,0.919397,0.91396
high_treatment_20260525_120520_022,high,high,full_history,True,full_meeting,7,treatment,True,transparency_experiment,high_treatment_20260525_120520_022,completed,20260525_225234,2026-05-25T22:58:32+0200,2,6,1,2,17,8,108396,66709,175105,358.4437,Candidate B,consensus,Candidate C,0,0.949723,0.944291,0.956958,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260525_120520_022/metadata.json,0,3,0,0,0.94792,0.956958,0.944291
high_treatment_20260525_120520_023,high,high,full_history,True,full_meeting,8,treatment,True,transparency_experiment,high_treatment_20260525_120520_023,completed,20260525_225836,2026-05-25T23:04:26+0200,2,6,2,4,18,10,140063,62394,202457,350.5582,Candidate C,consensus,Candidate C,1,0.955163,0.943714,0.965727,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260525_120520_023/metadata.json,0,0,3,0,0.956047,0.965727,0.943714
high_treatment_20260525_120520_024,high,high,full_history,True,full_meeting,7,treatment,True,transparency_experiment,high_treatment_20260525_120520_024,completed,20260525_230429,2026-05-25T23:10:30+0200,2,6,3,6,17,12,143192,65160,208352,360.6103,Candidate B,consensus,Candidate C,0,0.947954,0.936324,0.958009,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260525_120520_024/metadata.json,0,3,0,0,0.958009,0.949529,0.936324
high_treatment_20260525_120520_025,high,high,full_history,True,full_meeting,9,treatment,True,transparency_experiment,high_treatment_20260525_120520_025,completed,20260525_231033,2026-05-25T23:17:18+0200,2,6,4,8,17,14,164232,70548,234780,404.9294,Candidate C,consensus,Candidate C,1,0.92034,0.91076,0.936364,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260525_120520_025/metadata.json,0,0,3,0,0.913897,0.936364,0.91076
high_treatment_20260525_120520_026,high,high,full_history,True,full_meeting,9,treatment,True,transparency_experiment,high_treatment_20260525_120520_026,completed,20260525_231721,2026-05-25T23:24:36+0200,2,6,3,6,17,12,175166,77082,252248,434.5837,Candidate B,consensus,Candidate C,0,0.951361,0.94641,0.960853,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260525_120520_026/metadata.json,0,3,0,0,0.94641,0.960853,0.946821
high_treatment_20260525_120520_027,high,high,full_history,True,full_meeting,8,treatment,True,transparency_experiment,high_treatment_20260525_120520_027,completed,20260525_232439,2026-05-25T23:32:45+0200,2,6,2,4,18,10,156772,79360,236132,485.9932,Candidate C,consensus,Candidate C,1,0.947627,0.944343,0.952688,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260525_120520_027/metadata.json,0,0,3,0,0.952688,0.94585,0.944343
