run_id,condition,smm_mode,explicit_smm_memory,run_tag,status,timestamp,completed_at,rounds,agent_turns,agent_tool_calls,agent_tool_messages,memory_updates,total_messages,input_tokens,output_tokens,total_tokens,runtime_seconds,final_candidate,decision_method,correct_candidate,decision_correct,mean_pairwise_memory_similarity,min_pairwise_memory_similarity,max_pairwise_memory_similarity,memory_similarity_method,embedding_model,metadata_file,votes_candidate_a,votes_candidate_b,votes_candidate_c,votes_candidate_d,similarity_agent_1_agent_2,similarity_agent_1_agent_3,similarity_agent_2_agent_3
moderate_baseline_20260507_140016_016,moderate,baseline,False,transparency_experiment,completed,20260507_221447,2026-05-07T22:16:08+0200,5,15,0,0,0,15,33534,9704,43238,81.4562,Candidate B,max_round_majority_vote,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260507_140016_016/metadata.json,0,2,1,0,,,
moderate_baseline_20260507_140016_017,moderate,baseline,False,transparency_experiment,completed,20260507_221611,2026-05-07T22:17:58+0200,5,15,0,0,0,15,33809,12734,46543,106.7775,Candidate B,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260507_140016_017/metadata.json,0,3,0,0,,,
moderate_baseline_20260507_140016_018,moderate,baseline,False,transparency_experiment,completed,20260507_221801,2026-05-07T22:19:49+0200,5,15,0,0,0,15,33850,13288,47138,108.0512,Candidate A,max_round_majority_vote,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260507_140016_018/metadata.json,2,1,0,0,,,
moderate_baseline_20260507_140016_019,moderate,baseline,False,transparency_experiment,completed,20260507_221952,2026-05-07T22:21:35+0200,5,15,0,0,0,15,33458,13277,46735,103.519,,max_round_no_majority,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260507_140016_019/metadata.json,1,1,1,0,,,
moderate_baseline_20260507_140016_020,moderate,baseline,False,transparency_experiment,completed,20260507_222139,2026-05-07T22:23:24+0200,5,14,2,4,0,18,43792,12961,56753,105.5295,Candidate A,max_round_majority_vote,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260507_140016_020/metadata.json,2,1,0,0,,,
moderate_baseline_20260507_140016_021,moderate,baseline,False,transparency_experiment,completed,20260507_222327,2026-05-07T22:24:50+0200,4,12,0,0,0,12,25257,9563,34820,82.3595,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260507_140016_021/metadata.json,0,0,3,0,,,
moderate_baseline_20260507_140016_022,moderate,baseline,False,transparency_experiment,completed,20260507_222453,2026-05-07T22:25:53+0200,3,9,0,0,0,9,17261,6388,23649,60.2915,Candidate D,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260507_140016_022/metadata.json,0,0,0,3,,,
moderate_baseline_20260507_140016_023,moderate,baseline,False,transparency_experiment,completed,20260507_222556,2026-05-07T22:27:40+0200,5,15,0,0,0,15,33983,13059,47042,104.3713,Candidate A,max_round_majority_vote,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260507_140016_023/metadata.json,2,1,0,0,,,
moderate_baseline_20260507_140016_024,moderate,baseline,False,transparency_experiment,completed,20260507_222744,2026-05-07T22:29:27+0200,5,15,0,0,0,15,33378,12929,46307,103.7297,Candidate D,max_round_majority_vote,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260507_140016_024/metadata.json,0,1,0,2,,,
moderate_baseline_20260507_140016_025,moderate,baseline,False,transparency_experiment,completed,20260507_222930,2026-05-07T22:31:22+0200,5,15,0,0,0,15,32796,14952,47748,112.0853,Candidate C,max_round_majority_vote,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260507_140016_025/metadata.json,0,0,2,1,,,
moderate_baseline_20260507_140016_026,moderate,baseline,False,transparency_experiment,completed,20260507_223125,2026-05-07T22:33:03+0200,5,15,1,2,0,17,40842,13190,54032,98.1797,,max_round_no_majority,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260507_140016_026/metadata.json,1,1,0,1,,,
moderate_baseline_20260507_140016_027,moderate,baseline,False,transparency_experiment,completed,20260507_223306,2026-05-07T22:34:36+0200,5,15,0,0,0,15,33770,11675,45445,89.884,,max_round_no_majority,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260507_140016_027/metadata.json,1,1,0,1,,,
moderate_baseline_20260507_140016_028,moderate,baseline,False,transparency_experiment,completed,20260507_223439,2026-05-07T22:36:19+0200,5,15,0,0,0,15,33607,13076,46683,99.838,,max_round_no_majority,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260507_140016_028/metadata.json,1,0,1,1,,,
moderate_baseline_20260507_140016_029,moderate,baseline,False,transparency_experiment,completed,20260507_223622,2026-05-07T22:37:50+0200,5,15,0,0,0,15,34029,12083,46112,87.7222,Candidate B,max_round_majority_vote,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260507_140016_029/metadata.json,0,2,1,0,,,
moderate_baseline_20260507_140016_030,moderate,baseline,False,transparency_experiment,completed,20260507_223753,2026-05-07T22:39:06+0200,5,15,0,0,0,15,33250,10603,43853,73.6132,Candidate A,max_round_majority_vote,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260507_140016_030/metadata.json,2,1,0,0,,,
moderate_treatment_20260507_140016_001,moderate,treatment,True,transparency_experiment,completed,20260507_155300,2026-05-07T15:57:19+0200,5,15,0,0,45,15,153970,57232,211202,258.4604,Candidate B,max_round_majority_vote,Candidate C,0,0.782559,0.723532,0.893494,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260507_140016_001/metadata.json,1,2,0,0,0.723532,0.893494,0.730651
moderate_treatment_20260507_140016_002,moderate,treatment,True,transparency_experiment,completed,20260507_155722,2026-05-07T15:59:02+0200,2,6,0,0,18,6,50144,23162,73306,100.6604,Candidate C,consensus,Candidate C,1,0.894608,0.863152,0.933308,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260507_140016_002/metadata.json,0,0,3,0,0.887364,0.933308,0.863152
moderate_treatment_20260507_140016_003,moderate,treatment,True,transparency_experiment,completed,20260507_155905,2026-05-07T16:01:42+0200,3,9,0,0,27,9,77822,34636,112458,156.5913,Candidate C,consensus,Candidate C,1,0.789048,0.72403,0.895244,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260507_140016_003/metadata.json,0,0,3,0,0.895244,0.74787,0.72403
moderate_treatment_20260507_140016_004,moderate,treatment,True,transparency_experiment,completed,20260507_160145,2026-05-07T16:05:24+0200,5,14,0,0,45,14,143604,52862,196466,219.0938,Candidate A,max_round_majority_vote,Candidate C,0,0.825238,0.753355,0.914783,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260507_140016_004/metadata.json,2,1,0,0,0.807577,0.914783,0.753355
moderate_treatment_20260507_140016_005,moderate,treatment,True,transparency_experiment,completed,20260507_160527,2026-05-07T16:10:01+0200,5,15,1,2,45,17,193678,59891,253569,273.4281,Candidate A,max_round_majority_vote,Candidate C,0,0.908866,0.900372,0.91655,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260507_140016_005/metadata.json,2,1,0,0,0.91655,0.909675,0.900372
moderate_treatment_20260507_140016_006,moderate,treatment,True,transparency_experiment,completed,20260507_161004,2026-05-07T16:13:54+0200,5,15,1,2,45,17,166182,56255,222437,229.7448,Candidate A,max_round_majority_vote,Candidate C,0,0.820685,0.773735,0.889936,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260507_140016_006/metadata.json,2,1,0,0,0.889936,0.798385,0.773735
moderate_treatment_20260507_140016_007,moderate,treatment,True,transparency_experiment,completed,20260507_161357,2026-05-07T16:17:39+0200,5,15,1,2,45,17,162016,57155,219171,222.3145,Candidate A,max_round_majority_vote,Candidate C,0,0.896907,0.887824,0.903848,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260507_140016_007/metadata.json,2,1,0,0,0.903848,0.899049,0.887824
moderate_treatment_20260507_140016_008,moderate,treatment,True,transparency_experiment,completed,20260507_161742,2026-05-07T16:21:55+0200,5,15,0,0,45,15,150417,54586,205003,252.719,Candidate A,max_round_majority_vote,Candidate C,0,0.837274,0.774257,0.904427,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260507_140016_008/metadata.json,2,1,0,0,0.774257,0.833139,0.904427
moderate_treatment_20260507_140016_009,moderate,treatment,True,transparency_experiment,completed,20260507_162158,2026-05-07T16:26:40+0200,5,15,0,0,45,15,159300,58120,217420,281.9516,Candidate B,max_round_majority_vote,Candidate C,0,0.790301,0.75175,0.835865,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260507_140016_009/metadata.json,1,2,0,0,0.75175,0.835865,0.783289
moderate_treatment_20260507_140016_010,moderate,treatment,True,transparency_experiment,completed,20260507_162643,2026-05-07T16:31:06+0200,5,15,2,4,45,19,173063,56133,229196,262.9145,Candidate D,max_round_majority_vote,Candidate C,0,0.892202,0.874526,0.916679,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260507_140016_010/metadata.json,0,1,0,2,0.885402,0.916679,0.874526
moderate_treatment_20260507_140016_011,moderate,treatment,True,transparency_experiment,completed,20260507_163109,2026-05-07T16:33:48+0200,3,9,0,0,27,9,83038,38062,121100,159.2728,Candidate C,consensus,Candidate C,1,0.797986,0.712905,0.859463,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260507_140016_011/metadata.json,0,0,3,0,0.712905,0.82159,0.859463
moderate_treatment_20260507_140016_012,moderate,treatment,True,transparency_experiment,completed,20260507_163351,2026-05-07T16:37:41+0200,5,15,0,0,45,15,156050,55292,211342,229.861,,max_round_no_majority,Candidate C,0,0.807161,0.763391,0.889332,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260507_140016_012/metadata.json,1,1,1,0,0.889332,0.768759,0.763391
moderate_treatment_20260507_140016_013,moderate,treatment,True,transparency_experiment,completed,20260507_163744,2026-05-07T16:41:15+0200,5,15,0,0,45,15,150665,55640,206305,210.7499,Candidate A,max_round_majority_vote,Candidate C,0,0.791067,0.72397,0.87277,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260507_140016_013/metadata.json,2,1,0,0,0.87277,0.77646,0.72397
moderate_treatment_20260507_140016_014,moderate,treatment,True,transparency_experiment,completed,20260507_164118,2026-05-07T16:51:27+0200,2,6,0,0,18,6,50083,23844,73927,608.8221,Candidate C,consensus,Candidate C,1,0.857693,0.826144,0.903477,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260507_140016_014/metadata.json,0,0,3,0,0.826144,0.903477,0.843459
moderate_treatment_20260507_140016_014,moderate,treatment,True,transparency_experiment,completed,20260507_164118,2026-05-07T16:51:27+0200,2,6,0,0,18,6,50083,23844,73927,608.8221,Candidate C,consensus,Candidate C,1,0.857693,0.826144,0.903477,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260507_140016_015/metadata.json,0,0,3,0,0.826144,0.903477,0.843459
moderate_treatment_20260507_140016_016,moderate,treatment,True,transparency_experiment,completed,20260507_181336,2026-05-07T18:15:58+0200,2,6,0,0,18,6,49358,25294,74652,141.1788,Candidate C,consensus,Candidate C,1,0.834633,0.771271,0.90349,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260507_140016_016/metadata.json,0,0,3,0,0.771271,0.829139,0.90349
moderate_treatment_20260507_140016_017,moderate,treatment,True,transparency_experiment,completed,20260507_181600,2026-05-07T18:19:18+0200,3,9,0,0,27,9,82852,36567,119419,197.3469,Candidate C,consensus,Candidate C,1,0.834899,0.772558,0.933185,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260507_140016_017/metadata.json,0,0,3,0,0.772558,0.933185,0.798955
moderate_treatment_20260507_140016_018,moderate,treatment,True,transparency_experiment,completed,20260507_182233,2026-05-07T18:27:17+0200,5,15,0,0,45,15,162561,67864,230425,283.7492,Candidate A,consensus,Candidate C,0,0.775022,0.709469,0.854021,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260507_140016_018/metadata.json,3,0,0,0,0.761577,0.854021,0.709469
moderate_treatment_20260507_140016_019,moderate,treatment,True,transparency_experiment,completed,20260507_182322,2026-05-07T18:27:55+0200,5,15,0,0,45,15,160538,61992,222530,273.3702,Candidate B,max_round_majority_vote,Candidate C,0,0.851397,0.826905,0.890176,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260507_140016_019/metadata.json,1,2,0,0,0.826905,0.890176,0.83711
moderate_treatment_20260507_140016_020,moderate,treatment,True,transparency_experiment,completed,20260507_182758,2026-05-07T18:30:46+0200,2,6,0,0,18,6,50272,24338,74610,168.2092,Candidate B,consensus,Candidate C,0,0.888953,0.884443,0.896743,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260507_140016_020/metadata.json,0,3,0,0,0.885674,0.896743,0.884443
moderate_treatment_20260507_140016_021,moderate,treatment,True,transparency_experiment,completed,20260507_183050,2026-05-07T18:33:11+0200,2,6,0,0,18,6,50029,22493,72522,141.665,Candidate C,consensus,Candidate C,1,0.825231,0.773344,0.902529,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260507_140016_021/metadata.json,0,0,3,0,0.902529,0.799819,0.773344
moderate_treatment_20260507_140016_022,moderate,treatment,True,transparency_experiment,completed,20260507_183315,2026-05-07T18:37:11+0200,5,15,0,0,45,15,143918,49367,193285,236.69,Candidate B,max_round_majority_vote,Candidate C,0,0.800717,0.746378,0.871905,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260507_140016_022/metadata.json,1,2,0,0,0.783867,0.746378,0.871905
moderate_treatment_20260507_140016_023,moderate,treatment,True,transparency_experiment,completed,20260507_183714,2026-05-07T18:40:55+0200,4,12,0,0,36,12,114820,45581,160401,220.7283,Candidate C,consensus,Candidate C,1,0.810031,0.729691,0.915537,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260507_140016_023/metadata.json,0,0,3,0,0.784864,0.915537,0.729691
moderate_treatment_20260507_140016_024,moderate,treatment,True,transparency_experiment,completed,20260507_184058,2026-05-07T18:44:39+0200,4,12,0,0,36,12,118717,45941,164658,220.5644,Candidate B,consensus,Candidate C,0,0.835203,0.802809,0.893691,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260507_140016_024/metadata.json,0,3,0,0,0.802809,0.893691,0.809109
moderate_treatment_20260507_140016_025,moderate,treatment,True,transparency_experiment,completed,20260507_184442,2026-05-07T18:49:17+0200,5,15,0,0,45,15,153875,56920,210795,275.9201,Candidate B,max_round_majority_vote,Candidate C,0,0.854371,0.815047,0.916305,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260507_140016_025/metadata.json,0,2,1,0,0.916305,0.831762,0.815047
moderate_treatment_20260507_140016_026,moderate,treatment,True,transparency_experiment,completed,20260507_184920,2026-05-07T18:51:46+0200,2,6,0,0,18,6,48412,21411,69823,145.5064,Candidate C,consensus,Candidate C,1,0.829109,0.767931,0.924367,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260507_140016_026/metadata.json,0,0,3,0,0.924367,0.795028,0.767931
moderate_treatment_20260507_140016_027,moderate,treatment,True,transparency_experiment,completed,20260507_185149,2026-05-07T18:58:10+0200,5,15,1,2,45,17,174282,62167,236449,380.5969,Candidate B,max_round_majority_vote,Candidate C,0,0.817958,0.770273,0.895915,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260507_140016_027/metadata.json,1,2,0,0,0.787687,0.770273,0.895915
moderate_treatment_20260507_140016_028,moderate,treatment,True,transparency_experiment,completed,20260507_185813,2026-05-07T19:02:52+0200,5,15,0,0,45,15,156199,51984,208183,279.1298,Candidate B,max_round_majority_vote,Candidate C,0,0.901301,0.882748,0.915008,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260507_140016_028/metadata.json,0,2,0,1,0.915008,0.906146,0.882748
moderate_treatment_20260507_140016_029,moderate,treatment,True,transparency_experiment,completed,20260507_190255,2026-05-07T19:07:00+0200,5,15,0,0,45,15,153199,54221,207420,245.8888,,max_round_no_majority,Candidate C,0,0.779545,0.696636,0.867778,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260507_140016_029/metadata.json,1,1,0,1,0.696636,0.774221,0.867778
moderate_treatment_20260507_140016_030,moderate,treatment,True,transparency_experiment,completed,20260507_190703,2026-05-07T19:10:13+0200,3,9,0,0,27,9,83163,37100,120263,190.073,Candidate C,consensus,Candidate C,1,0.777272,0.697594,0.820112,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260507_140016_030/metadata.json,0,0,3,0,0.697594,0.820112,0.814109
high_baseline_20260507_140016_001,high,baseline,False,transparency_experiment,completed,20260507_223909,2026-05-07T22:41:22+0200,5,15,0,0,0,15,71400,18352,89752,133.1845,Candidate C,max_round_majority_vote,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260507_140016_001/metadata.json,0,1,2,0,,,
high_baseline_20260507_140016_002,high,baseline,False,transparency_experiment,completed,20260507_224126,2026-05-07T22:43:31+0200,5,15,2,4,0,19,85392,16303,101695,124.7261,Candidate A,max_round_majority_vote,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260507_140016_002/metadata.json,2,1,0,0,,,
high_baseline_20260507_140016_003,high,baseline,False,transparency_experiment,completed,20260507_224334,2026-05-07T22:45:54+0200,5,15,1,2,0,17,88794,18815,107609,139.9262,Candidate D,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260507_140016_003/metadata.json,0,0,0,3,,,
high_baseline_20260507_140016_004,high,baseline,False,transparency_experiment,completed,20260507_224557,2026-05-07T22:47:06+0200,2,6,1,2,0,8,23186,9206,32392,68.5194,Candidate B,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260507_140016_004/metadata.json,0,3,0,0,,,
high_baseline_20260507_140016_005,high,baseline,False,transparency_experiment,completed,20260507_224709,2026-05-07T22:48:01+0200,2,6,1,2,0,8,21980,6881,28861,52.8432,Candidate B,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260507_140016_005/metadata.json,0,3,0,0,,,
high_baseline_20260507_140016_006,high,baseline,False,transparency_experiment,completed,20260507_224804,2026-05-07T22:49:36+0200,3,9,0,0,0,9,30152,12109,42261,91.5747,Candidate B,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260507_140016_006/metadata.json,0,3,0,0,,,
high_baseline_20260507_140016_007,high,baseline,False,transparency_experiment,completed,20260507_224939,2026-05-07T22:50:27+0200,2,6,0,0,0,6,15978,6088,22066,47.4995,Candidate B,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260507_140016_007/metadata.json,0,3,0,0,,,
high_baseline_20260507_140016_008,high,baseline,False,transparency_experiment,completed,20260507_225029,2026-05-07T22:51:21+0200,2,6,2,4,0,10,27862,6811,34673,51.4431,Candidate B,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260507_140016_008/metadata.json,0,3,0,0,,,
high_baseline_20260507_140016_009,high,baseline,False,transparency_experiment,completed,20260507_225124,2026-05-07T22:52:57+0200,3,9,0,0,0,9,30918,12485,43403,92.781,Candidate A,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260507_140016_009/metadata.json,3,0,0,0,,,
high_baseline_20260507_140016_010,high,baseline,False,transparency_experiment,completed,20260507_225300,2026-05-07T22:54:55+0200,5,15,0,0,0,15,69563,15614,85177,115.5456,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260507_140016_010/metadata.json,0,0,3,0,,,
high_baseline_20260507_140016_011,high,baseline,False,transparency_experiment,completed,20260507_225458,2026-05-07T22:55:42+0200,2,6,0,0,0,6,16381,5821,22202,44.0695,Candidate A,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260507_140016_011/metadata.json,3,0,0,0,,,
high_baseline_20260507_140016_012,high,baseline,False,transparency_experiment,completed,20260507_225545,2026-05-07T22:56:41+0200,2,6,3,6,0,12,34162,7200,41362,55.2883,Candidate A,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260507_140016_012/metadata.json,3,0,0,0,,,
high_baseline_20260507_140016_013,high,baseline,False,transparency_experiment,completed,20260507_225643,2026-05-07T22:57:32+0200,2,6,0,0,0,6,16156,6257,22413,48.839,Candidate A,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260507_140016_013/metadata.json,3,0,0,0,,,
high_baseline_20260507_140016_014,high,baseline,False,transparency_experiment,completed,20260507_225735,2026-05-07T22:59:06+0200,3,9,0,0,0,9,28635,12669,41304,91.3277,Candidate A,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260507_140016_014/metadata.json,3,0,0,0,,,
high_baseline_20260507_140016_015,high,baseline,False,transparency_experiment,completed,20260507_225909,2026-05-07T23:00:04+0200,2,6,1,2,0,8,22617,7539,30156,54.7494,Candidate B,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260507_140016_015/metadata.json,0,3,0,0,,,
high_baseline_20260507_140016_016,high,baseline,False,transparency_experiment,completed,20260507_230007,2026-05-07T23:02:10+0200,5,15,2,4,0,19,98113,17760,115873,123.0959,Candidate D,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260507_140016_016/metadata.json,0,0,0,3,,,
high_baseline_20260507_140016_017,high,baseline,False,transparency_experiment,completed,20260507_230213,2026-05-07T23:04:23+0200,5,15,4,8,0,23,107384,18443,125827,129.9671,Candidate A,max_round_majority_vote,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260507_140016_017/metadata.json,2,1,0,0,,,
high_baseline_20260507_140016_018,high,baseline,False,transparency_experiment,completed,20260507_230426,2026-05-07T23:05:22+0200,2,6,1,2,0,8,22125,7350,29475,55.5741,Candidate B,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260507_140016_018/metadata.json,0,3,0,0,,,
high_baseline_20260507_140016_019,high,baseline,False,transparency_experiment,completed,20260507_230525,2026-05-07T23:06:01+0200,2,6,0,0,0,6,16692,5629,22321,36.0603,Candidate A,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260507_140016_019/metadata.json,3,0,0,0,,,
high_baseline_20260507_140016_020,high,baseline,False,transparency_experiment,completed,20260507_230604,2026-05-07T23:08:17+0200,5,15,0,0,0,15,70353,18593,88946,133.3591,Candidate C,max_round_majority_vote,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260507_140016_020/metadata.json,0,1,2,0,,,
high_baseline_20260507_140016_021,high,baseline,False,transparency_experiment,completed,20260507_230820,2026-05-07T23:08:57+0200,2,6,0,0,0,6,16645,5481,22126,37.3698,Candidate B,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260507_140016_021/metadata.json,0,3,0,0,,,
high_baseline_20260507_140016_022,high,baseline,False,transparency_experiment,completed,20260507_230900,2026-05-07T23:10:18+0200,3,9,0,0,0,9,31516,10884,42400,77.3071,Candidate B,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260507_140016_022/metadata.json,0,3,0,0,,,
high_baseline_20260507_140016_023,high,baseline,False,transparency_experiment,completed,20260507_231021,2026-05-07T23:12:31+0200,5,15,2,4,0,19,87888,18052,105940,130.0604,Candidate A,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260507_140016_023/metadata.json,3,0,0,0,,,
high_baseline_20260507_140016_024,high,baseline,False,transparency_experiment,completed,20260507_231234,2026-05-07T23:13:18+0200,2,6,0,0,0,6,16993,5581,22574,44.3363,Candidate B,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260507_140016_024/metadata.json,0,3,0,0,,,
high_baseline_20260507_140016_025,high,baseline,False,transparency_experiment,completed,20260507_231321,2026-05-07T23:15:18+0200,4,12,0,0,0,12,47296,15150,62446,116.4887,Candidate B,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260507_140016_025/metadata.json,0,3,0,0,,,
high_baseline_20260507_140016_026,high,baseline,False,transparency_experiment,completed,20260507_231521,2026-05-07T23:16:05+0200,2,6,0,0,0,6,16513,5946,22459,44.292,Candidate B,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260507_140016_026/metadata.json,0,3,0,0,,,
high_baseline_20260507_140016_027,high,baseline,False,transparency_experiment,completed,20260507_231608,2026-05-07T23:16:49+0200,2,6,0,0,0,6,16001,5159,21160,41.5445,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260507_140016_027/metadata.json,0,0,3,0,,,
high_baseline_20260507_140016_028,high,baseline,False,transparency_experiment,completed,20260507_231652,2026-05-07T23:17:41+0200,2,6,0,0,0,6,16223,6300,22523,48.4443,Candidate C,consensus,Candidate C,1,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260507_140016_028/metadata.json,0,0,3,0,,,
high_baseline_20260507_140016_029,high,baseline,False,transparency_experiment,completed,20260507_231744,2026-05-07T23:18:30+0200,2,6,0,0,0,6,16389,6731,23120,46.407,Candidate A,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260507_140016_029/metadata.json,3,0,0,0,,,
high_baseline_20260507_140016_030,high,baseline,False,transparency_experiment,completed,20260507_231833,2026-05-07T23:19:18+0200,2,6,0,0,0,6,15566,6142,21708,44.5696,Candidate A,consensus,Candidate C,0,,,,not_applicable,,01_data/raw/simulations/high/high_baseline_20260507_140016_030/metadata.json,3,0,0,0,,,
