run_id,task_file,label_version,context_transparency_condition,smm_mode,speaker_order_seed,status,timestamp,completed_at,rounds,agent_turns,agent_tool_calls,agent_tool_messages,memory_updates,total_messages,input_tokens,output_tokens,total_tokens,runtime_seconds,final_candidate,decision_method,correct_candidate,decision_correct,team_process_score,team_process_communication,team_process_cooperation,metadata_file,votes_candidate_a,votes_candidate_b,votes_candidate_c,votes_candidate_d
moderate_baseline_20260616_081405_015,,,moderate,baseline,moderate_baseline_015,completed,20260619_183857,2026-06-19T18:39:44+0200,2,6,5,10,0,16,41962,6403,48365,47.6009,Candidate C,consensus,Candidate C,1,0.304167,0.208333,0.4,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_015/metadata.json,0,0,3,0
moderate_baseline_20260616_081405_016,,,moderate,baseline,moderate_baseline_016,completed,20260619_183948,2026-06-19T18:40:31+0200,2,6,2,4,0,10,25370,5951,31321,43.6194,Candidate C,consensus,Candidate C,1,0.283333,0.166667,0.4,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_016/metadata.json,0,0,3,0
moderate_baseline_20260616_081405_017,,,moderate,baseline,moderate_baseline_017,completed,20260619_184034,2026-06-19T18:41:48+0200,3,9,5,10,0,19,56293,9874,66167,73.6387,Candidate B,consensus,Candidate C,0,0.270833,0.166667,0.375,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_017/metadata.json,0,3,0,0
moderate_baseline_20260616_081405_018,,,moderate,baseline,moderate_baseline_018,completed,20260619_184150,2026-06-19T18:42:54+0200,3,9,5,10,0,19,54021,8679,62700,63.6042,Candidate C,consensus,Candidate C,1,0.25,0.125,0.375,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_018/metadata.json,0,0,3,0
moderate_baseline_20260616_081405_019,,,moderate,baseline,moderate_baseline_019,completed,20260619_184257,2026-06-19T18:44:12+0200,3,9,4,8,0,17,52224,10270,62494,75.1717,Candidate C,consensus,Candidate C,1,0.3125,0.25,0.375,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_019/metadata.json,0,0,3,0
moderate_baseline_20260616_081405_020,,,moderate,baseline,moderate_baseline_020,completed,20260619_184415,2026-06-19T18:45:43+0200,4,12,3,6,0,18,58760,11925,70685,88.5518,Candidate C,consensus,Candidate C,1,0.443182,0.25,0.636364,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_020/metadata.json,0,0,3,0
moderate_baseline_20260616_081405_021,,,moderate,baseline,moderate_baseline_021,completed,20260619_184546,2026-06-19T18:46:56+0200,3,9,4,8,0,17,49886,9498,59384,69.9615,Candidate D,consensus,Candidate C,0,0.1875,0.125,0.25,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_021/metadata.json,0,0,0,3
moderate_baseline_20260616_081405_022,,,moderate,baseline,moderate_baseline_022,completed,20260619_184700,2026-06-19T18:48:09+0200,2,6,3,6,0,12,31703,9562,41265,69.1726,Candidate B,consensus,Candidate C,0,0.425,0.25,0.6,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_022/metadata.json,0,3,0,0
moderate_baseline_20260616_081405_023,,,moderate,baseline,moderate_baseline_023,completed,20260619_184812,2026-06-19T18:48:52+0200,2,6,1,2,0,8,20037,5373,25410,39.9921,Candidate D,consensus,Candidate C,0,0.341667,0.083333,0.6,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_023/metadata.json,0,0,0,3
moderate_baseline_20260616_081405_024,,,moderate,baseline,moderate_baseline_024,completed,20260619_184855,2026-06-19T18:51:07+0200,5,15,6,12,0,27,109959,17265,127224,131.5589,Candidate C,max_round_majority_vote,Candidate C,1,0.4375,0.375,0.5,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_024/metadata.json,0,1,2,0
moderate_baseline_20260616_081405_025,,,moderate,baseline,moderate_baseline_025,completed,20260619_185110,2026-06-19T18:51:56+0200,2,6,4,8,0,14,38450,6166,44616,46.4823,Candidate C,consensus,Candidate C,1,0.220833,0.041667,0.4,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_025/metadata.json,0,0,3,0
moderate_baseline_20260616_081405_026,,,moderate,baseline,moderate_baseline_026,completed,20260619_185159,2026-06-19T18:53:20+0200,3,9,3,6,0,15,44806,11069,55875,80.6895,Candidate C,consensus,Candidate C,1,0.291667,0.208333,0.375,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_026/metadata.json,0,0,3,0
moderate_baseline_20260616_081405_027,,,moderate,baseline,moderate_baseline_027,completed,20260619_185322,2026-06-19T18:54:01+0200,2,6,2,4,0,10,26375,5216,31591,38.6111,Candidate D,consensus,Candidate C,0,0.483333,0.166667,0.8,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_027/metadata.json,0,0,0,3
moderate_baseline_20260616_081405_028,,,moderate,baseline,moderate_baseline_028,completed,20260619_185404,2026-06-19T18:54:47+0200,2,6,3,6,0,12,30660,5892,36552,43.4274,Candidate D,consensus,Candidate C,0,0.283333,0.166667,0.4,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_028/metadata.json,0,0,0,3
moderate_baseline_20260616_081405_029,,,moderate,baseline,moderate_baseline_029,completed,20260619_185450,2026-06-19T18:55:39+0200,2,6,3,6,0,12,31661,6648,38309,48.7503,Candidate C,consensus,Candidate C,1,0.3625,0.125,0.6,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_029/metadata.json,0,0,3,0
moderate_baseline_20260616_081405_030,,,moderate,baseline,moderate_baseline_030,completed,20260619_185542,2026-06-19T18:56:26+0200,2,6,3,6,0,12,31796,5872,37668,43.691,Candidate C,consensus,Candidate C,1,0.583333,0.166667,1.0,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_030/metadata.json,0,0,3,0
moderate_baseline_20260616_081405_031,,,moderate,baseline,moderate_baseline_031,completed,20260619_185628,2026-06-19T18:57:21+0200,2,6,7,14,0,20,52743,7061,59804,52.8537,Candidate C,consensus,Candidate C,1,0.225,0.25,0.2,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_031/metadata.json,0,0,3,0
moderate_baseline_20260616_081405_032,,,moderate,baseline,moderate_baseline_032,completed,20260619_185724,2026-06-19T18:58:11+0200,2,6,2,4,0,10,27299,6456,33755,47.352,Candidate D,consensus,Candidate C,0,0.425,0.25,0.6,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_032/metadata.json,0,0,0,3
moderate_baseline_20260616_081405_033,,,moderate,baseline,moderate_baseline_033,completed,20260619_185815,2026-06-19T18:58:56+0200,2,6,2,4,0,10,26277,5514,31791,40.5705,Candidate D,consensus,Candidate C,0,0.483333,0.166667,0.8,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_033/metadata.json,0,0,0,3
moderate_baseline_20260616_081405_034,,,moderate,baseline,moderate_baseline_034,completed,20260619_185859,2026-06-19T18:59:54+0200,2,6,7,14,0,20,53368,7266,60634,54.3868,Candidate C,consensus,Candidate C,1,0.566667,0.333333,0.8,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_034/metadata.json,0,0,3,0
moderate_baseline_20260616_081405_035,,,moderate,baseline,moderate_baseline_035,completed,20260619_185957,2026-06-19T19:00:44+0200,2,6,5,10,0,16,41822,6392,48214,47.508,Candidate B,consensus,Candidate C,0,0.225,0.25,0.2,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_035/metadata.json,0,3,0,0
moderate_baseline_20260616_081405_036,,,moderate,baseline,moderate_baseline_036,completed,20260619_190047,2026-06-19T19:01:37+0200,2,6,3,6,0,12,31461,6848,38309,49.8669,Candidate C,consensus,Candidate C,1,0.283333,0.166667,0.4,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_036/metadata.json,0,0,3,0
moderate_baseline_20260616_081405_037,,,moderate,baseline,moderate_baseline_037,completed,20260619_190140,2026-06-19T19:02:28+0200,2,6,4,8,0,14,37609,6395,44004,47.428,Candidate D,consensus,Candidate C,0,0.241667,0.083333,0.4,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_037/metadata.json,0,0,0,3
moderate_baseline_20260616_081405_038,,,moderate,baseline,moderate_baseline_038,completed,20260619_190231,2026-06-19T19:03:18+0200,2,6,2,4,0,10,25593,6287,31880,47.259,Candidate C,consensus,Candidate C,1,0.3625,0.125,0.6,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_038/metadata.json,0,0,3,0
moderate_baseline_20260616_081405_039,,,moderate,baseline,moderate_baseline_039,completed,20260619_190322,2026-06-19T19:04:00+0200,2,6,2,4,0,10,25665,5197,30862,38.2114,Candidate B,consensus,Candidate C,0,0.3,0.0,0.6,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_039/metadata.json,0,3,0,0
moderate_baseline_20260616_081405_040,,,moderate,baseline,moderate_baseline_040,completed,20260619_190403,2026-06-19T19:04:48+0200,2,6,1,2,0,8,21306,6141,27447,44.79,Candidate B,consensus,Candidate C,0,0.441667,0.083333,0.8,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_040/metadata.json,0,3,0,0
moderate_baseline_20260616_081405_041,,,moderate,baseline,moderate_baseline_041,completed,20260619_190451,2026-06-19T19:05:35+0200,2,6,2,4,0,10,26898,5949,32847,43.449,Candidate A,consensus,Candidate C,0,0.425,0.25,0.6,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_041/metadata.json,3,0,0,0
moderate_baseline_20260616_081405_042,,,moderate,baseline,moderate_baseline_042,completed,20260619_190538,2026-06-19T19:06:26+0200,2,6,3,6,0,12,32365,6438,38803,47.3587,Candidate B,consensus,Candidate C,0,0.383333,0.166667,0.6,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_042/metadata.json,0,3,0,0
moderate_baseline_20260616_081405_043,,,moderate,baseline,moderate_baseline_043,completed,20260619_190628,2026-06-19T19:07:18+0200,2,6,2,4,0,10,26255,6807,33062,49.4973,Candidate C,consensus,Candidate C,1,0.2625,0.125,0.4,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_043/metadata.json,0,0,3,0
moderate_baseline_20260616_081405_044,,,moderate,baseline,moderate_baseline_044,completed,20260619_190721,2026-06-19T19:08:04+0200,2,6,2,4,0,10,26617,5951,32568,43.0912,Candidate B,consensus,Candidate C,0,0.3,0.0,0.6,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_044/metadata.json,0,3,0,0
moderate_baseline_20260616_081405_045,,,moderate,baseline,moderate_baseline_045,completed,20260619_190807,2026-06-19T19:09:04+0200,3,9,1,2,0,11,33094,7588,40682,56.4218,Candidate B,consensus,Candidate C,0,0.5,0.25,0.75,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_045/metadata.json,0,3,0,0
moderate_baseline_20260616_081405_046,,,moderate,baseline,moderate_baseline_046,completed,20260619_190907,2026-06-19T19:09:52+0200,2,6,1,2,0,8,21632,6253,27885,45.2828,Candidate B,consensus,Candidate C,0,0.220833,0.041667,0.4,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_046/metadata.json,0,3,0,0
moderate_baseline_20260616_081405_047,,,moderate,baseline,moderate_baseline_047,completed,20260619_190955,2026-06-19T19:10:38+0200,2,6,2,4,0,10,25453,5983,31436,43.6748,Candidate C,consensus,Candidate C,1,0.241667,0.083333,0.4,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_047/metadata.json,0,0,3,0
moderate_baseline_20260616_081405_048,,,moderate,baseline,moderate_baseline_048,completed,20260619_191042,2026-06-19T19:12:02+0200,3,9,2,4,0,13,40258,11015,51273,80.1306,Candidate B,consensus,Candidate C,0,0.375,0.125,0.625,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_048/metadata.json,0,3,0,0
moderate_baseline_20260616_081405_049,,,moderate,baseline,moderate_baseline_049,completed,20260619_191205,2026-06-19T19:13:24+0200,3,9,3,6,0,15,44985,10934,55919,79.5315,Candidate C,consensus,Candidate C,1,0.25,0.125,0.375,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_049/metadata.json,0,0,3,0
moderate_baseline_20260616_081405_050,,,moderate,baseline,moderate_baseline_050,completed,20260619_191328,2026-06-19T19:15:14+0200,4,12,4,8,0,20,64332,14524,78856,106.694,Candidate B,consensus,Candidate C,0,0.356061,0.166667,0.545455,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_050/metadata.json,0,3,0,0
moderate_baseline_20260616_081405_051,,,moderate,baseline,moderate_baseline_051,completed,20260619_191517,2026-06-19T19:16:26+0200,3,9,4,8,0,17,50100,9332,59432,68.4545,Candidate B,consensus,Candidate C,0,0.25,0.125,0.375,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_051/metadata.json,0,3,0,0
moderate_baseline_20260616_081405_052,,,moderate,baseline,moderate_baseline_052,completed,20260619_191629,2026-06-19T19:17:06+0200,2,6,1,2,0,8,20376,4970,25346,36.9531,Candidate B,consensus,Candidate C,0,0.2,0.0,0.4,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_052/metadata.json,0,3,0,0
moderate_baseline_20260616_081405_053,,,moderate,baseline,moderate_baseline_053,completed,20260619_191709,2026-06-19T19:18:04+0200,2,6,4,8,0,14,40488,7404,47892,54.701,Candidate B,consensus,Candidate C,0,0.2625,0.125,0.4,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_053/metadata.json,0,3,0,0
moderate_baseline_20260616_081405_054,,,moderate,baseline,moderate_baseline_054,completed,20260619_191807,2026-06-19T19:18:49+0200,2,6,3,6,0,12,32397,5692,38089,42.1093,Candidate B,consensus,Candidate C,0,0.183333,0.166667,0.2,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_054/metadata.json,0,3,0,0
moderate_baseline_20260616_081405_055,,,moderate,baseline,moderate_baseline_055,completed,20260619_191852,2026-06-19T19:20:25+0200,2,6,2,4,0,10,25697,12806,38503,93.033,Candidate C,consensus,Candidate C,1,0.483333,0.166667,0.8,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_055/metadata.json,0,0,3,0
moderate_baseline_20260616_081405_056,,,moderate,baseline,moderate_baseline_056,completed,20260619_192028,2026-06-19T19:21:34+0200,3,9,5,10,0,19,57108,8751,65859,66.2039,Candidate C,consensus,Candidate C,1,0.208333,0.166667,0.25,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_056/metadata.json,0,0,3,0
moderate_baseline_20260616_081405_057,,,moderate,baseline,moderate_baseline_057,completed,20260619_192137,2026-06-19T19:22:21+0200,2,6,0,0,0,6,15665,6073,21738,43.7139,Candidate B,consensus,Candidate C,0,0.3,0.0,0.6,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_057/metadata.json,0,3,0,0
moderate_baseline_20260616_081405_058,,,moderate,baseline,moderate_baseline_058,completed,20260619_192225,2026-06-19T19:23:11+0200,2,6,5,10,0,16,43940,6271,50211,46.8533,Candidate B,consensus,Candidate C,0,0.225,0.25,0.2,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_058/metadata.json,0,3,0,0
moderate_baseline_20260616_081405_059,,,moderate,baseline,moderate_baseline_059,completed,20260619_192314,2026-06-19T19:24:05+0200,2,6,4,8,0,14,37755,6906,44661,50.9916,Candidate C,consensus,Candidate C,1,0.383333,0.166667,0.6,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_059/metadata.json,0,0,3,0
moderate_baseline_20260616_081405_060,,,moderate,baseline,moderate_baseline_060,completed,20260619_192408,2026-06-19T19:25:09+0200,2,6,8,16,0,22,63560,8100,71660,60.5183,Candidate B,consensus,Candidate C,0,0.383333,0.166667,0.6,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_060/metadata.json,0,3,0,0
moderate_baseline_20260616_081405_061,,,moderate,baseline,moderate_baseline_061,completed,20260619_192512,2026-06-19T19:27:04+0200,5,15,3,6,0,21,73781,14974,88755,112.0091,Candidate B,max_round_majority_vote,Candidate C,0,0.366071,0.375,0.357143,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_061/metadata.json,1,2,0,0
moderate_baseline_20260616_081405_062,,,moderate,baseline,moderate_baseline_062,completed,20260619_192707,2026-06-19T19:28:15+0200,2,6,5,10,0,16,46947,9206,56153,67.7727,Candidate B,consensus,Candidate C,0,0.2625,0.125,0.4,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_062/metadata.json,0,3,0,0
moderate_baseline_20260616_081405_063,,,moderate,baseline,moderate_baseline_063,completed,20260619_192817,2026-06-19T19:30:01+0200,4,12,5,10,0,22,76705,13753,90458,103.4451,Candidate B,consensus,Candidate C,0,0.244318,0.125,0.363636,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_063/metadata.json,0,3,0,0
moderate_baseline_20260616_081405_064,,,moderate,baseline,moderate_baseline_064,completed,20260619_193004,2026-06-19T19:30:54+0200,2,6,4,8,0,14,37878,6843,44721,50.5611,Candidate C,consensus,Candidate C,1,0.325,0.25,0.4,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_064/metadata.json,0,0,3,0
moderate_baseline_20260616_081405_065,,,moderate,baseline,moderate_baseline_065,completed,20260619_193057,2026-06-19T19:31:47+0200,2,6,4,8,0,14,37047,6686,43733,49.5998,Candidate B,consensus,Candidate C,0,0.220833,0.041667,0.4,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_065/metadata.json,0,3,0,0
moderate_baseline_20260616_081405_066,,,moderate,baseline,moderate_baseline_066,completed,20260619_193150,2026-06-19T19:32:38+0200,2,6,3,6,0,12,32859,6572,39431,48.4893,Candidate B,consensus,Candidate C,0,0.420833,0.041667,0.8,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_066/metadata.json,0,3,0,0
moderate_baseline_20260616_081405_067,,,moderate,baseline,moderate_baseline_067,completed,20260619_193241,2026-06-19T19:33:27+0200,2,6,2,4,0,10,26701,6321,33022,46.2697,Candidate C,consensus,Candidate C,1,0.3875,0.375,0.4,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_067/metadata.json,0,0,3,0
moderate_baseline_20260616_081405_068,,,moderate,baseline,moderate_baseline_068,completed,20260619_193330,2026-06-19T19:34:43+0200,3,9,3,6,0,15,44361,9890,54251,72.6779,Candidate B,consensus,Candidate C,0,0.083333,0.041667,0.125,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_068/metadata.json,0,3,0,0
moderate_baseline_20260616_081405_069,,,moderate,baseline,moderate_baseline_069,completed,20260619_193446,2026-06-19T19:35:36+0200,2,6,4,8,0,14,39323,6694,46017,49.4629,Candidate B,consensus,Candidate C,0,0.345833,0.291667,0.4,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_069/metadata.json,0,3,0,0
moderate_baseline_20260616_081405_070,,,moderate,baseline,moderate_baseline_070,completed,20260619_193539,2026-06-19T19:37:44+0200,5,15,2,4,0,19,67503,16976,84479,125.3721,Candidate B,max_round_majority_vote,Candidate C,0,0.431548,0.291667,0.571429,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_070/metadata.json,0,2,1,0
moderate_baseline_20260616_081405_071,,,moderate,baseline,moderate_baseline_071,completed,20260619_193747,2026-06-19T19:39:00+0200,3,9,4,8,0,17,51843,9700,61543,72.6706,Candidate B,consensus,Candidate C,0,0.125,0.125,0.125,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_071/metadata.json,0,3,0,0
moderate_baseline_20260616_081405_072,,,moderate,baseline,moderate_baseline_072,completed,20260619_193903,2026-06-19T19:39:59+0200,2,6,6,12,0,18,48836,7652,56488,56.7792,Candidate C,consensus,Candidate C,1,0.525,0.25,0.8,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_072/metadata.json,0,0,3,0
moderate_baseline_20260616_081405_073,,,moderate,baseline,moderate_baseline_073,completed,20260619_194002,2026-06-19T19:40:40+0200,2,6,3,6,0,12,30888,5118,36006,38.2087,Candidate C,consensus,Candidate C,1,0.3625,0.125,0.6,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_073/metadata.json,0,0,3,0
moderate_baseline_20260616_081405_074,,,moderate,baseline,moderate_baseline_074,completed,20260619_194043,2026-06-19T19:41:31+0200,2,6,3,6,0,12,33923,6477,40400,48.1836,Candidate B,consensus,Candidate C,0,0.283333,0.166667,0.4,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_074/metadata.json,0,3,0,0
moderate_baseline_20260616_081405_075,,,moderate,baseline,moderate_baseline_075,completed,20260619_194135,2026-06-19T19:43:41+0200,5,15,5,10,0,25,92197,16941,109138,126.3897,Candidate B,max_round_majority_vote,Candidate C,0,0.360119,0.291667,0.428571,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_075/metadata.json,0,2,1,0
moderate_baseline_20260616_081405_076,,,moderate,baseline,moderate_baseline_076,completed,20260619_194344,2026-06-19T19:45:02+0200,3,9,4,8,0,17,51733,10687,62420,78.3694,Candidate C,consensus,Candidate C,1,0.416667,0.333333,0.5,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_076/metadata.json,0,0,3,0
moderate_baseline_20260616_081405_077,,,moderate,baseline,moderate_baseline_077,completed,20260619_194505,2026-06-19T19:46:46+0200,5,15,2,4,0,19,64758,13645,78403,100.8273,Candidate B,max_round_majority_vote,Candidate C,0,0.333333,0.166667,0.5,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_077/metadata.json,0,2,1,0
moderate_baseline_20260616_081405_078,,,moderate,baseline,moderate_baseline_078,completed,20260619_194649,2026-06-19T19:47:29+0200,2,6,5,10,0,16,42117,5354,47471,40.5042,Candidate C,consensus,Candidate C,1,0.183333,0.166667,0.2,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_078/metadata.json,0,0,3,0
moderate_baseline_20260616_081405_079,,,moderate,baseline,moderate_baseline_079,completed,20260619_194732,2026-06-19T19:48:20+0200,2,6,2,4,0,10,25738,6627,32365,48.2031,Candidate C,consensus,Candidate C,1,0.441667,0.083333,0.8,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_079/metadata.json,0,0,3,0
moderate_baseline_20260616_081405_080,,,moderate,baseline,moderate_baseline_080,completed,20260619_194823,2026-06-19T19:49:02+0200,2,6,1,2,0,8,20615,5327,25942,38.8255,Candidate B,consensus,Candidate C,0,0.341667,0.083333,0.6,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_080/metadata.json,0,3,0,0
moderate_baseline_20260616_081405_081,,,moderate,baseline,moderate_baseline_081,completed,20260619_194905,2026-06-19T19:49:56+0200,2,6,3,6,0,12,32410,6848,39258,50.6172,Candidate B,consensus,Candidate C,0,0.120833,0.041667,0.2,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_081/metadata.json,0,3,0,0
moderate_baseline_20260616_081405_082,,,moderate,baseline,moderate_baseline_082,completed,20260619_194959,2026-06-19T19:50:49+0200,2,6,3,6,0,12,32002,6758,38760,49.8352,Candidate B,consensus,Candidate C,0,0.4625,0.125,0.8,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_082/metadata.json,0,3,0,0
moderate_baseline_20260616_081405_083,,,moderate,baseline,moderate_baseline_083,completed,20260619_195052,2026-06-19T19:51:59+0200,3,9,3,6,0,15,43665,9106,52771,67.4007,Candidate C,consensus,Candidate C,1,0.416667,0.083333,0.75,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_083/metadata.json,0,0,3,0
moderate_baseline_20260616_081405_084,,,moderate,baseline,moderate_baseline_084,completed,20260619_195202,2026-06-19T19:52:44+0200,2,6,3,6,0,12,31721,5602,37323,41.4337,Candidate B,consensus,Candidate C,0,0.320833,0.041667,0.6,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_084/metadata.json,0,3,0,0
moderate_baseline_20260616_081405_085,,,moderate,baseline,moderate_baseline_085,completed,20260619_195246,2026-06-19T19:53:32+0200,2,6,5,10,0,16,42732,6113,48845,45.6195,Candidate C,consensus,Candidate C,1,0.325,0.25,0.4,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_085/metadata.json,0,0,3,0
moderate_baseline_20260616_081405_086,,,moderate,baseline,moderate_baseline_086,completed,20260619_195335,2026-06-19T19:55:55+0200,5,15,8,16,0,31,111156,18712,129868,140.5083,Candidate C,max_round_majority_vote,Candidate C,1,0.252976,0.291667,0.214286,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_086/metadata.json,0,1,2,0
moderate_baseline_20260616_081405_087,,,moderate,baseline,moderate_baseline_087,completed,20260619_195558,2026-06-19T19:56:59+0200,3,9,2,4,0,13,38776,8279,47055,60.564,Candidate B,consensus,Candidate C,0,0.3125,0.125,0.5,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_087/metadata.json,0,3,0,0
moderate_baseline_20260616_081405_088,,,moderate,baseline,moderate_baseline_088,completed,20260619_195702,2026-06-19T19:58:11+0200,2,6,9,18,0,24,69558,9023,78581,68.8612,Candidate C,consensus,Candidate C,1,0.225,0.25,0.2,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_088/metadata.json,0,0,3,0
moderate_baseline_20260616_081405_089,,,moderate,baseline,moderate_baseline_089,completed,20260619_195814,2026-06-19T19:59:44+0200,4,12,5,10,0,22,70430,12065,82495,89.9992,Candidate B,consensus,Candidate C,0,0.285985,0.208333,0.363636,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_089/metadata.json,0,3,0,0
moderate_baseline_20260616_081405_090,,,moderate,baseline,moderate_baseline_090,completed,20260619_195947,2026-06-19T20:00:38+0200,2,6,2,4,0,10,27667,6982,34649,51.1047,Candidate C,consensus,Candidate C,1,0.545833,0.291667,0.8,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_090/metadata.json,0,0,3,0
moderate_baseline_20260616_081405_091,,,moderate,baseline,moderate_baseline_091,completed,20260619_200041,2026-06-19T20:01:16+0200,2,6,1,2,0,8,20677,4711,25388,34.8022,Candidate B,consensus,Candidate C,0,0.141667,0.083333,0.2,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_091/metadata.json,0,3,0,0
moderate_baseline_20260616_081405_092,,,moderate,baseline,moderate_baseline_092,completed,20260619_200119,2026-06-19T20:02:45+0200,4,12,3,6,0,18,60056,11777,71833,86.6397,Candidate C,consensus,Candidate C,1,0.50947,0.291667,0.727273,01_data/final/final_200_gpt_oss_120b/moderate/moderate_baseline_20260616_081405_092/metadata.json,0,0,3,0
