run_id,task_file,label_version,context_transparency_condition,smm_mode,speaker_order_seed,status,timestamp,completed_at,rounds,agent_turns,agent_tool_calls,agent_tool_messages,memory_updates,total_messages,input_tokens,output_tokens,total_tokens,runtime_seconds,final_candidate,decision_method,correct_candidate,decision_correct,team_process_score,team_process_communication,team_process_cooperation,metadata_file,votes_candidate_a,votes_candidate_b,votes_candidate_c,votes_candidate_d
low_treatment_20260720_122235_161,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_161,completed,20260721_112253,2026-07-21T11:27:28+0200,2,6,5,10,17,16,94106,60968,155074,275.1063,Candidate B,consensus,Candidate A,0,0.483333,0.166667,0.8,01_data/raw/simulations/low/low_treatment_20260720_122235_161/metadata.json,0,3,0,0
low_treatment_20260720_122235_162,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_162,completed,20260721_112731,2026-07-21T11:31:48+0200,2,6,5,10,18,16,94469,56165,150634,256.854,Candidate A,consensus,Candidate A,1,0.2625,0.125,0.4,01_data/raw/simulations/low/low_treatment_20260720_122235_162/metadata.json,3,0,0,0
low_treatment_20260720_122235_163,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_163,completed,20260721_113151,2026-07-21T11:36:00+0200,2,6,5,10,18,16,92894,55381,148275,248.4845,Candidate B,consensus,Candidate A,0,0.2625,0.125,0.4,01_data/raw/simulations/low/low_treatment_20260720_122235_163/metadata.json,0,3,0,0
low_treatment_20260720_122235_164,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_164,completed,20260721_113603,2026-07-21T11:47:03+0200,5,15,12,24,45,39,246098,146065,392163,660.2559,Candidate B,consensus,Candidate A,0,0.380952,0.333333,0.428571,01_data/raw/simulations/low/low_treatment_20260720_122235_164/metadata.json,0,3,0,0
low_treatment_20260720_122235_165,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_165,completed,20260721_114706,2026-07-21T11:54:05+0200,3,9,7,14,25,23,147343,92298,239641,418.5911,Candidate B,consensus,Candidate A,0,0.520833,0.291667,0.75,01_data/raw/simulations/low/low_treatment_20260720_122235_165/metadata.json,0,3,0,0
low_treatment_20260720_122235_166,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_166,completed,20260721_115408,2026-07-21T12:06:03+0200,5,15,13,26,44,41,267780,157091,424871,715.61,Candidate B,max_round_majority_vote,Candidate A,0,0.488095,0.333333,0.642857,01_data/raw/simulations/low/low_treatment_20260720_122235_166/metadata.json,1,2,0,0
low_treatment_20260720_122235_167,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_167,completed,20260721_120606,2026-07-21T12:14:35+0200,4,12,8,16,36,28,183037,112868,295905,509.1352,Candidate B,consensus,Candidate A,0,0.352273,0.25,0.454545,01_data/raw/simulations/low/low_treatment_20260720_122235_167/metadata.json,0,3,0,0
low_treatment_20260720_122235_168,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_168,completed,20260721_121438,2026-07-21T12:23:24+0200,4,12,11,22,35,34,207154,114428,321582,525.5544,Candidate A,consensus,Candidate A,1,0.335227,0.125,0.545455,01_data/raw/simulations/low/low_treatment_20260720_122235_168/metadata.json,3,0,0,0
low_treatment_20260720_122235_169,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_169,completed,20260721_122327,2026-07-21T12:34:48+0200,5,15,11,22,43,37,253768,149838,403606,680.6626,Candidate A,max_round_majority_vote,Candidate A,1,0.395833,0.291667,0.5,01_data/raw/simulations/low/low_treatment_20260720_122235_169/metadata.json,2,1,0,0
low_treatment_20260720_122235_170,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_170,completed,20260721_123451,2026-07-21T12:42:10+0200,3,9,6,12,27,21,138644,97318,235962,439.4152,Candidate A,consensus,Candidate A,1,0.229167,0.083333,0.375,01_data/raw/simulations/low/low_treatment_20260720_122235_170/metadata.json,3,0,0,0
low_treatment_20260720_122235_171,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_171,completed,20260721_124213,2026-07-21T12:47:18+0200,2,6,7,14,18,20,108614,66012,174626,304.6426,Candidate A,consensus,Candidate A,1,0.304167,0.208333,0.4,01_data/raw/simulations/low/low_treatment_20260720_122235_171/metadata.json,3,0,0,0
low_treatment_20260720_122235_172,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_172,completed,20260721_124721,2026-07-21T12:58:14+0200,5,15,11,22,44,37,241487,146892,388379,653.3703,Candidate A,max_round_majority_vote,Candidate A,1,0.324405,0.291667,0.357143,01_data/raw/simulations/low/low_treatment_20260720_122235_172/metadata.json,2,1,0,0
low_treatment_20260720_122235_173,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_173,completed,20260721_125817,2026-07-21T13:03:17+0200,2,6,8,16,18,22,110615,63674,174289,299.6759,Candidate B,consensus,Candidate A,0,0.504167,0.208333,0.8,01_data/raw/simulations/low/low_treatment_20260720_122235_173/metadata.json,0,3,0,0
low_treatment_20260720_122235_174,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_174,completed,20260721_130320,2026-07-21T13:10:08+0200,3,9,8,16,27,25,155213,89186,244399,407.7327,Candidate A,consensus,Candidate A,1,0.375,0.25,0.5,01_data/raw/simulations/low/low_treatment_20260720_122235_174/metadata.json,3,0,0,0
low_treatment_20260720_122235_175,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_175,completed,20260721_131011,2026-07-21T13:20:57+0200,5,15,11,22,42,37,244723,143934,388657,645.6285,Candidate B,max_round_majority_vote,Candidate A,0,0.416667,0.333333,0.5,01_data/raw/simulations/low/low_treatment_20260720_122235_175/metadata.json,1,2,0,0
low_treatment_20260720_122235_176,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_176,completed,20260721_132059,2026-07-21T13:32:37+0200,5,15,13,26,45,41,274840,152013,426853,697.8479,Candidate A,max_round_majority_vote,Candidate A,1,0.354167,0.208333,0.5,01_data/raw/simulations/low/low_treatment_20260720_122235_176/metadata.json,2,1,0,0
low_treatment_20260720_122235_177,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_177,completed,20260721_133240,2026-07-21T13:44:14+0200,5,15,14,28,43,43,257448,153033,410481,693.8224,Candidate A,max_round_majority_vote,Candidate A,1,0.360119,0.291667,0.428571,01_data/raw/simulations/low/low_treatment_20260720_122235_177/metadata.json,2,1,0,0
low_treatment_20260720_122235_178,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_178,completed,20260721_134417,2026-07-21T13:56:10+0200,5,15,11,22,44,37,250127,159089,409216,713.4975,Candidate B,max_round_majority_vote,Candidate A,0,0.267857,0.25,0.285714,01_data/raw/simulations/low/low_treatment_20260720_122235_178/metadata.json,0,2,1,0
low_treatment_20260720_122235_179,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_179,completed,20260721_135613,2026-07-21T14:06:15+0200,5,15,11,22,44,37,231233,133424,364657,601.7435,Candidate A,max_round_majority_vote,Candidate A,1,0.488095,0.333333,0.642857,01_data/raw/simulations/low/low_treatment_20260720_122235_179/metadata.json,2,1,0,0
low_treatment_20260720_122235_180,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_180,completed,20260721_140618,2026-07-21T14:10:22+0200,2,6,4,8,18,14,86684,55543,142227,243.9234,Candidate A,consensus,Candidate A,1,0.504167,0.208333,0.8,01_data/raw/simulations/low/low_treatment_20260720_122235_180/metadata.json,3,0,0,0
low_treatment_20260720_122235_181,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_181,completed,20260721_141025,2026-07-21T14:21:16+0200,5,15,14,28,45,43,261747,143043,404790,651.2436,Candidate C,max_round_majority_vote,Candidate A,0,0.383929,0.125,0.642857,01_data/raw/simulations/low/low_treatment_20260720_122235_181/metadata.json,0,1,2,0
low_treatment_20260720_122235_182,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_182,completed,20260721_142119,2026-07-21T14:29:14+0200,3,9,8,16,26,25,145576,101317,246893,474.3092,Candidate B,consensus,Candidate A,0,0.375,0.125,0.625,01_data/raw/simulations/low/low_treatment_20260720_122235_182/metadata.json,0,3,0,0
low_treatment_20260720_122235_183,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_183,completed,20260721_142917,2026-07-21T14:35:03+0200,2,6,6,12,17,18,104878,69857,174735,346.177,Candidate B,consensus,Candidate A,0,0.383333,0.166667,0.6,01_data/raw/simulations/low/low_treatment_20260720_122235_183/metadata.json,0,3,0,0
low_treatment_20260720_122235_184,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_184,completed,20260721_143506,2026-07-21T14:39:58+0200,2,6,6,12,18,18,100579,62581,163160,291.9924,Candidate C,consensus,Candidate A,0,0.2625,0.125,0.4,01_data/raw/simulations/low/low_treatment_20260720_122235_184/metadata.json,0,0,3,0
low_treatment_20260720_122235_185,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_185,completed,20260721_144001,2026-07-21T14:46:39+0200,3,9,7,14,23,23,146639,86121,232760,397.6063,Candidate A,consensus,Candidate A,1,0.4375,0.25,0.625,01_data/raw/simulations/low/low_treatment_20260720_122235_185/metadata.json,3,0,0,0
low_treatment_20260720_122235_186,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_186,completed,20260721_144642,2026-07-21T14:51:02+0200,2,6,4,8,18,14,88470,57755,146225,260.0859,Candidate B,consensus,Candidate A,0,0.441667,0.083333,0.8,01_data/raw/simulations/low/low_treatment_20260720_122235_186/metadata.json,0,3,0,0
low_treatment_20260720_122235_187,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_187,completed,20260721_145105,2026-07-21T14:55:39+0200,2,6,5,10,18,16,94360,61821,156181,274.2129,Candidate B,consensus,Candidate A,0,0.2625,0.125,0.4,01_data/raw/simulations/low/low_treatment_20260720_122235_187/metadata.json,0,3,0,0
low_treatment_20260720_122235_188,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_188,completed,20260721_145542,2026-07-21T15:07:16+0200,5,14,11,22,45,36,253910,151859,405769,693.792,Candidate A,max_round_majority_vote,Candidate A,1,0.341346,0.375,0.307692,01_data/raw/simulations/low/low_treatment_20260720_122235_188/metadata.json,2,1,0,0
low_treatment_20260720_122235_189,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_189,completed,20260721_150719,2026-07-21T15:16:02+0200,4,12,7,14,36,26,177902,115611,293513,522.6265,Candidate A,consensus,Candidate A,1,0.530303,0.333333,0.727273,01_data/raw/simulations/low/low_treatment_20260720_122235_189/metadata.json,3,0,0,0
low_treatment_20260720_122235_190,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_190,completed,20260721_151605,2026-07-21T15:27:10+0200,5,15,14,28,45,43,268423,147271,415694,665.0873,Candidate B,max_round_majority_vote,Candidate A,0,0.306548,0.041667,0.571429,01_data/raw/simulations/low/low_treatment_20260720_122235_190/metadata.json,0,2,1,0
low_treatment_20260720_122235_191,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_191,completed,20260721_152713,2026-07-21T15:48:43+0200,5,15,15,30,44,45,270943,155748,426691,1289.9017,Candidate B,max_round_majority_vote,Candidate A,0,0.276786,0.125,0.428571,01_data/raw/simulations/low/low_treatment_20260720_122235_191/metadata.json,0,2,1,0
low_treatment_20260720_122235_192,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_192,completed,20260721_154846,2026-07-21T16:01:15+0200,5,15,12,24,44,39,246675,167559,414234,749.4211,Candidate A,max_round_majority_vote,Candidate A,1,0.375,0.25,0.5,01_data/raw/simulations/low/low_treatment_20260720_122235_192/metadata.json,2,1,0,0
low_treatment_20260720_122235_193,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_193,completed,20260721_160118,2026-07-21T16:10:06+0200,4,12,10,20,36,32,198606,116342,314948,527.7236,Candidate B,consensus,Candidate A,0,0.244318,0.125,0.363636,01_data/raw/simulations/low/low_treatment_20260720_122235_193/metadata.json,0,3,0,0
low_treatment_20260720_122235_194,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_194,completed,20260721_161009,2026-07-21T16:21:24+0200,5,15,15,30,44,45,273772,150596,424368,674.6723,Candidate A,consensus,Candidate A,1,0.339286,0.25,0.428571,01_data/raw/simulations/low/low_treatment_20260720_122235_194/metadata.json,3,0,0,0
low_treatment_20260720_122235_195,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_195,completed,20260721_162127,2026-07-21T16:26:22+0200,2,6,6,12,18,18,103855,64985,168840,294.9605,Candidate A,consensus,Candidate A,1,0.583333,0.166667,1.0,01_data/raw/simulations/low/low_treatment_20260720_122235_195/metadata.json,3,0,0,0
low_treatment_20260720_122235_196,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_196,completed,20260721_162625,2026-07-21T16:37:34+0200,5,15,14,28,44,43,260937,147558,408495,668.7652,Candidate A,max_round_majority_vote,Candidate A,1,0.318452,0.208333,0.428571,01_data/raw/simulations/low/low_treatment_20260720_122235_196/metadata.json,2,0,0,1
low_treatment_20260720_122235_197,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_197,completed,20260721_163737,2026-07-21T16:42:09+0200,2,6,7,14,18,20,107341,60489,167830,272.5706,Candidate B,consensus,Candidate A,0,0.241667,0.083333,0.4,01_data/raw/simulations/low/low_treatment_20260720_122235_197/metadata.json,0,3,0,0
low_treatment_20260720_122235_198,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_198,completed,20260721_164212,2026-07-21T16:53:15+0200,5,15,12,24,44,39,241037,147405,388442,662.5083,Candidate A,max_round_majority_vote,Candidate A,1,0.419643,0.125,0.714286,01_data/raw/simulations/low/low_treatment_20260720_122235_198/metadata.json,2,1,0,0
low_treatment_20260720_122235_199,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_199,completed,20260721_165318,2026-07-21T17:05:11+0200,5,15,11,22,43,37,245127,155963,401090,712.9811,Candidate A,consensus,Candidate A,1,0.502976,0.291667,0.714286,01_data/raw/simulations/low/low_treatment_20260720_122235_199/metadata.json,3,0,0,0
low_treatment_20260720_122235_200,hidden_profile_task_rotation.json,rotated_ac,low,treatment,low_treatment_200,completed,20260721_170514,2026-07-21T17:16:17+0200,5,15,14,28,44,43,250931,147515,398446,663.5741,Candidate B,max_round_majority_vote,Candidate A,0,0.282738,0.208333,0.357143,01_data/raw/simulations/low/low_treatment_20260720_122235_200/metadata.json,0,2,1,0
moderate_baseline_20260720_122235_001,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_001,completed,20260723_205146,2026-07-23T20:52:35+0200,2,6,5,10,0,16,44453,6370,50823,49.0769,Candidate B,consensus,Candidate A,0,0.325,0.25,0.4,01_data/raw/simulations/moderate/moderate_baseline_20260720_122235_001/metadata.json,0,3,0,0
moderate_baseline_20260720_122235_002,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_002,completed,20260723_205239,2026-07-23T20:53:48+0200,3,9,1,2,0,11,33061,9516,42577,69.2777,Candidate A,consensus,Candidate A,1,0.4375,0.25,0.625,01_data/raw/simulations/moderate/moderate_baseline_20260720_122235_002/metadata.json,3,0,0,0
moderate_baseline_20260720_122235_003,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_003,completed,20260723_205351,2026-07-23T20:54:32+0200,2,6,1,2,0,8,21154,5632,26786,41.0679,Candidate C,consensus,Candidate A,0,0.483333,0.166667,0.8,01_data/raw/simulations/moderate/moderate_baseline_20260720_122235_003/metadata.json,0,0,3,0
moderate_baseline_20260720_122235_004,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_004,completed,20260723_205435,2026-07-23T20:55:18+0200,2,6,1,2,0,8,19986,5854,25840,42.6005,Candidate C,consensus,Candidate A,0,0.320833,0.041667,0.6,01_data/raw/simulations/moderate/moderate_baseline_20260720_122235_004/metadata.json,0,0,3,0
moderate_baseline_20260720_122235_005,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_005,completed,20260723_205521,2026-07-23T20:56:20+0200,3,9,1,2,0,11,31880,8179,40059,59.4409,Candidate C,consensus,Candidate A,0,0.229167,0.208333,0.25,01_data/raw/simulations/moderate/moderate_baseline_20260720_122235_005/metadata.json,0,0,3,0
moderate_baseline_20260720_122235_006,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_006,completed,20260723_205623,2026-07-23T20:57:40+0200,3,9,4,8,0,17,51400,10439,61839,76.8372,Candidate C,consensus,Candidate A,0,0.1875,0.125,0.25,01_data/raw/simulations/moderate/moderate_baseline_20260720_122235_006/metadata.json,0,0,3,0
moderate_baseline_20260720_122235_007,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_007,completed,20260723_205743,2026-07-23T20:58:35+0200,2,6,2,4,0,10,26717,7152,33869,51.7456,Candidate C,consensus,Candidate A,0,0.341667,0.083333,0.6,01_data/raw/simulations/moderate/moderate_baseline_20260720_122235_007/metadata.json,0,0,3,0
moderate_baseline_20260720_122235_008,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_008,completed,20260723_205838,2026-07-23T20:59:25+0200,2,6,2,4,0,10,26387,6383,32770,46.3723,Candidate B,consensus,Candidate A,0,0.4,0.0,0.8,01_data/raw/simulations/moderate/moderate_baseline_20260720_122235_008/metadata.json,0,3,0,0
moderate_baseline_20260720_122235_009,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_009,completed,20260723_205928,2026-07-23T21:00:14+0200,2,6,3,6,0,12,31488,6252,37740,45.9139,Candidate B,consensus,Candidate A,0,0.2625,0.125,0.4,01_data/raw/simulations/moderate/moderate_baseline_20260720_122235_009/metadata.json,0,3,0,0
moderate_baseline_20260720_122235_010,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_010,completed,20260723_210017,2026-07-23T21:01:03+0200,2,6,2,4,0,10,25543,6250,31793,45.9397,Candidate B,consensus,Candidate A,0,0.304167,0.208333,0.4,01_data/raw/simulations/moderate/moderate_baseline_20260720_122235_010/metadata.json,0,3,0,0
moderate_baseline_20260720_122235_011,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_011,completed,20260723_210106,2026-07-23T21:01:49+0200,2,6,3,6,0,12,31000,5830,36830,42.9642,Candidate A,consensus,Candidate A,1,0.220833,0.041667,0.4,01_data/raw/simulations/moderate/moderate_baseline_20260720_122235_011/metadata.json,3,0,0,0
moderate_baseline_20260720_122235_012,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_012,completed,20260723_210153,2026-07-23T21:02:41+0200,2,6,3,6,0,12,31222,6635,37857,48.4966,Candidate A,consensus,Candidate A,1,0.3625,0.125,0.6,01_data/raw/simulations/moderate/moderate_baseline_20260720_122235_012/metadata.json,3,0,0,0
moderate_baseline_20260720_122235_013,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_013,completed,20260723_210244,2026-07-23T21:04:08+0200,3,9,4,8,0,17,52684,11414,64098,83.9705,Candidate B,consensus,Candidate A,0,0.145833,0.041667,0.25,01_data/raw/simulations/moderate/moderate_baseline_20260720_122235_013/metadata.json,0,3,0,0
moderate_baseline_20260720_122235_014,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_014,completed,20260723_210412,2026-07-23T21:04:56+0200,2,6,2,4,0,10,25523,6002,31525,44.1951,Candidate B,consensus,Candidate A,0,0.220833,0.041667,0.4,01_data/raw/simulations/moderate/moderate_baseline_20260720_122235_014/metadata.json,0,3,0,0
moderate_baseline_20260720_122235_015,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_015,completed,20260723_210500,2026-07-23T21:05:51+0200,2,6,4,8,0,14,37682,7047,44729,51.4054,Candidate A,consensus,Candidate A,1,0.304167,0.208333,0.4,01_data/raw/simulations/moderate/moderate_baseline_20260720_122235_015/metadata.json,3,0,0,0
moderate_baseline_20260720_122235_016,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_016,completed,20260723_210555,2026-07-23T21:06:43+0200,2,6,4,8,0,14,37630,6491,44121,48.0828,Candidate B,consensus,Candidate A,0,0.1625,0.125,0.2,01_data/raw/simulations/moderate/moderate_baseline_20260720_122235_016/metadata.json,0,3,0,0
moderate_baseline_20260720_122235_017,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_017,completed,20260723_210646,2026-07-23T21:07:47+0200,3,9,1,2,0,11,30840,8407,39247,60.9828,Candidate B,consensus,Candidate A,0,0.4375,0.125,0.75,01_data/raw/simulations/moderate/moderate_baseline_20260720_122235_017/metadata.json,0,3,0,0
moderate_baseline_20260720_122235_018,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_018,completed,20260723_210750,2026-07-23T21:08:35+0200,2,6,2,4,0,10,26190,6194,32384,45.2711,Candidate B,consensus,Candidate A,0,0.183333,0.166667,0.2,01_data/raw/simulations/moderate/moderate_baseline_20260720_122235_018/metadata.json,0,3,0,0
moderate_baseline_20260720_122235_019,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_019,completed,20260723_210839,2026-07-23T21:09:16+0200,2,6,1,2,0,8,21070,5080,26150,37.2254,Candidate B,consensus,Candidate A,0,0.4625,0.125,0.8,01_data/raw/simulations/moderate/moderate_baseline_20260720_122235_019/metadata.json,0,3,0,0
moderate_baseline_20260720_122235_020,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_020,completed,20260723_210919,2026-07-23T21:10:17+0200,2,6,4,8,0,14,39197,7916,47113,57.8803,Candidate B,consensus,Candidate A,0,0.2,0.0,0.4,01_data/raw/simulations/moderate/moderate_baseline_20260720_122235_020/metadata.json,0,3,0,0
moderate_baseline_20260720_122235_021,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_021,completed,20260723_211020,2026-07-23T21:10:58+0200,2,6,1,2,0,8,20608,5179,25787,37.8293,Candidate C,consensus,Candidate A,0,0.141667,0.083333,0.2,01_data/raw/simulations/moderate/moderate_baseline_20260720_122235_021/metadata.json,0,0,3,0
moderate_baseline_20260720_122235_022,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_022,completed,20260723_211101,2026-07-23T21:11:55+0200,2,6,4,8,0,14,40771,7250,48021,53.4094,Candidate B,consensus,Candidate A,0,0.404167,0.208333,0.6,01_data/raw/simulations/moderate/moderate_baseline_20260720_122235_022/metadata.json,0,3,0,0
moderate_baseline_20260720_122235_023,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_023,completed,20260723_211157,2026-07-23T21:12:51+0200,2,6,3,6,0,12,33028,7265,40293,53.5082,Candidate B,consensus,Candidate A,0,0.325,0.25,0.4,01_data/raw/simulations/moderate/moderate_baseline_20260720_122235_023/metadata.json,0,3,0,0
moderate_baseline_20260720_122235_024,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_024,completed,20260723_211254,2026-07-23T21:13:48+0200,2,5,4,8,0,13,37167,7353,44520,53.9906,Candidate C,consensus,Candidate A,0,0.4375,0.125,0.75,01_data/raw/simulations/moderate/moderate_baseline_20260720_122235_024/metadata.json,0,0,3,0
moderate_baseline_20260720_122235_025,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_025,completed,20260723_211351,2026-07-23T21:14:32+0200,2,6,1,2,0,8,20364,5630,25994,41.0228,Candidate B,consensus,Candidate A,0,0.383333,0.166667,0.6,01_data/raw/simulations/moderate/moderate_baseline_20260720_122235_025/metadata.json,0,3,0,0
moderate_baseline_20260720_122235_026,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_026,completed,20260723_211434,2026-07-23T21:15:20+0200,2,6,4,8,0,14,38332,6186,44518,45.8542,Candidate B,consensus,Candidate A,0,0.4625,0.125,0.8,01_data/raw/simulations/moderate/moderate_baseline_20260720_122235_026/metadata.json,0,3,0,0
moderate_baseline_20260720_122235_027,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_027,completed,20260723_211523,2026-07-23T21:16:17+0200,2,6,4,8,0,14,36803,7321,44124,53.6549,Candidate D,consensus,Candidate A,0,0.425,0.25,0.6,01_data/raw/simulations/moderate/moderate_baseline_20260720_122235_027/metadata.json,0,0,0,3
moderate_baseline_20260720_122235_028,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_028,completed,20260723_211620,2026-07-23T21:17:01+0200,2,6,1,2,0,8,20209,5500,25709,40.367,Candidate D,consensus,Candidate A,0,0.420833,0.041667,0.8,01_data/raw/simulations/moderate/moderate_baseline_20260720_122235_028/metadata.json,0,0,0,3
moderate_baseline_20260720_122235_029,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_029,completed,20260723_211704,2026-07-23T21:18:16+0200,3,9,3,6,0,15,46132,9779,55911,72.2215,Candidate A,consensus,Candidate A,1,0.104167,0.083333,0.125,01_data/raw/simulations/moderate/moderate_baseline_20260720_122235_029/metadata.json,3,0,0,0
moderate_baseline_20260720_122235_030,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_030,completed,20260723_211819,2026-07-23T21:18:55+0200,2,6,0,0,0,6,15614,4929,20543,36.1754,Candidate B,consensus,Candidate A,0,0.4,0.0,0.8,01_data/raw/simulations/moderate/moderate_baseline_20260720_122235_030/metadata.json,0,3,0,0
moderate_baseline_20260720_122235_031,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_031,completed,20260723_211859,2026-07-23T21:19:46+0200,2,6,1,2,0,8,19998,6567,26565,47.1401,Candidate D,consensus,Candidate A,0,0.241667,0.083333,0.4,01_data/raw/simulations/moderate/moderate_baseline_20260720_122235_031/metadata.json,0,0,0,3
moderate_baseline_20260720_122235_032,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_032,completed,20260723_211949,2026-07-23T21:21:13+0200,3,9,1,2,0,11,32266,11631,43897,83.8457,Candidate D,consensus,Candidate A,0,0.270833,0.166667,0.375,01_data/raw/simulations/moderate/moderate_baseline_20260720_122235_032/metadata.json,0,0,0,3
moderate_baseline_20260720_122235_033,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_033,completed,20260723_212116,2026-07-23T21:22:03+0200,2,6,2,4,0,10,26839,6432,33271,47.028,Candidate A,consensus,Candidate A,1,0.504167,0.208333,0.8,01_data/raw/simulations/moderate/moderate_baseline_20260720_122235_033/metadata.json,3,0,0,0
moderate_baseline_20260720_122235_034,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_034,completed,20260723_212206,2026-07-23T21:22:52+0200,2,6,4,8,0,14,36405,6150,42555,45.4777,Candidate A,consensus,Candidate A,1,0.425,0.25,0.6,01_data/raw/simulations/moderate/moderate_baseline_20260720_122235_034/metadata.json,3,0,0,0
moderate_baseline_20260720_122235_035,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_035,completed,20260723_212255,2026-07-23T21:24:36+0200,4,12,1,2,0,14,44545,13892,58437,101.1538,Candidate A,consensus,Candidate A,1,0.484848,0.333333,0.636364,01_data/raw/simulations/moderate/moderate_baseline_20260720_122235_035/metadata.json,3,0,0,0
