run_id,task_file,label_version,context_transparency_condition,smm_mode,speaker_order_seed,status,timestamp,completed_at,rounds,agent_turns,agent_tool_calls,agent_tool_messages,memory_updates,total_messages,input_tokens,output_tokens,total_tokens,tokens_per_correct_decision,runtime_seconds,final_candidate,decision_method,correct_candidate,decision_correct,mean_pairwise_memory_similarity,min_pairwise_memory_similarity,max_pairwise_memory_similarity,smm_similarity,smm_evidence_share,smm_quality,smm_quality_method,team_process_score,team_process_communication,team_process_coordination,team_process_cooperation,metadata_file,votes_candidate_a,votes_candidate_b,votes_candidate_c,votes_candidate_d
moderate_baseline_20260711_111242_005,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_005,completed,20260714_222611,2026-07-14T22:26:55+0200,2,6,2,4,0,10,27313,6025,33338,,44.367,Candidate B,consensus,Candidate A,0,,,,,,,,0.447222,0.208333,0.333333,0.8,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_005/metadata.json,0,3,0,0
moderate_baseline_20260711_111242_006,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_006,completed,20260714_222658,2026-07-14T22:27:37+0200,2,6,1,2,0,8,21408,5240,26648,,38.5741,Candidate C,consensus,Candidate A,0,,,,,,,,0.322222,0.0,0.166667,0.8,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_006/metadata.json,0,0,3,0
moderate_baseline_20260711_111242_007,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_007,completed,20260714_222740,2026-07-14T22:28:35+0200,2,6,4,8,0,14,39219,7523,46742,,55.3729,Candidate B,consensus,Candidate A,0,,,,,,,,0.380556,0.208333,0.333333,0.6,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_007/metadata.json,0,3,0,0
moderate_baseline_20260711_111242_008,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_008,completed,20260714_222838,2026-07-14T22:29:28+0200,2,6,2,4,0,10,27066,6815,33881,,49.5359,Candidate A,consensus,Candidate A,1,,,,,,,,0.419444,0.125,0.333333,0.8,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_008/metadata.json,3,0,0,0
moderate_baseline_20260711_111242_009,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_009,completed,20260714_222931,2026-07-14T22:30:24+0200,2,6,4,8,0,14,38283,7296,45579,,53.5052,Candidate A,consensus,Candidate A,1,,,,,,,,0.205556,0.083333,0.333333,0.2,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_009/metadata.json,3,0,0,0
moderate_baseline_20260711_111242_010,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_010,completed,20260714_223027,2026-07-14T22:31:07+0200,2,6,2,4,0,10,25948,5420,31368,,40.0016,Candidate A,consensus,Candidate A,1,,,,,,,,0.405556,0.083333,0.333333,0.8,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_010/metadata.json,3,0,0,0
moderate_baseline_20260711_111242_011,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_011,completed,20260714_223110,2026-07-14T22:31:51+0200,2,6,3,6,0,12,30808,5582,36390,,41.1983,Candidate C,consensus,Candidate A,0,,,,,,,,0.205556,0.083333,0.333333,0.2,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_011/metadata.json,0,0,3,0
moderate_baseline_20260711_111242_012,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_012,completed,20260714_223154,2026-07-14T22:32:35+0200,2,6,2,4,0,10,25076,5582,30658,,40.6478,Candidate C,consensus,Candidate A,0,,,,,,,,0.244444,0.166667,0.166667,0.4,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_012/metadata.json,0,0,3,0
moderate_baseline_20260711_111242_013,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_013,completed,20260714_223238,2026-07-14T22:33:23+0200,2,6,2,4,0,10,25340,6223,31563,,44.8494,Candidate C,consensus,Candidate A,0,,,,,,,,0.230556,0.125,0.166667,0.4,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_013/metadata.json,0,0,3,0
moderate_baseline_20260711_111242_014,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_014,completed,20260714_223326,2026-07-14T22:35:35+0200,5,15,4,8,0,23,82595,17171,99766,,128.1454,Candidate A,max_round_majority_vote,Candidate A,1,,,,,,,,0.390476,0.333333,0.266667,0.571429,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_014/metadata.json,2,1,0,0
moderate_baseline_20260711_111242_015,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_015,completed,20260714_223538,2026-07-14T22:36:35+0200,2,6,4,8,0,14,39454,7682,47136,,57.6372,Candidate B,consensus,Candidate A,0,,,,,,,,0.302778,0.208333,0.5,0.2,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_015/metadata.json,0,3,0,0
moderate_baseline_20260711_111242_016,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_016,completed,20260714_223638,2026-07-14T22:38:32+0200,4,12,4,8,0,20,70863,15173,86036,,113.0719,Candidate C,consensus,Candidate A,0,,,,,,,,0.390152,0.375,0.25,0.545455,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_016/metadata.json,0,0,3,0
moderate_baseline_20260711_111242_017,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_017,completed,20260714_223835,2026-07-14T22:39:24+0200,2,6,4,8,0,14,37304,6581,43885,,48.882,Candidate A,consensus,Candidate A,1,,,,,,,,0.372222,0.25,0.666667,0.2,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_017/metadata.json,3,0,0,0
moderate_baseline_20260711_111242_018,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_018,completed,20260714_223927,2026-07-14T22:40:37+0200,3,9,4,8,0,17,51266,9506,60772,,70.3473,Candidate A,consensus,Candidate A,1,,,,,,,,0.402778,0.25,0.333333,0.625,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_018/metadata.json,3,0,0,0
moderate_baseline_20260711_111242_019,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_019,completed,20260714_224040,2026-07-14T22:41:15+0200,2,6,2,4,0,10,24778,4597,29375,,34.2549,Candidate C,consensus,Candidate A,0,,,,,,,,0.405556,0.083333,0.333333,0.8,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_019/metadata.json,0,0,3,0
moderate_baseline_20260711_111242_020,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_020,completed,20260714_224118,2026-07-14T22:42:51+0200,4,12,3,6,0,18,63276,12517,75793,,92.9465,Candidate A,consensus,Candidate A,1,,,,,,,,0.420455,0.458333,0.166667,0.636364,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_020/metadata.json,3,0,0,0
moderate_baseline_20260711_111242_021,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_021,completed,20260714_224254,2026-07-14T22:43:41+0200,2,6,2,4,0,10,26043,6413,32456,,46.6407,Candidate B,consensus,Candidate A,0,,,,,,,,0.444444,0.0,0.333333,1.0,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_021/metadata.json,0,3,0,0
moderate_baseline_20260711_111242_022,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_022,completed,20260714_224344,2026-07-14T22:44:57+0200,3,9,2,4,0,13,36074,10174,46248,,73.2491,Candidate A,consensus,Candidate A,1,,,,,,,,0.240741,0.125,0.222222,0.375,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_022/metadata.json,3,0,0,0
moderate_baseline_20260711_111242_023,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_023,completed,20260714_224500,2026-07-14T22:45:50+0200,2,6,1,2,0,8,20458,6833,27291,,49.8887,Candidate B,consensus,Candidate A,0,,,,,,,,0.325,0.208333,0.166667,0.6,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_023/metadata.json,0,3,0,0
moderate_baseline_20260711_111242_024,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_024,completed,20260714_224553,2026-07-14T22:47:04+0200,3,9,3,6,0,15,44744,9692,54436,,70.959,Candidate C,consensus,Candidate A,0,,,,,,,,0.212963,0.166667,0.222222,0.25,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_024/metadata.json,0,0,3,0
moderate_baseline_20260711_111242_025,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_025,completed,20260714_224707,2026-07-14T22:47:55+0200,2,6,2,4,0,10,26390,6504,32894,,47.6351,Candidate B,consensus,Candidate A,0,,,,,,,,0.227778,0.083333,0.0,0.6,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_025/metadata.json,0,3,0,0
moderate_baseline_20260711_111242_026,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_026,completed,20260714_224758,2026-07-14T22:48:41+0200,2,6,2,4,0,10,25981,5725,31706,,42.0742,Candidate C,consensus,Candidate A,0,,,,,,,,0.247222,0.208333,0.333333,0.2,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_026/metadata.json,0,0,3,0
moderate_baseline_20260711_111242_027,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_027,completed,20260714_224843,2026-07-14T22:49:35+0200,2,6,5,10,0,16,42246,6959,49205,,51.6363,Candidate A,consensus,Candidate A,1,,,,,,,,0.380556,0.041667,0.5,0.6,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_027/metadata.json,3,0,0,0
moderate_baseline_20260711_111242_028,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_028,completed,20260714_224938,2026-07-14T22:50:28+0200,2,6,2,4,0,10,27480,6846,34326,,49.689,Candidate B,consensus,Candidate A,0,,,,,,,,0.35,0.083333,0.166667,0.8,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_028/metadata.json,0,3,0,0
moderate_baseline_20260711_111242_029,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_029,completed,20260714_225031,2026-07-14T22:51:17+0200,2,6,3,6,0,12,31875,6218,38093,,45.806,Candidate A,consensus,Candidate A,1,,,,,,,,0.408333,0.291667,0.333333,0.6,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_029/metadata.json,3,0,0,0
moderate_baseline_20260711_111242_030,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_030,completed,20260714_225120,2026-07-14T22:52:09+0200,2,6,3,6,0,12,31694,6617,38311,,48.8375,Candidate B,consensus,Candidate A,0,,,,,,,,0.255556,0.0,0.166667,0.6,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_030/metadata.json,0,3,0,0
moderate_baseline_20260711_111242_031,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_031,completed,20260714_225212,2026-07-14T22:52:53+0200,2,6,3,6,0,12,31809,5535,37344,,41.05,Candidate A,consensus,Candidate A,1,,,,,,,,0.188889,0.0,0.166667,0.4,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_031/metadata.json,3,0,0,0
moderate_baseline_20260711_111242_032,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_032,completed,20260714_225257,2026-07-14T22:53:48+0200,2,6,2,4,0,10,28188,6983,35171,,51.0037,Candidate B,consensus,Candidate A,0,,,,,,,,0.336111,0.041667,0.166667,0.8,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_032/metadata.json,0,3,0,0
moderate_baseline_20260711_111242_033,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_033,completed,20260714_225350,2026-07-14T22:54:42+0200,2,6,4,8,0,14,35831,7069,42900,,51.9407,Candidate B,consensus,Candidate A,0,,,,,,,,0.366667,0.166667,0.333333,0.6,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_033/metadata.json,0,3,0,0
moderate_baseline_20260711_111242_034,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_034,completed,20260714_225445,2026-07-14T22:55:25+0200,2,6,1,2,0,8,21126,5455,26581,,39.931,Candidate B,consensus,Candidate A,0,,,,,,,,0.377778,0.166667,0.166667,0.8,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_034/metadata.json,0,3,0,0
moderate_baseline_20260711_111242_035,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_035,completed,20260714_225528,2026-07-14T22:56:16+0200,2,6,3,6,0,12,34036,6494,40530,,47.8762,Candidate B,consensus,Candidate A,0,,,,,,,,0.491667,0.375,0.5,0.6,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_035/metadata.json,0,3,0,0
moderate_baseline_20260711_111242_036,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_036,completed,20260714_225619,2026-07-14T22:57:33+0200,3,9,3,6,0,15,45273,10135,55408,,74.5386,Candidate D,consensus,Candidate A,0,,,,,,,,0.402778,0.25,0.333333,0.625,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_036/metadata.json,0,0,0,3
moderate_baseline_20260711_111242_037,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_037,completed,20260714_225736,2026-07-14T22:58:33+0200,2,6,3,6,0,12,33439,7837,41276,,57.0399,Candidate A,consensus,Candidate A,1,,,,,,,,0.205556,0.25,0.166667,0.2,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_037/metadata.json,3,0,0,0
moderate_baseline_20260711_111242_038,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_038,completed,20260714_225837,2026-07-14T22:59:18+0200,2,6,1,2,0,8,21101,5528,26629,,40.8659,Candidate D,consensus,Candidate A,0,,,,,,,,0.363889,0.125,0.166667,0.8,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_038/metadata.json,0,0,0,3
moderate_baseline_20260711_111242_039,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_039,completed,20260714_225920,2026-07-14T23:00:00+0200,2,6,2,4,0,10,27164,5355,32519,,39.2243,Candidate B,consensus,Candidate A,0,,,,,,,,0.366667,0.166667,0.333333,0.6,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_039/metadata.json,0,3,0,0
moderate_baseline_20260711_111242_040,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_040,completed,20260714_230002,2026-07-14T23:00:44+0200,2,6,1,2,0,8,21711,5604,27315,,41.208,Candidate B,consensus,Candidate A,0,,,,,,,,0.297222,0.125,0.166667,0.6,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_040/metadata.json,0,3,0,0
moderate_baseline_20260711_111242_041,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_041,completed,20260714_230047,2026-07-14T23:01:31+0200,2,6,3,6,0,12,32358,5999,38357,,44.1903,Candidate B,consensus,Candidate A,0,,,,,,,,0.15,0.083333,0.166667,0.2,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_041/metadata.json,0,3,0,0
moderate_baseline_20260711_111242_042,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_042,completed,20260714_230134,2026-07-14T23:02:58+0200,3,9,3,6,0,15,45520,11400,56920,,83.7217,Candidate D,consensus,Candidate A,0,,,,,,,,0.324074,0.25,0.222222,0.5,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_042/metadata.json,0,0,0,3
moderate_baseline_20260711_111242_043,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_043,completed,20260714_230301,2026-07-14T23:05:20+0200,5,15,5,10,0,25,93325,18623,111948,,139.7228,Candidate B,consensus,Candidate A,0,,,,,,,,0.34881,0.208333,0.266667,0.571429,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_043/metadata.json,0,3,0,0
moderate_baseline_20260711_111242_044,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_044,completed,20260714_230523,2026-07-14T23:06:14+0200,2,6,4,8,0,14,37033,6823,43856,,51.1974,Candidate C,consensus,Candidate A,0,,,,,,,,0.433333,0.166667,0.333333,0.8,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_044/metadata.json,0,0,3,0
moderate_baseline_20260711_111242_045,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_045,completed,20260714_230617,2026-07-14T23:06:56+0200,2,6,2,4,0,10,26116,5194,31310,,38.9921,Candidate B,consensus,Candidate A,0,,,,,,,,0.35,0.083333,0.166667,0.8,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_045/metadata.json,0,3,0,0
moderate_baseline_20260711_111242_046,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_046,completed,20260714_230659,2026-07-14T23:07:52+0200,2,6,2,4,0,10,26223,7293,33516,,52.9783,Candidate A,consensus,Candidate A,1,,,,,,,,0.352778,0.125,0.333333,0.6,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_046/metadata.json,3,0,0,0
moderate_baseline_20260711_111242_047,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_047,completed,20260714_230755,2026-07-14T23:08:47+0200,2,6,3,6,0,12,31867,7036,38903,,51.6072,Candidate B,consensus,Candidate A,0,,,,,,,,0.283333,0.083333,0.166667,0.6,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_047/metadata.json,0,3,0,0
moderate_baseline_20260711_111242_048,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_048,completed,20260714_230850,2026-07-14T23:09:24+0200,2,6,1,2,0,8,20779,4551,25330,,33.7408,Candidate A,consensus,Candidate A,1,,,,,,,,0.283333,0.083333,0.166667,0.6,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_048/metadata.json,3,0,0,0
moderate_baseline_20260711_111242_049,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_049,completed,20260714_230926,2026-07-14T23:11:32+0200,5,15,5,10,0,25,90955,16733,107688,,125.7719,Candidate A,consensus,Candidate A,1,,,,,,,,0.384921,0.25,0.333333,0.571429,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_049/metadata.json,3,0,0,0
moderate_baseline_20260711_111242_050,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_050,completed,20260714_231135,2026-07-14T23:12:30+0200,2,6,3,6,0,12,33001,7262,40263,,54.4244,Candidate A,consensus,Candidate A,1,,,,,,,,0.419444,0.125,0.333333,0.8,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_050/metadata.json,3,0,0,0
moderate_baseline_20260711_111242_051,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_051,completed,20260714_231232,2026-07-14T23:13:25+0200,2,6,5,10,0,16,41236,7070,48306,,52.5041,Candidate A,consensus,Candidate A,1,,,,,,,,0.294444,0.083333,0.0,0.8,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_051/metadata.json,3,0,0,0
moderate_baseline_20260711_111242_052,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_052,completed,20260714_231328,2026-07-14T23:15:09+0200,4,12,2,4,0,16,52452,13631,66083,,100.6833,Candidate B,consensus,Candidate A,0,,,,,,,,0.237374,0.083333,0.083333,0.545455,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_052/metadata.json,0,3,0,0
moderate_baseline_20260711_111242_053,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_053,completed,20260714_231511,2026-07-14T23:16:33+0200,3,9,6,12,0,21,62350,11099,73449,,81.7738,Candidate C,consensus,Candidate A,0,,,,,,,,0.314815,0.25,0.444444,0.25,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_053/metadata.json,0,0,3,0
moderate_baseline_20260711_111242_054,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_054,completed,20260714_231636,2026-07-14T23:18:14+0200,4,12,6,12,0,24,83369,13117,96486,,98.0225,Candidate B,consensus,Candidate A,0,,,,,,,,0.492424,0.333333,0.416667,0.727273,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_054/metadata.json,0,3,0,0
moderate_baseline_20260711_111242_055,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_055,completed,20260714_231817,2026-07-14T23:19:56+0200,3,9,4,8,0,17,58764,13328,72092,,99.3501,Candidate C,consensus,Candidate A,0,,,,,,,,0.347222,0.208333,0.333333,0.5,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_055/metadata.json,0,0,3,0
moderate_baseline_20260711_111242_056,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_056,completed,20260714_232000,2026-07-14T23:20:47+0200,2,6,2,4,0,10,26706,6517,33223,,47.7952,Candidate B,consensus,Candidate A,0,,,,,,,,0.216667,0.083333,0.166667,0.4,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_056/metadata.json,0,3,0,0
moderate_baseline_20260711_111242_057,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_057,completed,20260714_232051,2026-07-14T23:21:33+0200,2,6,1,2,0,8,22147,5737,27884,,41.9287,Candidate A,consensus,Candidate A,1,,,,,,,,0.297222,0.125,0.166667,0.6,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_057/metadata.json,3,0,0,0
moderate_baseline_20260711_111242_058,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_058,completed,20260714_232136,2026-07-14T23:22:21+0200,2,6,1,2,0,8,20486,6101,26587,,44.3659,Candidate A,consensus,Candidate A,1,,,,,,,,0.258333,0.208333,0.166667,0.4,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_058/metadata.json,3,0,0,0
moderate_baseline_20260711_111242_059,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_059,completed,20260714_232223,2026-07-14T23:23:14+0200,2,6,4,8,0,14,36949,6870,43819,,50.7499,Candidate B,consensus,Candidate A,0,,,,,,,,0.408333,0.125,0.5,0.6,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_059/metadata.json,0,3,0,0
moderate_baseline_20260711_111242_060,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_060,completed,20260714_232317,2026-07-14T23:24:01+0200,2,6,2,4,0,10,26255,5954,32209,,43.6794,Candidate A,consensus,Candidate A,1,,,,,,,,0.366667,0.166667,0.333333,0.6,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_060/metadata.json,3,0,0,0
moderate_baseline_20260711_111242_061,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_061,completed,20260714_232404,2026-07-14T23:25:14+0200,3,9,3,6,0,15,44564,9566,54130,,70.3583,Candidate C,consensus,Candidate A,0,,,,,,,,0.486111,0.375,0.333333,0.75,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_061/metadata.json,0,0,3,0
moderate_baseline_20260711_111242_062,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_062,completed,20260714_232517,2026-07-14T23:25:55+0200,2,6,1,2,0,8,20575,5181,25756,,37.8007,Candidate A,consensus,Candidate A,1,,,,,,,,0.216667,0.083333,0.166667,0.4,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_062/metadata.json,3,0,0,0
moderate_baseline_20260711_111242_063,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_063,completed,20260714_232558,2026-07-14T23:27:21+0200,3,9,2,4,0,13,39722,11490,51212,,82.8817,Candidate A,consensus,Candidate A,1,,,,,,,,0.259259,0.291667,0.111111,0.375,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_063/metadata.json,3,0,0,0
moderate_baseline_20260711_111242_064,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_064,completed,20260714_232723,2026-07-14T23:28:09+0200,2,6,2,4,0,10,26487,6242,32729,,45.363,Candidate B,consensus,Candidate A,0,,,,,,,,0.447222,0.208333,0.333333,0.8,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_064/metadata.json,0,3,0,0
moderate_baseline_20260711_111242_065,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_065,completed,20260714_232812,2026-07-14T23:29:00+0200,2,6,3,6,0,12,31968,6460,38428,,48.3414,Candidate D,consensus,Candidate A,0,,,,,,,,0.380556,0.208333,0.333333,0.6,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_065/metadata.json,0,0,0,3
moderate_baseline_20260711_111242_066,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_066,completed,20260714_232903,2026-07-14T23:29:39+0200,2,6,1,2,0,8,20342,4817,25159,,36.139,Candidate D,consensus,Candidate A,0,,,,,,,,0.283333,0.083333,0.166667,0.6,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_066/metadata.json,0,0,0,3
moderate_baseline_20260711_111242_067,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_067,completed,20260714_232942,2026-07-14T23:30:31+0200,2,6,1,2,0,8,21738,6744,28482,,48.8385,Candidate A,consensus,Candidate A,1,,,,,,,,0.352778,0.291667,0.166667,0.6,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_067/metadata.json,3,0,0,0
moderate_baseline_20260711_111242_068,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_068,completed,20260714_233034,2026-07-14T23:31:24+0200,2,6,2,4,0,10,27638,6809,34447,,49.7784,Candidate C,consensus,Candidate A,0,,,,,,,,0.244444,0.166667,0.166667,0.4,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_068/metadata.json,0,0,3,0
moderate_baseline_20260711_111242_069,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_069,completed,20260714_233127,2026-07-14T23:33:17+0200,4,12,2,4,0,16,54084,15123,69207,,110.216,Candidate A,consensus,Candidate A,1,,,,,,,,0.409091,0.416667,0.083333,0.727273,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_069/metadata.json,3,0,0,0
moderate_baseline_20260711_111242_070,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_070,completed,20260714_233321,2026-07-14T23:35:18+0200,4,12,4,8,0,20,73307,16161,89468,,117.1725,Candidate A,consensus,Candidate A,1,,,,,,,,0.406566,0.333333,0.25,0.636364,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_070/metadata.json,3,0,0,0
moderate_baseline_20260711_111242_071,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_071,completed,20260714_233521,2026-07-14T23:36:35+0200,3,9,4,8,0,17,51466,9756,61222,,73.62,Candidate B,consensus,Candidate A,0,,,,,,,,0.37963,0.166667,0.222222,0.75,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_071/metadata.json,0,3,0,0
moderate_baseline_20260711_111242_072,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_072,completed,20260714_233638,2026-07-14T23:37:25+0200,2,6,1,2,0,8,20757,6471,27228,,46.8644,Candidate A,consensus,Candidate A,1,,,,,,,,0.216667,0.083333,0.166667,0.4,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_072/metadata.json,3,0,0,0
