run_id,context_transparency_condition,smm_mode,speaker_order_seed,status,timestamp,completed_at,rounds,agent_turns,agent_tool_calls,agent_tool_messages,memory_updates,total_messages,input_tokens,output_tokens,total_tokens,runtime_seconds,final_candidate,decision_method,correct_candidate,decision_correct,mean_pairwise_memory_similarity,min_pairwise_memory_similarity,max_pairwise_memory_similarity,metadata_file,votes_candidate_a,votes_candidate_b,votes_candidate_c,votes_candidate_d,similarity_agent_1_agent_2,similarity_agent_1_agent_3,similarity_agent_2_agent_3
low_treatment_20260530_091120_087,low,treatment,low_treatment_20260530_091120_087,completed,20260530_200935,2026-05-30T20:18:09+0200,5,15,11,22,45,37,183287,96248,279535,513.405,Candidate A,max_round_majority_vote,Candidate C,0,,,,01_data/raw/simulations/low/low_treatment_20260530_091120_087/metadata.json,2,1,0,0,,,
low_treatment_20260530_091120_088,low,treatment,low_treatment_20260530_091120_088,completed,20260530_201812,2026-05-30T20:27:41+0200,5,15,12,24,45,39,201488,107993,309481,568.7976,Candidate D,max_round_majority_vote,Candidate C,0,,,,01_data/raw/simulations/low/low_treatment_20260530_091120_088/metadata.json,0,0,1,2,,,
low_treatment_20260530_091120_089,low,treatment,low_treatment_20260530_091120_089,completed,20260530_202744,2026-05-30T20:36:51+0200,5,15,15,30,45,45,204462,102115,306577,546.5593,Candidate C,max_round_majority_vote,Candidate C,1,,,,01_data/raw/simulations/low/low_treatment_20260530_091120_089/metadata.json,1,0,2,0,,,
low_treatment_20260530_091120_090,low,treatment,low_treatment_20260530_091120_090,completed,20260530_203654,2026-05-30T20:50:59+0200,5,15,9,18,45,33,215398,130766,346164,845.2283,Candidate C,max_round_majority_vote,Candidate C,1,,,,01_data/raw/simulations/low/low_treatment_20260530_091120_090/metadata.json,0,0,2,1,,,
low_treatment_20260530_091120_091,low,treatment,low_treatment_20260530_091120_091,completed,20260530_205103,2026-05-30T20:59:16+0200,5,15,9,18,45,33,185052,92732,277784,493.7211,Candidate B,max_round_majority_vote,Candidate C,0,,,,01_data/raw/simulations/low/low_treatment_20260530_091120_091/metadata.json,0,2,1,0,,,
low_treatment_20260530_091120_092,low,treatment,low_treatment_20260530_091120_092,completed,20260530_205920,2026-05-30T21:05:46+0200,4,12,4,8,36,20,124267,72316,196583,386.0961,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/low/low_treatment_20260530_091120_092/metadata.json,0,0,3,0,,,
low_treatment_20260530_091120_093,low,treatment,low_treatment_20260530_091120_093,completed,20260530_210549,2026-05-30T21:14:25+0200,5,15,11,22,45,37,182279,95257,277536,515.8133,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/low/low_treatment_20260530_091120_093/metadata.json,0,0,3,0,,,
low_treatment_20260530_091120_094,low,treatment,low_treatment_20260530_091120_094,completed,20260530_211429,2026-05-30T21:23:15+0200,5,15,6,12,45,27,169920,99694,269614,526.4512,Candidate C,max_round_majority_vote,Candidate C,1,,,,01_data/raw/simulations/low/low_treatment_20260530_091120_094/metadata.json,0,1,2,0,,,
low_treatment_20260530_091120_095,low,treatment,low_treatment_20260530_091120_095,completed,20260530_212319,2026-05-30T21:31:49+0200,5,15,9,18,45,33,175544,96603,272147,510.3941,Candidate C,max_round_majority_vote,Candidate C,1,,,,01_data/raw/simulations/low/low_treatment_20260530_091120_095/metadata.json,0,1,2,0,,,
low_treatment_20260530_091120_096,low,treatment,low_treatment_20260530_091120_096,completed,20260530_213152,2026-05-30T21:37:41+0200,3,9,11,22,27,31,127019,62542,189561,349.2714,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/low/low_treatment_20260530_091120_096/metadata.json,0,3,0,0,,,
low_treatment_20260530_091120_097,low,treatment,low_treatment_20260530_091120_097,completed,20260530_213745,2026-05-30T21:46:35+0200,5,15,14,28,45,43,201576,97828,299404,530.0828,Candidate D,max_round_majority_vote,Candidate C,0,,,,01_data/raw/simulations/low/low_treatment_20260530_091120_097/metadata.json,0,0,1,2,,,
low_treatment_20260530_091120_098,low,treatment,low_treatment_20260530_091120_098,completed,20260530_214638,2026-05-30T21:51:03+0200,3,9,4,8,27,17,96587,50222,146809,264.8445,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/low/low_treatment_20260530_091120_098/metadata.json,0,0,3,0,,,
low_treatment_20260530_091120_099,low,treatment,low_treatment_20260530_091120_099,completed,20260530_215106,2026-05-30T21:58:05+0200,4,12,7,14,36,26,138458,78822,217280,418.7138,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/low/low_treatment_20260530_091120_099/metadata.json,0,0,3,0,,,
low_treatment_20260530_091120_100,low,treatment,low_treatment_20260530_091120_100,completed,20260530_215808,2026-05-30T22:04:26+0200,4,12,8,16,36,28,142750,70638,213388,377.9511,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/low/low_treatment_20260530_091120_100/metadata.json,0,0,3,0,,,
moderate_baseline_20260526_231706_001,moderate,baseline,moderate_baseline_20260526_231706_001,completed,20260528_161109,2026-05-28T16:11:50+0200,2,6,0,0,0,6,15769,4996,20765,41.2124,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_001/metadata.json,0,3,0,0,,,
moderate_baseline_20260526_231706_002,moderate,baseline,moderate_baseline_20260526_231706_002,completed,20260528_161154,2026-05-28T16:12:42+0200,2,6,1,2,0,8,19300,6056,25356,48.2062,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_002/metadata.json,0,3,0,0,,,
moderate_baseline_20260526_231706_003,moderate,baseline,moderate_baseline_20260526_231706_003,completed,20260528_161245,2026-05-28T16:13:35+0200,2,6,1,2,0,8,20699,6293,26992,50.369,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_003/metadata.json,0,3,0,0,,,
moderate_baseline_20260526_231706_004,moderate,baseline,moderate_baseline_20260526_231706_004,completed,20260528_161339,2026-05-28T16:14:35+0200,2,6,2,4,0,10,25066,7043,32109,56.3474,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_004/metadata.json,0,0,3,0,,,
moderate_baseline_20260526_231706_005,moderate,baseline,moderate_baseline_20260526_231706_005,completed,20260528_161438,2026-05-28T16:15:43+0200,3,9,1,2,0,11,31109,8055,39164,65.2052,Candidate D,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_005/metadata.json,0,0,0,3,,,
moderate_baseline_20260526_231706_006,moderate,baseline,moderate_baseline_20260526_231706_006,completed,20260528_161547,2026-05-28T16:17:02+0200,3,9,0,0,0,9,26034,9533,35567,75.2938,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_006/metadata.json,0,0,3,0,,,
moderate_baseline_20260526_231706_007,moderate,baseline,moderate_baseline_20260526_231706_007,completed,20260528_161705,2026-05-28T16:17:40+0200,2,6,0,0,0,6,15483,4263,19746,34.3761,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_007/metadata.json,0,3,0,0,,,
moderate_baseline_20260526_231706_008,moderate,baseline,moderate_baseline_20260526_231706_008,completed,20260528_161743,2026-05-28T16:18:41+0200,3,9,0,0,0,9,25821,7301,33122,58.4836,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_008/metadata.json,0,3,0,0,,,
moderate_baseline_20260526_231706_009,moderate,baseline,moderate_baseline_20260526_231706_009,completed,20260528_161845,2026-05-28T16:19:44+0200,2,6,2,4,0,10,25250,7434,32684,59.2083,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_009/metadata.json,0,0,3,0,,,
moderate_baseline_20260526_231706_010,moderate,baseline,moderate_baseline_20260526_231706_010,completed,20260528_161947,2026-05-28T16:21:05+0200,3,8,2,4,0,12,33867,9793,43660,77.7301,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_010/metadata.json,0,0,3,0,,,
moderate_baseline_20260526_231706_011,moderate,baseline,moderate_baseline_20260526_231706_011,completed,20260528_162108,2026-05-28T16:23:02+0200,4,12,3,6,0,18,56840,14117,70957,113.9832,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_011/metadata.json,0,0,3,0,,,
moderate_baseline_20260526_231706_012,moderate,baseline,moderate_baseline_20260526_231706_012,completed,20260528_162305,2026-05-28T16:23:55+0200,2,6,1,2,0,8,19552,6153,25705,49.3689,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_012/metadata.json,0,0,3,0,,,
moderate_baseline_20260526_231706_013,moderate,baseline,moderate_baseline_20260526_231706_013,completed,20260528_162358,2026-05-28T16:25:23+0200,3,9,1,2,0,11,30731,10727,41458,85.1844,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_013/metadata.json,0,0,3,0,,,
moderate_baseline_20260526_231706_014,moderate,baseline,moderate_baseline_20260526_231706_014,completed,20260528_162526,2026-05-28T16:27:13+0200,4,12,2,4,0,16,50802,13358,64160,107.1034,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_014/metadata.json,0,0,3,0,,,
moderate_baseline_20260526_231706_015,moderate,baseline,moderate_baseline_20260526_231706_015,completed,20260528_162717,2026-05-28T16:27:57+0200,2,6,1,2,0,8,20177,4939,25116,40.225,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_015/metadata.json,0,3,0,0,,,
moderate_baseline_20260526_231706_016,moderate,baseline,moderate_baseline_20260526_231706_016,completed,20260528_162800,2026-05-28T16:28:49+0200,2,6,1,2,0,8,19699,6075,25774,48.402,Candidate D,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_016/metadata.json,0,0,0,3,,,
moderate_baseline_20260526_231706_017,moderate,baseline,moderate_baseline_20260526_231706_017,completed,20260528_162852,2026-05-28T16:29:53+0200,2,6,3,6,0,12,29650,7741,37391,61.6602,Candidate D,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_017/metadata.json,0,0,0,3,,,
moderate_baseline_20260526_231706_018,moderate,baseline,moderate_baseline_20260526_231706_018,completed,20260528_162957,2026-05-28T16:30:36+0200,2,6,0,0,0,6,15255,4863,20118,39.0017,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_018/metadata.json,0,0,3,0,,,
moderate_baseline_20260526_231706_019,moderate,baseline,moderate_baseline_20260526_231706_019,completed,20260528_163039,2026-05-28T16:31:56+0200,3,9,2,4,0,13,35098,9725,44823,77.5927,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_019/metadata.json,0,0,3,0,,,
moderate_baseline_20260526_231706_020,moderate,baseline,moderate_baseline_20260526_231706_020,completed,20260528_163200,2026-05-28T16:32:49+0200,2,6,2,4,0,10,25529,6159,31688,49.532,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_020/metadata.json,0,3,0,0,,,
moderate_baseline_20260526_231706_021,moderate,baseline,moderate_baseline_20260526_231706_021,completed,20260528_163253,2026-05-28T16:33:51+0200,3,9,1,2,0,11,32367,7284,39651,58.7298,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_021/metadata.json,0,0,3,0,,,
moderate_baseline_20260526_231706_022,moderate,baseline,moderate_baseline_20260526_231706_022,completed,20260528_163355,2026-05-28T16:35:08+0200,2,6,2,4,0,10,26383,9330,35713,73.8224,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_022/metadata.json,0,3,0,0,,,
moderate_baseline_20260526_231706_023,moderate,baseline,moderate_baseline_20260526_231706_023,completed,20260528_163512,2026-05-28T16:35:57+0200,2,6,0,0,0,6,15585,5696,21281,45.4795,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_023/metadata.json,0,0,3,0,,,
moderate_baseline_20260526_231706_024,moderate,baseline,moderate_baseline_20260526_231706_024,completed,20260528_163600,2026-05-28T16:36:52+0200,2,6,1,2,0,8,19915,6553,26468,52.0461,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_024/metadata.json,0,3,0,0,,,
moderate_baseline_20260526_231706_025,moderate,baseline,moderate_baseline_20260526_231706_025,completed,20260528_163655,2026-05-28T16:37:35+0200,2,6,0,0,0,6,15679,4941,20620,39.8695,Candidate D,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_025/metadata.json,0,0,0,3,,,
moderate_baseline_20260526_231706_026,moderate,baseline,moderate_baseline_20260526_231706_026,completed,20260528_163738,2026-05-28T16:39:48+0200,5,15,3,6,0,21,73126,15763,88889,129.8585,Candidate B,max_round_majority_vote,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_026/metadata.json,0,2,0,1,,,
moderate_baseline_20260526_231706_027,moderate,baseline,moderate_baseline_20260526_231706_027,completed,20260528_163952,2026-05-28T16:41:24+0200,3,9,3,6,0,15,43580,11486,55066,92.0525,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_027/metadata.json,0,3,0,0,,,
moderate_baseline_20260526_231706_028,moderate,baseline,moderate_baseline_20260526_231706_028,completed,20260528_164127,2026-05-28T16:42:14+0200,2,6,1,2,0,8,19388,5927,25315,47.2786,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_028/metadata.json,0,3,0,0,,,
moderate_baseline_20260526_231706_029,moderate,baseline,moderate_baseline_20260526_231706_029,completed,20260528_164217,2026-05-28T16:43:24+0200,2,6,3,6,0,12,32937,8264,41201,66.9653,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_029/metadata.json,0,3,0,0,,,
moderate_baseline_20260526_231706_030,moderate,baseline,moderate_baseline_20260526_231706_030,completed,20260528_164327,2026-05-28T16:44:10+0200,2,6,0,0,0,6,15417,5410,20827,43.115,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_030/metadata.json,0,3,0,0,,,
moderate_baseline_20260526_231706_031,moderate,baseline,moderate_baseline_20260526_231706_031,completed,20260528_164414,2026-05-28T16:45:39+0200,3,9,3,6,0,15,39747,10717,50464,85.6673,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_031/metadata.json,0,3,0,0,,,
moderate_baseline_20260526_231706_032,moderate,baseline,moderate_baseline_20260526_231706_032,completed,20260528_164543,2026-05-28T16:46:51+0200,3,9,1,2,0,11,31571,8571,40142,68.5715,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_032/metadata.json,0,3,0,0,,,
moderate_baseline_20260526_231706_033,moderate,baseline,moderate_baseline_20260526_231706_033,completed,20260528_164654,2026-05-28T16:47:38+0200,2,6,1,2,0,8,19599,5473,25072,43.8478,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_033/metadata.json,0,3,0,0,,,
moderate_baseline_20260526_231706_034,moderate,baseline,moderate_baseline_20260526_231706_034,completed,20260528_164741,2026-05-28T16:48:26+0200,2,6,0,0,0,6,15395,5522,20917,44.341,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_034/metadata.json,0,3,0,0,,,
moderate_baseline_20260526_231706_035,moderate,baseline,moderate_baseline_20260526_231706_035,completed,20260528_164829,2026-05-28T16:49:50+0200,2,6,6,12,0,18,40509,10236,50745,81.4888,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_035/metadata.json,0,0,3,0,,,
moderate_baseline_20260526_231706_036,moderate,baseline,moderate_baseline_20260526_231706_036,completed,20260528_164954,2026-05-28T16:50:48+0200,2,6,2,4,0,10,25128,6756,31884,54.0567,Candidate D,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_036/metadata.json,0,0,0,3,,,
moderate_baseline_20260526_231706_037,moderate,baseline,moderate_baseline_20260526_231706_037,completed,20260528_165051,2026-05-28T16:52:55+0200,5,15,0,0,0,15,50260,15245,65505,123.693,Candidate C,max_round_majority_vote,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_037/metadata.json,1,0,2,0,,,
moderate_baseline_20260526_231706_038,moderate,baseline,moderate_baseline_20260526_231706_038,completed,20260528_165258,2026-05-28T16:53:39+0200,2,6,0,0,0,6,15225,5142,20367,41.2067,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_038/metadata.json,0,3,0,0,,,
moderate_baseline_20260526_231706_039,moderate,baseline,moderate_baseline_20260526_231706_039,completed,20260528_165342,2026-05-28T16:55:10+0200,4,12,1,2,0,14,45378,10839,56217,87.7155,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_039/metadata.json,0,3,0,0,,,
moderate_baseline_20260526_231706_040,moderate,baseline,moderate_baseline_20260526_231706_040,completed,20260528_165513,2026-05-28T16:56:07+0200,2,6,2,4,0,10,24482,6784,31266,54.0777,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_040/metadata.json,0,0,3,0,,,
moderate_baseline_20260526_231706_041,moderate,baseline,moderate_baseline_20260526_231706_041,completed,20260528_165611,2026-05-28T16:56:51+0200,2,6,0,0,0,6,15486,4984,20470,40.1389,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_041/metadata.json,0,3,0,0,,,
moderate_baseline_20260526_231706_042,moderate,baseline,moderate_baseline_20260526_231706_042,completed,20260528_165654,2026-05-28T16:57:38+0200,2,6,1,2,0,8,19460,5547,25007,44.3136,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_042/metadata.json,0,0,3,0,,,
moderate_baseline_20260526_231706_043,moderate,baseline,moderate_baseline_20260526_231706_043,completed,20260528_165742,2026-05-28T16:58:56+0200,3,9,2,4,0,13,37292,9226,46518,74.3321,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_043/metadata.json,0,0,3,0,,,
moderate_baseline_20260526_231706_044,moderate,baseline,moderate_baseline_20260526_231706_044,completed,20260528_165859,2026-05-28T16:59:47+0200,2,6,1,2,0,8,19703,5939,25642,47.7608,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_044/metadata.json,0,3,0,0,,,
moderate_baseline_20260526_231706_045,moderate,baseline,moderate_baseline_20260526_231706_045,completed,20260528_165950,2026-05-28T17:00:36+0200,2,6,0,0,0,6,15631,5727,21358,45.8046,Candidate D,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_045/metadata.json,0,0,0,3,,,
moderate_baseline_20260526_231706_046,moderate,baseline,moderate_baseline_20260526_231706_046,completed,20260528_170039,2026-05-28T17:02:47+0200,5,15,3,6,0,21,68879,15640,84519,128.1894,Candidate D,max_round_majority_vote,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_046/metadata.json,0,1,0,2,,,
moderate_baseline_20260526_231706_047,moderate,baseline,moderate_baseline_20260526_231706_047,completed,20260528_170250,2026-05-28T17:03:41+0200,2,6,1,2,0,8,19637,6361,25998,50.6352,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_047/metadata.json,0,3,0,0,,,
moderate_baseline_20260526_231706_048,moderate,baseline,moderate_baseline_20260526_231706_048,completed,20260528_170344,2026-05-28T17:04:38+0200,2,6,1,2,0,8,20695,6735,27430,53.6524,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_048/metadata.json,0,0,3,0,,,
moderate_baseline_20260526_231706_049,moderate,baseline,moderate_baseline_20260526_231706_049,completed,20260528_170441,2026-05-28T17:05:42+0200,2,6,2,4,0,10,24995,7689,32684,61.1762,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_049/metadata.json,0,0,3,0,,,
moderate_baseline_20260526_231706_050,moderate,baseline,moderate_baseline_20260526_231706_050,completed,20260528_170545,2026-05-28T17:06:33+0200,2,6,1,2,0,8,20329,5999,26328,47.9152,Candidate D,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_050/metadata.json,0,0,0,3,,,
moderate_baseline_20260526_231706_051,moderate,baseline,moderate_baseline_20260526_231706_051,completed,20260528_170636,2026-05-28T17:07:34+0200,2,6,2,4,0,10,25715,7125,32840,57.0591,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_051/metadata.json,0,0,3,0,,,
moderate_baseline_20260526_231706_052,moderate,baseline,moderate_baseline_20260526_231706_052,completed,20260528_170737,2026-05-28T17:08:32+0200,2,6,1,2,0,8,19946,6917,26863,54.8707,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_052/metadata.json,0,0,3,0,,,
moderate_baseline_20260526_231706_053,moderate,baseline,moderate_baseline_20260526_231706_053,completed,20260528_170835,2026-05-28T17:09:49+0200,3,9,2,4,0,13,36616,9220,45836,74.5239,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_053/metadata.json,0,3,0,0,,,
moderate_baseline_20260526_231706_054,moderate,baseline,moderate_baseline_20260526_231706_054,completed,20260528_170953,2026-05-28T17:10:49+0200,2,6,2,4,0,10,24761,7116,31877,56.6232,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_054/metadata.json,0,0,3,0,,,
moderate_baseline_20260526_231706_055,moderate,baseline,moderate_baseline_20260526_231706_055,completed,20260528_171053,2026-05-28T17:12:18+0200,3,9,2,4,0,13,35741,10793,46534,85.7215,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_055/metadata.json,0,0,3,0,,,
moderate_baseline_20260526_231706_056,moderate,baseline,moderate_baseline_20260526_231706_056,completed,20260528_171222,2026-05-28T17:13:17+0200,2,6,1,2,0,8,21948,6900,28848,55.3247,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_056/metadata.json,0,3,0,0,,,
moderate_baseline_20260526_231706_057,moderate,baseline,moderate_baseline_20260526_231706_057,completed,20260528_171320,2026-05-28T17:14:09+0200,2,6,2,4,0,10,24534,6141,30675,49.2141,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_057/metadata.json,0,0,3,0,,,
moderate_baseline_20260526_231706_058,moderate,baseline,moderate_baseline_20260526_231706_058,completed,20260528_171412,2026-05-28T17:14:58+0200,2,6,0,0,0,6,15735,5656,21391,45.3271,Candidate D,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_058/metadata.json,0,0,0,3,,,
moderate_baseline_20260526_231706_059,moderate,baseline,moderate_baseline_20260526_231706_059,completed,20260528_171501,2026-05-28T17:15:51+0200,2,6,1,2,0,8,20700,6284,26984,50.223,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_059/metadata.json,0,3,0,0,,,
moderate_baseline_20260526_231706_060,moderate,baseline,moderate_baseline_20260526_231706_060,completed,20260528_171554,2026-05-28T17:16:59+0200,3,9,2,4,0,13,35086,8056,43142,64.9366,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_060/metadata.json,0,3,0,0,,,
moderate_baseline_20260526_231706_061,moderate,baseline,moderate_baseline_20260526_231706_061,completed,20260528_171703,2026-05-28T17:17:49+0200,2,6,1,2,0,8,19414,5854,25268,46.8193,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_061/metadata.json,0,0,3,0,,,
moderate_baseline_20260526_231706_062,moderate,baseline,moderate_baseline_20260526_231706_062,completed,20260528_171753,2026-05-28T17:18:54+0200,2,6,2,4,0,10,24641,7768,32409,61.7471,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_062/metadata.json,0,3,0,0,,,
moderate_baseline_20260526_231706_063,moderate,baseline,moderate_baseline_20260526_231706_063,completed,20260528_171858,2026-05-28T17:20:37+0200,5,15,1,2,0,17,55785,11967,67752,98.8349,Candidate A,max_round_majority_vote,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_063/metadata.json,2,1,0,0,,,
moderate_baseline_20260526_231706_064,moderate,baseline,moderate_baseline_20260526_231706_064,completed,20260528_172040,2026-05-28T17:21:26+0200,2,6,1,2,0,8,19701,5812,25513,46.4865,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_064/metadata.json,0,0,3,0,,,
moderate_baseline_20260526_231706_065,moderate,baseline,moderate_baseline_20260526_231706_065,completed,20260528_172130,2026-05-28T17:22:20+0200,2,6,1,2,0,8,20345,6382,26727,50.7364,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_065/metadata.json,0,0,3,0,,,
moderate_baseline_20260526_231706_066,moderate,baseline,moderate_baseline_20260526_231706_066,completed,20260528_172224,2026-05-28T17:23:11+0200,2,6,0,0,0,6,16026,5926,21952,47.2819,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_066/metadata.json,0,3,0,0,,,
moderate_baseline_20260526_231706_067,moderate,baseline,moderate_baseline_20260526_231706_067,completed,20260528_172314,2026-05-28T17:24:25+0200,3,9,1,2,0,11,30919,8893,39812,70.855,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_067/metadata.json,0,0,3,0,,,
moderate_baseline_20260526_231706_068,moderate,baseline,moderate_baseline_20260526_231706_068,completed,20260528_172428,2026-05-28T17:26:34+0200,5,15,4,8,0,23,76749,15301,92050,126.117,Candidate B,max_round_majority_vote,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_068/metadata.json,0,2,1,0,,,
moderate_baseline_20260526_231706_069,moderate,baseline,moderate_baseline_20260526_231706_069,completed,20260528_172637,2026-05-28T17:28:36+0200,5,15,2,4,0,19,67857,14494,82351,118.2956,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_069/metadata.json,0,0,3,0,,,
moderate_baseline_20260526_231706_070,moderate,baseline,moderate_baseline_20260526_231706_070,completed,20260528_172839,2026-05-28T17:29:23+0200,2,6,0,0,0,6,15590,5520,21110,44.0078,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_070/metadata.json,0,3,0,0,,,
