run_id,condition,smm_mode,explicit_smm_memory,run_tag,status,timestamp,completed_at,rounds,agent_turns,agent_tool_calls,agent_tool_messages,memory_updates,total_messages,input_tokens,output_tokens,total_tokens,runtime_seconds,final_candidate,decision_method,correct_candidate,decision_correct,mean_pairwise_memory_similarity,min_pairwise_memory_similarity,max_pairwise_memory_similarity,mean_gold_standard_alignment,min_gold_standard_alignment,max_gold_standard_alignment,context_alignment,memory_similarity_method,gold_standard_alignment_method,embedding_model,metadata_file,votes_candidate_a,votes_candidate_b,votes_candidate_c,votes_candidate_d,gold_alignment_agent_1,gold_alignment_agent_2,gold_alignment_agent_3,gold_check_agent_1_a_risks,gold_check_agent_1_b_risks,gold_check_agent_1_c_attention,gold_check_agent_1_c_calmness,gold_check_agent_1_c_crew_fit,gold_check_agent_1_c_reliability,gold_check_agent_1_d_risks,gold_check_agent_1_favorite_is_c,gold_check_agent_2_a_risks,gold_check_agent_2_b_risks,gold_check_agent_2_c_attention,gold_check_agent_2_c_calmness,gold_check_agent_2_c_crew_fit,gold_check_agent_2_c_reliability,gold_check_agent_2_d_risks,gold_check_agent_2_favorite_is_c,gold_check_agent_3_a_risks,gold_check_agent_3_b_risks,gold_check_agent_3_c_attention,gold_check_agent_3_c_calmness,gold_check_agent_3_c_crew_fit,gold_check_agent_3_c_reliability,gold_check_agent_3_d_risks,gold_check_agent_3_favorite_is_c,similarity_agent_1_agent_2,similarity_agent_1_agent_3,similarity_agent_2_agent_3
low_treatment_20260508_195017_023,low,treatment,True,transparency_experiment,completed,20260508_215311,2026-05-08T21:56:52+0200,5,15,0,0,45,15,112363,46838,159201,221.027,Candidate B,max_round_majority_vote,Candidate C,0,0.817686,0.770986,0.900508,0.5,0.25,0.875,0.408843,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260508_195017_023/metadata.json,0,2,1,0,0.375,0.25,0.875,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0.781563,0.770986,0.900508
low_treatment_20260508_195017_024,low,treatment,True,transparency_experiment,completed,20260508_215655,2026-05-08T22:00:43+0200,5,15,0,0,45,15,118220,51796,170016,227.9314,,max_round_no_majority,Candidate C,0,0.837448,0.796942,0.912337,0.541667,0.375,0.875,0.453618,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260508_195017_024/metadata.json,1,1,1,0,0.875,0.375,0.375,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0.912337,0.803065,0.796942
low_treatment_20260508_195017_025,low,treatment,True,transparency_experiment,completed,20260508_220047,2026-05-08T22:04:32+0200,5,15,0,0,45,15,118383,51721,170104,225.3551,,max_round_no_majority,Candidate C,0,0.926576,0.919523,0.930762,0.416667,0.375,0.5,0.386074,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260508_195017_025/metadata.json,1,1,1,0,0.5,0.375,0.375,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0.919523,0.930762,0.929444
low_treatment_20260508_195017_026,low,treatment,True,transparency_experiment,completed,20260508_220435,2026-05-08T22:08:08+0200,5,15,0,0,45,15,116011,51142,167153,213.1322,Candidate A,max_round_majority_vote,Candidate C,0,0.792902,0.743332,0.876454,0.458333,0.25,0.75,0.363413,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260508_195017_026/metadata.json,2,1,0,0,0.75,0.25,0.375,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.743332,0.758919,0.876454
low_treatment_20260508_195017_027,low,treatment,True,transparency_experiment,completed,20260508_220811,2026-05-08T22:11:29+0200,5,15,0,0,45,15,115832,50965,166797,198.3176,Candidate A,max_round_majority_vote,Candidate C,0,0.787819,0.749887,0.836569,0.208333,0.125,0.25,0.164129,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260508_195017_027/metadata.json,2,1,0,0,0.25,0.25,0.125,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.777001,0.836569,0.749887
low_treatment_20260508_195017_028,low,treatment,True,transparency_experiment,completed,20260508_221132,2026-05-08T22:15:25+0200,5,15,0,0,45,15,116513,50329,166842,232.0988,,max_round_no_majority,Candidate C,0,0.792825,0.71802,0.918681,0.625,0.25,0.875,0.495516,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260508_195017_028/metadata.json,1,1,0,1,0.25,0.75,0.875,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0.918681,0.741773,0.71802
low_treatment_20260508_195017_029,low,treatment,True,transparency_experiment,completed,20260508_221528,2026-05-08T22:19:08+0200,5,14,0,0,45,14,110531,51260,161791,220.6718,Candidate C,consensus,Candidate C,1,0.778609,0.695624,0.928606,0.708333,0.5,1.0,0.551514,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260508_195017_029/metadata.json,0,0,3,0,1.0,0.5,0.625,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0.695624,0.928606,0.711596
low_treatment_20260508_195017_030,low,treatment,True,transparency_experiment,completed,20260508_221911,2026-05-08T22:21:28+0200,3,9,0,0,27,9,67241,31032,98273,136.6107,Candidate C,consensus,Candidate C,1,0.910382,0.897089,0.925008,0.5,0.375,0.625,0.455191,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/low/low_treatment_20260508_195017_030/metadata.json,0,0,3,0,0.5,0.625,0.375,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0.925008,0.90905,0.897089
moderate_baseline_20260508_195017_001,moderate,baseline,False,transparency_experiment,completed,20260509_020714,2026-05-09T02:09:03+0200,5,15,0,0,0,15,34183,12068,46251,109.5353,,max_round_no_majority,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_195017_001/metadata.json,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260508_195017_002,moderate,baseline,False,transparency_experiment,completed,20260509_020906,2026-05-09T02:11:19+0200,5,15,0,0,0,15,34757,14768,49525,132.9434,Candidate B,max_round_majority_vote,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_195017_002/metadata.json,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260508_195017_003,moderate,baseline,False,transparency_experiment,completed,20260509_021123,2026-05-09T02:12:05+0200,2,6,0,0,0,6,10297,5172,15469,42.573,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_195017_003/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260508_195017_004,moderate,baseline,False,transparency_experiment,completed,20260509_021209,2026-05-09T02:13:52+0200,5,14,0,0,0,14,33352,13364,46716,103.6018,Candidate A,max_round_majority_vote,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_195017_004/metadata.json,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260508_195017_005,moderate,baseline,False,transparency_experiment,completed,20260509_021355,2026-05-09T02:15:49+0200,5,15,0,0,0,15,33149,13023,46172,113.8539,Candidate B,max_round_majority_vote,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_195017_005/metadata.json,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260508_195017_006,moderate,baseline,False,transparency_experiment,completed,20260509_021552,2026-05-09T02:17:25+0200,5,15,0,0,0,15,32959,10334,43293,93.225,Candidate A,max_round_majority_vote,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_195017_006/metadata.json,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260508_195017_007,moderate,baseline,False,transparency_experiment,completed,20260509_021728,2026-05-09T02:19:34+0200,5,15,0,0,0,15,33672,12262,45934,125.705,,max_round_no_majority,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_195017_007/metadata.json,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260508_195017_008,moderate,baseline,False,transparency_experiment,completed,20260509_021937,2026-05-09T02:20:34+0200,3,9,0,0,0,9,17038,6625,23663,57.925,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_195017_008/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260508_195017_009,moderate,baseline,False,transparency_experiment,completed,20260509_022037,2026-05-09T02:22:20+0200,5,15,0,0,0,15,34951,11867,46818,102.1804,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_195017_009/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260508_195017_010,moderate,baseline,False,transparency_experiment,completed,20260509_022223,2026-05-09T02:23:52+0200,5,15,0,0,0,15,33474,11597,45071,89.1124,Candidate B,max_round_majority_vote,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_195017_010/metadata.json,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260508_195017_011,moderate,baseline,False,transparency_experiment,completed,20260509_022355,2026-05-09T02:25:35+0200,5,15,0,0,0,15,33772,12031,45803,100.7095,,max_round_no_majority,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_195017_011/metadata.json,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260508_195017_012,moderate,baseline,False,transparency_experiment,completed,20260509_022539,2026-05-09T02:27:14+0200,5,15,0,0,0,15,33628,11069,44697,95.2654,Candidate A,max_round_majority_vote,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_195017_012/metadata.json,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260508_195017_013,moderate,baseline,False,transparency_experiment,completed,20260509_022717,2026-05-09T02:28:53+0200,5,15,0,0,0,15,34065,12173,46238,95.2412,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_195017_013/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260508_195017_014,moderate,baseline,False,transparency_experiment,completed,20260509_022855,2026-05-09T02:30:26+0200,4,12,0,0,0,12,25105,10617,35722,90.2106,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_195017_014/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260508_195017_015,moderate,baseline,False,transparency_experiment,completed,20260509_023028,2026-05-09T02:32:30+0200,5,15,0,0,0,15,33017,13531,46548,121.6876,Candidate C,max_round_majority_vote,Candidate C,1,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_195017_015/metadata.json,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260508_195017_016,moderate,baseline,False,transparency_experiment,completed,20260509_023233,2026-05-09T02:34:12+0200,5,15,1,2,0,17,38992,12305,51297,98.07,Candidate B,max_round_majority_vote,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_195017_016/metadata.json,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260508_195017_017,moderate,baseline,False,transparency_experiment,completed,20260509_023414,2026-05-09T02:36:05+0200,5,15,0,0,0,15,33781,13456,47237,110.5346,,max_round_no_majority,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_195017_017/metadata.json,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260508_195017_018,moderate,baseline,False,transparency_experiment,completed,20260509_023608,2026-05-09T02:37:24+0200,4,12,0,0,0,12,25141,9792,34933,75.8331,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_195017_018/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260508_195017_019,moderate,baseline,False,transparency_experiment,completed,20260509_023727,2026-05-09T02:39:26+0200,5,15,2,4,0,19,47492,14905,62397,119.0753,Candidate C,max_round_majority_vote,Candidate C,1,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_195017_019/metadata.json,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260508_195017_020,moderate,baseline,False,transparency_experiment,completed,20260509_023929,2026-05-09T02:41:14+0200,5,15,0,0,0,15,33388,12987,46375,105.5025,,max_round_no_majority,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_195017_020/metadata.json,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260508_195017_021,moderate,baseline,False,transparency_experiment,completed,20260509_024117,2026-05-09T02:42:53+0200,5,15,0,0,0,15,34610,12725,47335,95.6788,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_195017_021/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260508_195017_022,moderate,baseline,False,transparency_experiment,completed,20260509_024256,2026-05-09T02:44:30+0200,5,15,0,0,0,15,33279,11214,44493,94.6406,Candidate C,max_round_majority_vote,Candidate C,1,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_195017_022/metadata.json,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260508_195017_023,moderate,baseline,False,transparency_experiment,completed,20260509_024433,2026-05-09T02:45:33+0200,2,6,1,2,0,8,14993,5853,20846,59.2605,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_195017_023/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260508_195017_024,moderate,baseline,False,transparency_experiment,completed,20260509_024535,2026-05-09T02:47:35+0200,5,15,0,0,0,15,33536,12720,46256,119.8687,Candidate B,max_round_majority_vote,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_195017_024/metadata.json,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260508_195017_025,moderate,baseline,False,transparency_experiment,completed,20260509_024738,2026-05-09T02:49:24+0200,5,15,1,2,0,17,38939,12213,51152,105.2795,Candidate C,consensus,Candidate C,1,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_195017_025/metadata.json,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260508_195017_026,moderate,baseline,False,transparency_experiment,completed,20260509_024927,2026-05-09T02:50:51+0200,4,12,0,0,0,12,24944,10151,35095,84.1156,Candidate D,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_195017_026/metadata.json,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260508_195017_027,moderate,baseline,False,transparency_experiment,completed,20260509_025054,2026-05-09T02:52:42+0200,5,15,0,0,0,15,33461,13774,47235,108.1349,Candidate C,max_round_majority_vote,Candidate C,1,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_195017_027/metadata.json,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260508_195017_028,moderate,baseline,False,transparency_experiment,completed,20260509_025245,2026-05-09T02:54:25+0200,5,15,0,0,0,15,32699,13149,45848,100.1949,,max_round_no_majority,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_195017_028/metadata.json,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260508_195017_029,moderate,baseline,False,transparency_experiment,completed,20260509_025428,2026-05-09T02:56:27+0200,5,15,0,0,0,15,33182,14123,47305,119.2895,Candidate B,max_round_majority_vote,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_195017_029/metadata.json,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_baseline_20260508_195017_030,moderate,baseline,False,transparency_experiment,completed,20260509_025630,2026-05-09T02:58:00+0200,5,15,0,0,0,15,33292,11143,44435,90.4741,Candidate D,max_round_majority_vote,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/moderate/moderate_baseline_20260508_195017_030/metadata.json,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderate_treatment_20260508_195017_001,moderate,treatment,True,transparency_experiment,completed,20260508_222131,2026-05-08T22:25:21+0200,5,15,0,0,45,15,152880,55231,208111,230.6469,,max_round_no_majority,Candidate C,0,0.768464,0.684396,0.901793,0.5,0.375,0.625,0.384232,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_195017_001/metadata.json,1,1,0,1,0.375,0.625,0.5,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0.719204,0.901793,0.684396
moderate_treatment_20260508_195017_002,moderate,treatment,True,transparency_experiment,completed,20260508_222525,2026-05-08T22:26:48+0200,2,6,0,0,18,6,50856,22209,73065,82.9448,Candidate C,consensus,Candidate C,1,0.866594,0.840887,0.896851,0.75,0.625,1.0,0.649945,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_195017_002/metadata.json,0,0,3,0,1.0,0.625,0.625,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0.862043,0.896851,0.840887
moderate_treatment_20260508_195017_003,moderate,treatment,True,transparency_experiment,completed,20260508_222651,2026-05-08T22:28:49+0200,2,6,0,0,18,6,51395,25981,77376,118.4755,Candidate A,consensus,Candidate C,0,0.917641,0.911186,0.923753,0.125,0.125,0.125,0.114705,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_195017_003/metadata.json,3,0,0,0,0.125,0.125,0.125,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.917983,0.923753,0.911186
moderate_treatment_20260508_195017_004,moderate,treatment,True,transparency_experiment,completed,20260508_222853,2026-05-08T22:30:26+0200,2,6,0,0,18,6,50880,23698,74578,92.9206,Candidate C,consensus,Candidate C,1,0.848846,0.815013,0.906243,0.583333,0.5,0.625,0.49516,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_195017_004/metadata.json,0,0,3,0,0.625,0.625,0.5,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0.825282,0.906243,0.815013
moderate_treatment_20260508_195017_005,moderate,treatment,True,transparency_experiment,completed,20260508_223028,2026-05-08T22:34:51+0200,5,15,1,2,45,17,164567,58329,222896,262.1971,Candidate A,max_round_majority_vote,Candidate C,0,0.878572,0.827155,0.930959,0.625,0.25,0.875,0.549107,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_195017_005/metadata.json,2,1,0,0,0.75,0.25,0.875,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0.930959,0.877603,0.827155
moderate_treatment_20260508_195017_006,moderate,treatment,True,transparency_experiment,completed,20260508_223453,2026-05-08T22:38:36+0200,5,15,0,0,45,15,154876,57228,212104,222.9923,Candidate A,max_round_majority_vote,Candidate C,0,0.819515,0.763872,0.879707,0.416667,0.25,0.75,0.341465,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_195017_006/metadata.json,2,1,0,0,0.25,0.75,0.25,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0.763872,0.814967,0.879707
moderate_treatment_20260508_195017_007,moderate,treatment,True,transparency_experiment,completed,20260508_223840,2026-05-08T22:40:15+0200,2,6,0,0,18,6,51564,24557,76121,95.6151,Candidate C,consensus,Candidate C,1,0.834248,0.79772,0.898513,0.583333,0.5,0.625,0.486644,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_195017_007/metadata.json,0,0,3,0,0.5,0.625,0.625,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0.79772,0.898513,0.806512
moderate_treatment_20260508_195017_008,moderate,treatment,True,transparency_experiment,completed,20260508_224018,2026-05-08T22:45:01+0200,5,15,0,0,45,15,148004,53791,201795,282.6558,Candidate A,max_round_majority_vote,Candidate C,0,0.897383,0.881288,0.919403,0.25,0.25,0.25,0.224346,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_195017_008/metadata.json,2,1,0,0,0.25,0.25,0.25,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.891458,0.919403,0.881288
moderate_treatment_20260508_195017_009,moderate,treatment,True,transparency_experiment,completed,20260508_224504,2026-05-08T22:49:34+0200,5,15,2,4,45,19,177858,56011,233869,269.9637,Candidate B,max_round_majority_vote,Candidate C,0,0.787824,0.716271,0.87739,0.25,0.25,0.25,0.196956,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_195017_009/metadata.json,0,2,0,1,0.25,0.25,0.25,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.716271,0.87739,0.76981
moderate_treatment_20260508_195017_010,moderate,treatment,True,transparency_experiment,completed,20260508_224937,2026-05-08T22:51:47+0200,2,6,1,2,18,8,56842,25104,81946,129.9498,Candidate B,consensus,Candidate C,0,0.927356,0.918791,0.933677,0.25,0.125,0.375,0.231839,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_195017_010/metadata.json,0,3,0,0,0.125,0.25,0.375,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0.933677,0.9296,0.918791
moderate_treatment_20260508_195017_011,moderate,treatment,True,transparency_experiment,completed,20260508_225150,2026-05-08T22:56:00+0200,5,15,3,6,45,21,180202,57165,237367,249.5549,Candidate B,max_round_majority_vote,Candidate C,0,0.880008,0.849863,0.923477,0.25,0.25,0.25,0.220002,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_195017_011/metadata.json,1,2,0,0,0.25,0.25,0.25,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.923477,0.866684,0.849863
moderate_treatment_20260508_195017_012,moderate,treatment,True,transparency_experiment,completed,20260508_225603,2026-05-08T22:59:36+0200,5,15,0,0,45,15,145967,50464,196431,213.2791,Candidate B,max_round_majority_vote,Candidate C,0,0.807135,0.738344,0.899074,0.333333,0.125,0.75,0.269045,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_195017_012/metadata.json,1,2,0,0,0.125,0.75,0.125,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0.738344,0.899074,0.783986
moderate_treatment_20260508_195017_013,moderate,treatment,True,transparency_experiment,completed,20260508_225939,2026-05-08T23:04:02+0200,5,15,0,0,45,15,153949,57611,211560,263.0796,Candidate A,max_round_majority_vote,Candidate C,0,0.912084,0.898211,0.936065,0.25,0.25,0.25,0.228021,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_195017_013/metadata.json,2,1,0,0,0.25,0.25,0.25,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.936065,0.898211,0.901977
moderate_treatment_20260508_195017_014,moderate,treatment,True,transparency_experiment,completed,20260508_230406,2026-05-08T23:07:34+0200,5,15,0,0,45,15,163039,59513,222552,208.3296,Candidate B,max_round_majority_vote,Candidate C,0,0.805904,0.761078,0.890864,0.25,0.25,0.25,0.201476,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_195017_014/metadata.json,1,2,0,0,0.25,0.25,0.25,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.76577,0.890864,0.761078
moderate_treatment_20260508_195017_015,moderate,treatment,True,transparency_experiment,completed,20260508_230737,2026-05-08T23:10:05+0200,3,9,1,2,27,11,90967,36173,127140,147.3218,Candidate C,consensus,Candidate C,1,0.814909,0.726473,0.865615,0.541667,0.5,0.625,0.441409,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_195017_015/metadata.json,0,0,3,0,0.5,0.5,0.625,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0.726473,0.852639,0.865615
