run_id,condition,context_transparency_condition,input_history_scope,input_thought_history,smm_memory_scope,thought_history_items,smm_mode,explicit_smm_memory,run_tag,speaker_order_seed,status,timestamp,completed_at,rounds,agent_turns,agent_tool_calls,agent_tool_messages,memory_updates,total_messages,input_tokens,output_tokens,total_tokens,runtime_seconds,final_candidate,decision_method,correct_candidate,decision_correct,mean_pairwise_memory_similarity,min_pairwise_memory_similarity,max_pairwise_memory_similarity,memory_similarity_method,embedding_model,metadata_file,votes_candidate_a,votes_candidate_b,votes_candidate_c,votes_candidate_d,similarity_agent_1_agent_2,similarity_agent_1_agent_3,similarity_agent_2_agent_3
moderate_treatment_20260523_172601_002,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260523_172601_002,completed,20260524_020826,2026-05-24T02:54:39+0200,4,12,7,14,36,26,349682,198706,548388,2772.9557,Candidate D,consensus,Candidate C,0,0.93194,0.928059,0.938304,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260523_172601_002/metadata.json,0,0,0,3,0.929457,0.938304,0.928059
moderate_treatment_20260523_172601_003,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260523_172601_003,completed,20260524_025442,2026-05-24T03:21:04+0200,2,6,11,22,18,28,271696,139203,410899,1582.3667,Candidate C,consensus,Candidate C,1,0.942858,0.930656,0.949749,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260523_172601_003/metadata.json,0,0,3,0,0.930656,0.948169,0.949749
moderate_treatment_20260523_172601_004,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260523_172601_004,completed,20260524_032107,2026-05-24T03:30:30+0200,2,6,7,14,18,20,196269,101006,297275,562.6939,Candidate B,consensus,Candidate C,0,0.937586,0.927158,0.957026,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260523_172601_004/metadata.json,0,3,0,0,0.928575,0.927158,0.957026
moderate_treatment_20260523_172601_005,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260523_172601_005,completed,20260524_033033,2026-05-24T03:51:06+0200,3,9,5,10,27,19,212262,123954,336216,1232.4047,Candidate C,consensus,Candidate C,1,0.954785,0.951929,0.957647,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260523_172601_005/metadata.json,0,0,3,0,0.951929,0.957647,0.954778
moderate_treatment_20260523_172601_006,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260523_172601_006,completed,20260524_035109,2026-05-24T04:04:13+0200,3,9,6,12,27,21,258963,145618,404581,784.4146,Candidate B,consensus,Candidate C,0,0.906273,0.878646,0.931053,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260523_172601_006/metadata.json,0,3,0,0,0.878646,0.909121,0.931053
moderate_treatment_20260523_172601_007,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260523_172601_007,completed,20260524_040416,2026-05-24T04:16:30+0200,3,9,8,16,25,25,282793,133311,416104,733.6303,Candidate B,consensus,Candidate C,0,0.915497,0.894588,0.937556,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260523_172601_007/metadata.json,0,3,0,0,0.894588,0.914347,0.937556
moderate_treatment_20260523_172601_008,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260523_172601_008,completed,20260524_041633,2026-05-24T04:41:50+0200,4,12,8,16,35,28,371534,173986,545520,1517.6301,Candidate C,consensus,Candidate C,1,0.934263,0.928262,0.944693,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260523_172601_008/metadata.json,0,0,3,0,0.944693,0.929833,0.928262
moderate_treatment_20260523_172601_009,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260523_172601_009,completed,20260524_044153,2026-05-24T05:13:25+0200,3,8,8,16,27,24,258650,134890,393540,1891.2025,Candidate B,consensus,Candidate C,0,0.931315,0.916543,0.95046,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260523_172601_009/metadata.json,0,3,0,0,0.95046,0.926943,0.916543
moderate_treatment_20260523_172601_010,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260523_172601_010,completed,20260524_051328,2026-05-24T05:29:48+0200,2,6,4,8,18,14,142897,79176,222073,980.7065,Candidate B,consensus,Candidate C,0,0.945751,0.94347,0.948403,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260523_172601_010/metadata.json,0,3,0,0,0.94347,0.948403,0.94538
moderate_treatment_20260523_172601_011,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260523_172601_011,completed,20260524_052952,2026-05-24T05:38:18+0200,2,6,6,12,18,18,183487,93721,277208,506.2914,Candidate C,consensus,Candidate C,1,0.933428,0.927949,0.93851,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260523_172601_011/metadata.json,0,0,3,0,0.933824,0.93851,0.927949
moderate_treatment_20260523_172601_012,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260523_172601_012,completed,20260524_053821,2026-05-24T05:49:25+0200,3,9,6,12,27,21,243832,120868,364700,663.7428,Candidate D,consensus,Candidate C,0,0.930786,0.912112,0.942729,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260523_172601_012/metadata.json,0,0,0,3,0.912112,0.937517,0.942729
moderate_treatment_20260523_172601_013,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260523_172601_013,completed,20260524_054928,2026-05-24T06:02:18+0200,3,9,6,12,26,21,255051,142204,397255,770.3915,Candidate C,consensus,Candidate C,1,0.943743,0.931062,0.965551,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260523_172601_013/metadata.json,0,0,3,0,0.965551,0.931062,0.934615
moderate_treatment_20260523_172601_014,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260523_172601_014,completed,20260524_060221,2026-05-24T06:26:02+0200,3,9,8,16,27,25,276380,157056,433436,1420.2006,Candidate C,consensus,Candidate C,1,0.900145,0.886097,0.912066,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260523_172601_014/metadata.json,0,0,3,0,0.912066,0.886097,0.902272
moderate_treatment_20260523_172601_015,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260523_172601_015,completed,20260524_062605,2026-05-24T06:45:29+0200,5,15,6,12,45,27,429645,214861,644506,1164.0248,,max_round_no_majority,Candidate C,0,0.941688,0.930924,0.950556,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260523_172601_015/metadata.json,0,0,0,0,0.930924,0.950556,0.943584
moderate_treatment_20260523_172601_016,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260523_172601_016,completed,20260524_064532,2026-05-24T06:53:27+0200,2,6,6,12,17,18,179923,89803,269726,475.5467,Candidate C,consensus,Candidate C,1,0.946543,0.938211,0.959555,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260523_172601_016/metadata.json,0,0,3,0,0.941864,0.959555,0.938211
moderate_treatment_20260523_172601_017,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260523_172601_017,completed,20260524_065330,2026-05-24T07:15:50+0200,3,9,7,14,27,23,259393,140770,400163,1340.0979,Candidate C,consensus,Candidate C,1,0.931127,0.918614,0.949161,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260523_172601_017/metadata.json,0,0,3,0,0.918614,0.949161,0.925607
moderate_treatment_20260523_172601_018,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260523_172601_018,completed,20260524_071554,2026-05-24T07:31:26+0200,4,12,7,14,36,26,359969,168837,528806,932.1994,Candidate C,consensus,Candidate C,1,0.928602,0.915273,0.945754,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260523_172601_018/metadata.json,0,0,3,0,0.924779,0.915273,0.945754
moderate_treatment_20260523_172601_019,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260523_172601_019,completed,20260524_073129,2026-05-24T07:38:58+0200,2,6,7,14,18,20,179370,83156,262526,449.5462,Candidate B,consensus,Candidate C,0,0.944353,0.941623,0.947592,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260523_172601_019/metadata.json,0,3,0,0,0.947592,0.943843,0.941623
moderate_treatment_20260523_172601_020,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260523_172601_020,completed,20260524_073901,2026-05-24T07:51:53+0200,3,9,5,10,27,19,251672,139548,391220,772.1901,Candidate C,consensus,Candidate C,1,0.919513,0.911745,0.924096,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260523_172601_020/metadata.json,0,0,3,0,0.922698,0.911745,0.924096
moderate_treatment_20260523_172601_021,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260523_172601_021,completed,20260524_075156,2026-05-24T08:15:22+0200,3,9,7,14,25,23,286044,153197,439241,1405.7425,Candidate C,consensus,Candidate C,1,0.929341,0.921572,0.942627,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260523_172601_021/metadata.json,0,0,3,0,0.923824,0.942627,0.921572
moderate_treatment_20260523_172601_022,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260523_172601_022,completed,20260524_081525,2026-05-24T08:32:29+0200,4,11,16,32,35,43,467198,179682,646880,1023.7751,Candidate C,consensus,Candidate C,1,0.935905,0.927765,0.945544,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260523_172601_022/metadata.json,0,0,3,0,0.927765,0.934407,0.945544
moderate_treatment_20260523_172601_023,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260523_172601_023,completed,20260524_083232,2026-05-24T08:44:38+0200,3,9,6,12,26,21,261522,133536,395058,726.7438,Candidate C,consensus,Candidate C,1,0.947223,0.939359,0.957036,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260523_172601_023/metadata.json,0,0,3,0,0.939359,0.957036,0.945274
moderate_treatment_20260523_172601_024,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260523_172601_024,completed,20260524_084442,2026-05-24T09:03:07+0200,2,6,6,12,18,18,172080,98913,270993,1105.0903,Candidate C,consensus,Candidate C,1,0.912293,0.898186,0.93713,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260523_172601_024/metadata.json,0,0,3,0,0.901564,0.898186,0.93713
moderate_treatment_20260523_172601_025,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260523_172601_025,completed,20260524_090310,2026-05-24T09:11:25+0200,2,6,7,14,18,20,182629,90549,273178,495.3966,Candidate A,consensus,Candidate C,0,0.935357,0.921978,0.947293,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260523_172601_025/metadata.json,3,0,0,0,0.947293,0.936801,0.921978
moderate_treatment_20260523_172601_026,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260523_172601_026,completed,20260524_091128,2026-05-24T09:29:32+0200,2,6,5,10,18,16,156687,98705,255392,1084.0459,Candidate C,consensus,Candidate C,1,0.915694,0.900102,0.939719,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260523_172601_026/metadata.json,0,0,3,0,0.900102,0.939719,0.907261
moderate_treatment_20260523_172601_027,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260523_172601_027,completed,20260524_092936,2026-05-24T09:52:42+0200,3,9,15,30,26,39,348424,145990,494414,1386.4321,Candidate C,consensus,Candidate C,1,0.94341,0.93586,0.950517,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260523_172601_027/metadata.json,0,0,3,0,0.93586,0.943854,0.950517
moderate_treatment_20260523_172601_028,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260523_172601_028,completed,20260524_095246,2026-05-24T10:14:02+0200,3,9,6,12,27,21,249484,133354,382838,1276.0346,Candidate C,consensus,Candidate C,1,0.928593,0.908745,0.942312,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260523_172601_028/metadata.json,0,0,3,0,0.934722,0.942312,0.908745
moderate_treatment_20260523_172601_029,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260523_172601_029,completed,20260524_101405,2026-05-24T10:26:51+0200,3,9,6,12,27,21,243474,140056,383530,766.1564,Candidate C,consensus,Candidate C,1,0.925939,0.90397,0.942474,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260523_172601_029/metadata.json,0,0,3,0,0.942474,0.90397,0.931374
moderate_treatment_20260523_172601_030,moderate,moderate,full_history,False,full_meeting,0,treatment,True,transparency_experiment,moderate_treatment_20260523_172601_030,completed,20260524_102654,2026-05-24T10:39:04+0200,3,8,6,12,27,20,224527,137990,362517,730.0611,Candidate C,consensus,Candidate C,1,0.949532,0.947468,0.950893,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260523_172601_030/metadata.json,0,0,3,0,0.947468,0.950893,0.950234
high_treatment_20260523_172601_001,high,high,full_history,True,full_meeting,8,treatment,True,transparency_experiment,high_treatment_20260523_172601_001,completed,20260524_103907,2026-05-24T10:57:20+0200,2,6,2,4,18,10,156811,93400,250211,1092.1999,Candidate A,consensus,Candidate C,0,0.930658,0.921032,0.939555,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260523_172601_001/metadata.json,3,0,0,0,0.939555,0.931386,0.921032
high_treatment_20260523_172601_002,high,high,full_history,True,full_meeting,9,treatment,True,transparency_experiment,high_treatment_20260523_172601_002,completed,20260524_105722,2026-05-24T11:06:02+0200,2,6,3,6,18,12,167518,94450,261968,519.5634,Candidate C,consensus,Candidate C,1,0.934708,0.913792,0.947875,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260523_172601_002/metadata.json,0,0,3,0,0.942457,0.913792,0.947875
high_treatment_20260523_172601_003,high,high,full_history,True,full_meeting,9,treatment,True,transparency_experiment,high_treatment_20260523_172601_003,completed,20260524_110605,2026-05-24T11:13:32+0200,2,6,4,8,18,14,166380,82015,248395,447.5601,Candidate C,consensus,Candidate C,1,0.954086,0.945767,0.959749,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260523_172601_003/metadata.json,0,0,3,0,0.956741,0.945767,0.959749
high_treatment_20260523_172601_004,high,high,full_history,True,full_meeting,9,treatment,True,transparency_experiment,high_treatment_20260523_172601_004,completed,20260524_111335,2026-05-24T11:38:28+0200,2,6,5,10,18,16,268004,137011,405015,1492.4655,Candidate C,consensus,Candidate C,1,0.956667,0.952636,0.960917,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260523_172601_004/metadata.json,0,0,3,0,0.952636,0.956449,0.960917
high_treatment_20260523_172601_005,high,high,full_history,True,full_meeting,8,treatment,True,transparency_experiment,high_treatment_20260523_172601_005,completed,20260524_113831,2026-05-24T11:46:14+0200,2,6,2,4,18,10,161509,85724,247233,463.4561,Candidate B,consensus,Candidate C,0,0.949895,0.945997,0.95587,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260523_172601_005/metadata.json,0,3,0,0,0.945997,0.947817,0.95587
high_treatment_20260523_172601_006,high,high,full_history,True,full_meeting,7,treatment,True,transparency_experiment,high_treatment_20260523_172601_006,completed,20260524_114617,2026-05-24T12:03:35+0200,2,6,2,4,17,10,157698,89728,247426,1037.5969,Candidate B,consensus,Candidate C,0,0.941878,0.925392,0.952304,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260523_172601_006/metadata.json,0,3,0,0,0.947939,0.925392,0.952304
high_treatment_20260523_172601_007,high,high,full_history,True,full_meeting,8,treatment,True,transparency_experiment,high_treatment_20260523_172601_007,completed,20260524_120338,2026-05-24T12:11:01+0200,2,6,3,6,18,12,166943,83194,250137,443.4852,Candidate B,consensus,Candidate C,0,0.946728,0.940939,0.952976,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260523_172601_007/metadata.json,0,3,0,0,0.952976,0.940939,0.946269
high_treatment_20260523_172601_008,high,high,full_history,True,full_meeting,7,treatment,True,transparency_experiment,high_treatment_20260523_172601_008,completed,20260524_121104,2026-05-24T12:20:06+0200,2,6,4,8,18,14,194726,96359,291085,542.1344,Candidate B,consensus,Candidate C,0,0.889867,0.855834,0.923625,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260523_172601_008/metadata.json,0,3,0,0,0.890142,0.855834,0.923625
high_treatment_20260523_172601_009,high,high,full_history,True,full_meeting,13,treatment,True,transparency_experiment,high_treatment_20260523_172601_009,completed,20260524_122009,2026-05-24T12:33:08+0200,3,9,9,18,27,27,379955,132609,512564,778.9846,Candidate C,consensus,Candidate C,1,0.942739,0.936926,0.946951,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260523_172601_009/metadata.json,0,0,3,0,0.944341,0.946951,0.936926
high_treatment_20260523_172601_010,high,high,full_history,True,full_meeting,7,treatment,True,transparency_experiment,high_treatment_20260523_172601_010,completed,20260524_123311,2026-05-24T12:40:59+0200,2,6,1,2,17,8,148389,86820,235209,467.6053,Candidate C,consensus,Candidate C,1,0.941466,0.928666,0.960962,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260523_172601_010/metadata.json,0,0,3,0,0.960962,0.934771,0.928666
high_treatment_20260523_172601_011,high,high,full_history,True,full_meeting,8,treatment,True,transparency_experiment,high_treatment_20260523_172601_011,completed,20260524_124102,2026-05-24T12:49:27+0200,2,6,2,4,18,10,144954,94126,239080,505.618,Candidate C,consensus,Candidate C,1,0.94969,0.940078,0.955736,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260523_172601_011/metadata.json,0,0,3,0,0.940078,0.953255,0.955736
high_treatment_20260523_172601_012,high,high,full_history,True,full_meeting,8,treatment,True,transparency_experiment,high_treatment_20260523_172601_012,completed,20260524_124931,2026-05-24T12:58:20+0200,2,6,2,4,17,10,157937,97388,255325,529.1262,Candidate C,consensus,Candidate C,1,0.937163,0.933899,0.939188,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260523_172601_012/metadata.json,0,0,3,0,0.938403,0.933899,0.939188
high_treatment_20260523_172601_013,high,high,full_history,True,full_meeting,6,treatment,True,transparency_experiment,high_treatment_20260523_172601_013,completed,20260524_125823,2026-05-24T13:05:45+0200,2,6,0,0,18,6,115572,82441,198013,442.4953,Candidate C,consensus,Candidate C,1,0.919111,0.902174,0.93214,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260523_172601_013/metadata.json,0,0,3,0,0.92302,0.902174,0.93214
high_treatment_20260523_172601_014,high,high,full_history,True,full_meeting,8,treatment,True,transparency_experiment,high_treatment_20260523_172601_014,completed,20260524_130548,2026-05-24T13:15:39+0200,2,6,3,6,18,12,174643,105758,280401,590.8414,Candidate B,consensus,Candidate C,0,0.937741,0.930968,0.942984,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260523_172601_014/metadata.json,0,3,0,0,0.939272,0.942984,0.930968
high_treatment_20260523_172601_015,high,high,full_history,True,full_meeting,6,treatment,True,transparency_experiment,high_treatment_20260523_172601_015,completed,20260524_131542,2026-05-24T13:23:27+0200,2,6,1,2,18,8,134916,86079,220995,465.5664,Candidate B,consensus,Candidate C,0,0.94121,0.932596,0.951623,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260523_172601_015/metadata.json,0,3,0,0,0.951623,0.939412,0.932596
high_treatment_20260523_172601_016,high,high,full_history,True,full_meeting,7,treatment,True,transparency_experiment,high_treatment_20260523_172601_016,completed,20260524_132331,2026-05-24T13:30:38+0200,2,6,2,4,18,10,139889,80484,220373,426.9344,Candidate B,consensus,Candidate C,0,0.930221,0.928435,0.931653,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260523_172601_016/metadata.json,0,3,0,0,0.931653,0.928435,0.930575
high_treatment_20260523_172601_017,high,high,full_history,True,full_meeting,8,treatment,True,transparency_experiment,high_treatment_20260523_172601_017,completed,20260524_133041,2026-05-24T13:39:18+0200,2,6,3,6,18,12,176203,94173,270376,516.9629,Candidate D,consensus,Candidate C,0,0.943195,0.937681,0.949663,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260523_172601_017/metadata.json,0,0,0,3,0.942241,0.937681,0.949663
high_treatment_20260523_172601_018,high,high,full_history,True,full_meeting,8,treatment,True,transparency_experiment,high_treatment_20260523_172601_018,completed,20260524_133921,2026-05-24T13:47:39+0200,2,6,3,6,15,12,161080,91332,252412,497.8637,Candidate B,consensus,Candidate C,0,0.888534,0.859483,0.915162,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260523_172601_018/metadata.json,0,3,0,0,0.890958,0.859483,0.915162
high_treatment_20260523_172601_019,high,high,full_history,True,full_meeting,8,treatment,True,transparency_experiment,high_treatment_20260523_172601_019,completed,20260524_134742,2026-05-24T13:56:56+0200,2,6,3,6,18,12,170354,100907,271261,553.7418,Candidate B,consensus,Candidate C,0,0.943542,0.936526,0.956705,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260523_172601_019/metadata.json,0,3,0,0,0.937396,0.956705,0.936526
high_treatment_20260523_172601_020,high,high,full_history,True,full_meeting,11,treatment,True,transparency_experiment,high_treatment_20260523_172601_020,completed,20260524_135659,2026-05-24T14:10:34+0200,3,9,6,12,25,21,323911,146822,470733,815.0917,Candidate C,consensus,Candidate C,1,0.929143,0.912021,0.942207,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260523_172601_020/metadata.json,0,0,3,0,0.9332,0.942207,0.912021
high_treatment_20260523_172601_021,high,high,full_history,True,full_meeting,16,treatment,True,transparency_experiment,high_treatment_20260523_172601_021,completed,20260524_141037,2026-05-24T14:30:02+0200,3,8,11,22,27,30,386256,179406,565662,1165.462,Candidate B,consensus,Candidate C,0,0.932989,0.91853,0.944163,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260523_172601_021/metadata.json,0,3,0,0,0.944163,0.91853,0.936275
high_treatment_20260523_172601_022,high,high,full_history,True,full_meeting,6,treatment,True,transparency_experiment,high_treatment_20260523_172601_022,completed,20260524_143005,2026-05-24T14:37:04+0200,2,6,0,0,17,6,120224,77642,197866,418.7476,Candidate C,consensus,Candidate C,1,0.922822,0.91202,0.936829,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260523_172601_022/metadata.json,0,0,3,0,0.91202,0.936829,0.919618
high_treatment_20260523_172601_023,high,high,full_history,True,full_meeting,7,treatment,True,transparency_experiment,high_treatment_20260523_172601_023,completed,20260524_143707,2026-05-24T14:45:20+0200,2,6,3,6,18,12,162581,89448,252029,493.3227,Candidate D,consensus,Candidate C,0,0.936571,0.930422,0.943661,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260523_172601_023/metadata.json,0,0,0,3,0.930422,0.943661,0.935629
high_treatment_20260523_172601_024,high,high,full_history,True,full_meeting,8,treatment,True,transparency_experiment,high_treatment_20260523_172601_024,completed,20260524_144524,2026-05-24T15:03:18+0200,2,6,4,8,17,14,181545,90335,271880,1074.4952,Candidate D,consensus,Candidate C,0,0.931925,0.920783,0.944116,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260523_172601_024/metadata.json,0,0,0,3,0.944116,0.930876,0.920783
high_treatment_20260523_172601_025,high,high,full_history,True,full_meeting,7,treatment,True,transparency_experiment,high_treatment_20260523_172601_025,completed,20260524_150322,2026-05-24T15:20:24+0200,2,6,1,2,17,8,138702,84768,223470,1022.4354,Candidate C,consensus,Candidate C,1,0.939508,0.932023,0.948643,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260523_172601_025/metadata.json,0,0,3,0,0.948643,0.932023,0.937859
high_treatment_20260523_172601_026,high,high,full_history,True,full_meeting,10,treatment,True,transparency_experiment,high_treatment_20260523_172601_026,completed,20260524_152027,2026-05-24T15:38:02+0200,2,5,6,12,18,17,210346,86631,296977,1054.3027,Candidate B,consensus,Candidate C,0,0.93309,0.917726,0.94327,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260523_172601_026/metadata.json,0,3,0,0,0.94327,0.917726,0.938275
high_treatment_20260523_172601_027,high,high,full_history,True,full_meeting,14,treatment,True,transparency_experiment,high_treatment_20260523_172601_027,completed,20260524_153804,2026-05-24T16:01:34+0200,3,9,7,14,24,23,332124,149143,481267,1409.5382,Candidate C,consensus,Candidate C,1,0.902932,0.886731,0.914308,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260523_172601_027/metadata.json,0,0,3,0,0.914308,0.907757,0.886731
